company,job_title,location,company_rating,job_age,job_link,scraping_date
Chiarappa Investimenti srl,Restaurant Manager,Conversano,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1926&ao=1110586&s=58&guid=000001869c49c976b817f6bec1c15fe2&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4ee23384&cb=1677659327129&jobListingId=1008411844053&cpc=F793441F64F6F721&jrtk=3-0-1gqe4jid4jihp801-1gqe4jidkgah0800-71b86f6040a8014b--6NYlbfkN0BAgcmpeIrGhbA5FU7ZOSLwoOISv0yNNABgn26LFEpxsivYStyYaGuuniUEGX2GH8iqhpTof8jD_U6mBLvpMn5fFUUIlrh7ko4w784CHvZQLnJMDfBKGIeE7i4HycBQy0HyerC7DiPpZgLPRiA0aEtQaSjDs0VYa_Xb6u0aHEx7r0cKN4iTKNg72PNXI_DCPoD6kSf7jPuBwZvlF-xgwgeeYRBMxWGVPpXrCHFxk5_KmnrJ4TuIbgHV9mRMjpJuBcFpnDcSBvXf2iXVSOMegv3FFk9ehw89dbmxBQT63z5W7kg15CJkC8AzVVv5S7GaMTXmSekcJyDzf7y1P0tc4fI0vaOQ0A8dgUN8aQUaz1FVuZ2Do8WwpyXUU8bcXerj32tuDpDgkQlIt1RPJGjeM1JnMyRigMSXN6VAi0vmP9-T4hy0zDj0AxtUCytaShNFlv4GHIaHLdk1xfPf_iVrV4QWwERv8SMKsv0ZkuTeYtik3gHzPpDmlt5P0EWGgxstqrwsvdCTr1l3aSJyGTQjUOQY_OB_GvKSiYyhPir8rZO8oDL2Xs7tJUblqSg4vD9MAF6HFxjagFXL9Q%3D%3D,2023-03-01
ITALY CAR RENT,Rappresentante Commerciale,Bari,,14 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1927&ao=1110586&s=58&guid=000001869c49c976b817f6bec1c15fe2&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_af0cd2eb&cb=1677659327129&jobListingId=1008470644538&cpc=2CAED5C921A5F994&jrtk=3-0-1gqe4jid4jihp801-1gqe4jidkgah0800-d4bf5f2a7671fa46--6NYlbfkN0A44QbDCwFVfEzf3YWzN9N1Q7e5_3fz5sqdQR1d9_Ge2fnoLjY5zTXfdw-nkCiMddjFCc62AC8TtNcjGN9CH4hrCqbYOIfra-j-Bu0wrB2F4sZvdwg1loumj5BMnKylAmctu5h1D4kJ60HN-LPCbpITAdi-TfN3K85fnn200Rj8cUR2CjldZgY0MTfXmRP43J4gKTnfg6dtSwk5V5jACpLqUQ5UKzhOBW5b2XMU9zwZwYwlXw_NnEAoop_G_f2rZUrfnwZQ0-jkQSoEhvEp08Q0q_Dy-Isi1DvHRxneEgIbyCf6RLnj7E4Hg-Z-U0yiKR-5qs44k6QnQq5xyQZCQienHlkmbO5aL-hAamzs5B-UfmdJwpHLI4pKZ2LGl5XQ8esxjpjTLN4ZEAwVoeC9g_ZKsIB2F-gNM2ozxbvzHhlm-4nHMC48TzhB-Cw6xg1VKqncL0_cfXH-OHJJ30BXEKZsOE3LjMERTtxZb9vNg-4eM7-hRlN6eM2_6txRBvwP_dh_YMHVT_LAOp_nc0e_-lNV4fYfEb4ZMZCFD0y1pCr_hYpYcge805huCB2WAfZt-8-KrldFghwzoV3V9eCYwteQbdE2ysR80DOdeDTCthjGJQ%3D%3D,2023-03-01
adecco,Meccanico,Bari,"<span class=""css-2lqh28 e1cjmv6j1"">3.7<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1928&ao=1110586&s=58&guid=000001869c49c976b817f6bec1c15fe2&src=GD_JOB_AD&t=SR&vt=w&cs=1_d0f92d9d&cb=1677659327128&jobListingId=1008428775278&cpc=44CD5376B8534B8F&jrtk=3-0-1gqe4jid4jihp801-1gqe4jidkgah0800-c409462ad0c9b4c3--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFK7AudwSoZPw5olmPJnIU8hlveBpNQ27aNnKBcMk-j4wR8NwHmehNp7s78EcuWaGjnRvxVU7i4NmSgLBz_oVWzmvrpE1Frz_7XS0Eb0KGkbfHTA2ecGuLkqTKI5k7lBs1u_Xsb-Myp-7cJPJVzD_rM-hrCRWOJnLIxTrcfYkhqRELLVAdy-cLR_FsQ0NVOM_lTqMVGvNbrerMlM3e05LsUQK9pJRLXC8CZukPFU4a-WOywINXOBA0mkCi459nnaHzZKosm40n1RbrYgnVCa9dxvW5vMDxR0icfSw4RdmllDRZLnmiXANGUnFWw2AeW9wLC2qcfSDV-GxAooM6ylxwGMsbxloMaAisuAXwN_jopvpzpwLqJ9Es-H7cp710BygNjz-ggsHKtwttI9E_bHdSw4P2lu-78JuIpdV2GbLI0h5ruMem4UlrRCKtiBFkLuP15wO1J1J-RrG0Wdtio12XokiLUgxu4SVW8Igcaf9eehov_wp2481mBajiMXvHCwJL11U-mMSztX0if9SoHfK7WoF_u-p_klrqNB2q74anvfPQF_9M44KjvC5sZue_1FOuksmDruWotp7apU_k4RBHQk54ZruE5T1uJAWk9PsPeIUl56E9Sb3KQhaAnxiiOujf3ugvcnl25-6dao_0FpPstU2LXeEKe01tEcvDb20JnN8mf2WZXW6kgsuZccbqT5iDORIudNXc2Kj_7R-jx-qYyuqfCiDXr6JX-LFrTe9uRhPx97WTuHAO03JojwO4BY1z1kVvnTSoMne4%3D,2023-03-01
adecco,Sviluppatore di Software,Bari,"<span class=""css-2lqh28 e1cjmv6j1"">3.7<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1929&ao=1110586&s=58&guid=000001869c49c976b817f6bec1c15fe2&src=GD_JOB_AD&t=SR&vt=w&cs=1_eabbd937&cb=1677659327128&jobListingId=1008331606246&cpc=26740BCDE5E48596&jrtk=3-0-1gqe4jid4jihp801-1gqe4jidkgah0800-c5402a2ac7a2edb4--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFK7AudwSoZPw4ZXE1eK6I4yGNLcVjHsdxuihX36FLNuVbT0_yifIWpCT8zELOpbgGlycJGw8wesdMTbI2whiv-thIDgZUoFsHgQE8r1W_FN5WuzTrFumKTk7_wPJTyh43yOHXj3cwFGaKNC9gBUXEDA2Kk2KiNzr6Fwp5C9cdGyUiOvkFHoG9jtzY2FM84veg-c133X0svK8TuozUrQOUqgk6PJSlcB4lCePMninrnTchtWyOAupmu2ly4Bi5BsYKFI1KrMsNshIMfD4miJaVqbw1TbmwJMdKt4w073ymYt-f1XlalbfWB2CHZ_2z7OhF722V2BI8aEOmOr8Tmbv6MipYeUKK7aF-KUSV3FqKUNgMAdyyVlJguSDJ-gQ4filXA_DUgBJfuvX9SCXukQiyHAFwg5J8rmvcjZt2Kgcl3tSSCaK1HWfF4p4y57yUr1LjbYJEhiaTf4usvk4NK8pej4fx_NDsgH8XBz_ILN3ErB0GouthENOhNpwEEB8IalbmJ3yTv67yYrvP_hpTpXEF3xb5YXOyNuf64P2-P4B-R7U4j4R-lKOPebJ0lh307nC76btPRx8jmTI6hiTFdvhz-SuV-_3KWO37jh5kcPLCv_sP8-UAIuYeYd85aE1M9A0cYz6ug9qm-kzIS1lxNMp_oVV5igf2TqtnwDuMEH23Ry7nDbkU65VDxQG0CsHxz1ojZha3Ua3o4JvlTQqQ8owMbtt0cg8N9zoUaa04C30wvEXoxcDTSyL0DxN6i_-92uD4H,2023-03-01
Happy Casa Store,Addetto Alle Vendite,Corato,"<span class=""css-2lqh28 e1cjmv6j1"">3.3<i class=""css-0 e1cjmv6j0""></i></span>",24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=1930&ao=1136043&s=58&guid=000001869c49c976b817f6bec1c15fe2&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5993d3ab&cb=1677659327129&jobListingId=1008497121604&jrtk=3-0-1gqe4jid4jihp801-1gqe4jidkgah0800-4f834fb6157747d0-,2023-03-01
Spital Uster,,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">3<i class=""css-0 e1cjmv6j0""></i></span>",4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2001&ao=1110586&s=58&guid=000001869c49dd619a7901ad8905c2c0&src=GD_JOB_AD&t=SR&vt=w&cs=1_030413db&cb=1677659332226&jobListingId=1008492189725&cpc=7AC3DD71FF7BF8F0&jrtk=3-0-1gqe4jnc021a3001-1gqe4jncrimbf800-24c5ddb716c1c9f9--6NYlbfkN0Buo0-3Og-r-fczJOHIjtPCAS-MijvoYB671mbSoNWf3XeLkpsVxnaip2znnnaz4uLXQtgN1TGBbYYrXgWBxPe7AbheVOUjEk273GdeY81K3qLurnZz3xgj10hjVacIP0D2W3o89o3-KmAsHiWeuoKbDS_KyYN6ltTvKTUEjpvFcyJzWEPXPWUmRW3eaGlyaESfjWM4T-4piJ-cqY9OByVI4B9AVzuzQvDGdqKfbvhHCRKkqCjNcDpIwPJh34v7_0pZMybWdqlDBPA5gfya9gp9MxQQzS1VtYlbCZY_5iRpK6Xzwa4psaAPeWoNAwYia2zf5QHRKAmEw5qlkl1Ssiax08SGe5D-H5Z36kVsWhVJnDqAIP8Di4_XlFcgnhnux2eklsNBTh-kZvM9Lx2zXhyATgZOuL2kYUq0wHhXpgmr4X1CQ80G7MInqw_BILIX-YMPUP10KV5n1kCv1sczQRCMM3zFShj8kl8gyQrq6fa0hFkIf0CYMF9aXu5IWYXf8tEPiV0D28Of4g1ub7A3CjZhocdJ1bz4fLiYdk92QpE_oHp1L7KFzLxdURzKNalVlWXIwmzwCEDw9kJSXti6lCuzQTWYuOcOPJY%3D,2023-03-01
Guess Italia S.r.l,Addetto Alle Vendite,Bari,,13 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2002&ao=1110586&s=58&guid=000001869c49dd619a7901ad8905c2c0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_420f0402&cb=1677659332226&jobListingId=1008473550121&cpc=B5F6D74B4EF69A07&jrtk=3-0-1gqe4jnc021a3001-1gqe4jncrimbf800-f45c90018be4cfad--6NYlbfkN0CA67G_SAGmLKr1-1zGryutA_KuKy7K8eYaAWAKkAexSLJ-g7tP2z3xY-Pu5UHMF1qOVLwDiMRcW4tSH4z3vV755TZWpstc_oGOuq8fNrtxPY6tO5M2j4tsdEv9lTaqo1_rG_RV1RyfjL5mqsBJthYiaYAJWz_uhvRCEu-x5n88GM2YhV-za1yaEwHWwEC-bc1_ye0J4CVB3rT_L9JVvqQ52rEjNREJBRZSJjlj16NM2ckPKLConeblYGUP6M-ijVd2VmOv22WlOppkAP6W9TNyYxrO0ab51hJeJUfCYNhWYwSy2l7yBcXQehrlFKA0CornmuKYPyZK4zgVhvUt_C4pUnj32zg5W6U5835YpgHiXLK5TKnFzyQcO3SWxMD3-MtLCC3-j6n7Ams7rSl66V1BXSQBoTrR5LkVPwXIYNBGb-yFa9GptrVaXssDj_z3vc0CBe8okXO5Bli8nmXjeuHoFVcwCILAKfOz5GxHjI53F9NPZWE7nL5g0mtMukD_9NPfAd3ApL0LCeoAV56kk4WfPorsxN-bewoZhcl2YLEZdGbJvIa-wj9IQC4PHWze3mkREMMgP8WjcpNfN1jIg9GX8jCDS3B9MvXSZoGacf4_k5b_ITPeKm_e,2023-03-01
ITI SERVICE SRL,Impiegato back office,Molfetta,,4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2003&ao=1110586&s=58&guid=000001869c49dd619a7901ad8905c2c0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3d0af801&cb=1677659332226&jobListingId=1008491324432&cpc=E521981D00147CE2&jrtk=3-0-1gqe4jnc021a3001-1gqe4jncrimbf800-908f5d1088333f66--6NYlbfkN0BTtztt2KZLiSSeHdXp8Gbh0mVHni8Bohcv38_ewDSud-KrBjGR2Rx-czWz6Om2NlOZcyraiW3NSbGr5Lz8j83Uq622BWNJEhd4P9ZN5AcQI3AZQBqiU6wYUe0_SYS8LLeWJJw-G4JJZ0dkVIfK4i0rCXIJm1O6O7hJJQUqpxDygLW6uG90PlwfF7FmKrXXMBhrCgjrgxjEiWw2uWENZtXSZjPTTSISZ9OFJkS3bWirBs_kM6u-TlZXgT9BP3zdvgmNwiMJe5tyUpEWkAMhr80q90uz4VbvfVSLKEdHGa1mAH_wZtkd98ZjEjbcoVgEDbpnNcpcH7u3PKPuqjfLF8_UjbyEaDYGa8WI9VV3n5nscFEdJZWOB9GtV4HTKgOguUoTx3_txZj21jcCTT1MNDd5UjHDBxB6YCnGOmoWpl6xeJRempJXEP8aL9kpjAqq67Y9xQVspetpavG7z7sPd4SJmd6qpKPkpJ3tSpAofUMmqipMxiR4Niorugc1Khf2twiN1JErY2xmp65NSLnniPnMZujvfmnU07Z9mg_xZYsBR5liYlWPTqGP3z0O-G_4sAPc2uR447LVvQ%3D%3D,2023-03-01
Informazione riservata,Ingegnere,Bari,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2004&ao=1110586&s=58&guid=000001869c49dd619a7901ad8905c2c0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_41d9f350&cb=1677659332226&jobListingId=1008296696242&cpc=F2E91DB1AE7076E1&jrtk=3-0-1gqe4jnc021a3001-1gqe4jncrimbf800-6b133afa9c4cc45a--6NYlbfkN0BurGwR6aH_Sjq0jpbyLBAi5D4qJEHgbrS_EjqY84UVtS1IA3Lab4ZBVGKuEX1PwSjNvAWYeqDVxBhfNb3D_kjyhd2-j3YKo7UmwLievu4IRXsTpNHGWiY1eC4SKDDoL05LmdSMF7bO8Lc0lGqevsAFTUbz6FfcUyXOmzjSwS5fErxY00vfzvWo0cZLISRH8qeh--M1-dHsF75He80D9cI0bZ1My7SMB0NL5NFztBCgDNSXMHFnu-pLZ4Pu2lWOeE4kEqu5msf_8KIdI474aDJyRHE-71YwF39Z4XYWFs8ZXYZlbwGFGJRDh4r9q0cmkWpuUURLc_ZZZKj7oMtq8uISfr1VQwpUsStFAeMKaWj3fCvVyYTk6A7XQ0sFJocPWcB1mgmt_gBZaFQEvoKUT6VtJiwVCXV1u56WkHBMypmfev6lN_9PSrPw7YRjCyGek8Vhq7CIic-U5mhDalgeXsQwbKV00Lzs9BDMGwnsJUjSqf-DzAvwL6xBM7gg_e-VlNFAVJkROe4dc10_tMolLKpFDp9iLvd8LMprL1Yn1d9A3E8E15wx603EePdwbfECe3XKbi5YAGVsKg%3D%3D,2023-03-01
Formatc LTD,Sviluppatore di Software,Bari,,22 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2005&ao=1110586&s=58&guid=000001869c49dd619a7901ad8905c2c0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_bf0fca68&cb=1677659332226&jobListingId=1008456083373&cpc=9EDA28EADF1DF7F0&jrtk=3-0-1gqe4jnc021a3001-1gqe4jncrimbf800-2bd5444a9e2077b4--6NYlbfkN0A9GlHWjlEQYaqxbaEmdCCe5JRS0tXTKY8eeesCJbOk-nakqqZT-eMY-purKn-qCh-W_Ae0qLp_GiIhhvdAS7_OB9xnysgiE3lplaCdRwOt8rm5grOd3BeBS6GHlXYvQj-lsJhzu2W4mz1HX3Vp3pHX4aVJnRwtx2wew1WOQ91b4lr2pUszP9_0si6YNUewWDslZUCsMrjDz7ZX39h8M-CZp86ULQTff4sifvmsWNvVB66qTmcpnHZ6QkTvEDbhGpTTD3AuKleo6f4IMnTm8vkRc51iteWMxR7ynpPV_UxFlhDL3-nKNJt1pipDMC0U2_OXLgNxszzcA7aqs2MA1q-FtUF8Vlxwc6nWoQYJZem2bMbBYaMMosTmyVwDkAMXh7EQA1i0lwzroIl5gGX0gOwnZAey0epUbDVrTlGDzn3mKT9mYMZAAtq8nRhueRKS1zfC3IIYwqP9JNfwzSzcwM8zCFDD68lNC61ohUlL_ZDe11ZdemHqHNX-PjKdlJ1gXteTjcVcl1OVaS19iHkOLCfyIbrlQd_s3wZS8w6oo_RhChhfZZMQt914wpk6CSmpEwzGfiX9UZj3BghKTmocjs7K,2023-03-01
Bounty,Cuoco,Puglia,,7 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2006&ao=1110586&s=58&guid=000001869c49dd619a7901ad8905c2c0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ee0c15ce&cb=1677659332226&jobListingId=1008484537222&cpc=FAD720BB8CCCB15B&jrtk=3-0-1gqe4jnc021a3001-1gqe4jncrimbf800-4d9b0731c3d1b793--6NYlbfkN0Azqr6hln8fuKDRLp1Z6g25k4Kb4pvtSoDjFb-1GxzPAMoLQpZvwj9NfBB9uXzy1E0UgPs2SBDlr3BO_eHciHRiGDuhwST7t6FFfhEvZlqm-AcZSmkdjaMC6m-CC5JijxABXkltIsy4WsihQZdTIOSmu7pozLe6eGtjXb4ysbfgY30m4lqhmCMd2kbXMcAmYQcI0fBo_k0b2hoUQZcqUKmQ73oq2ocwjFbwWaxzTFd3SxGDtZznBVUHZRv5y_sbn0zHju2hsE57U_kQLvlrb4RSnTWugCyBGikwFL02CabHXjXiwDK3kz3tR4LBdM4z3IIM-wduiEAbKgCBgjmcMRcNRH4Nfx734_Jl-3RinQx6ZuPnF-i4gauBUt8sRhpDpzeRNuBCEqOnd2Id_0uN4df4Bu2KsL8j_tUCaPf6IrM0_YX_l8Zh1exWPskWBwMVAFVibiyupftat9QuzQP0fCNh1Acp-v-4NJTn5D6vYvIOcgTfWqROZt0l43KixPUWTuAau3pHPbFlor2Hc6gGIDpJjTbRmmuCARlAJPmG0XWlX86Ms2fJFsUnpYzOfgVqdJCBc9weMchfig%3D%3D,2023-03-01
US Food Network Srl,Cameriere I,Bari,,24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=2007&ao=1110586&s=58&guid=000001869c49dd619a7901ad8905c2c0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9cf1ea8f&cb=1677659332227&jobListingId=1008496864490&cpc=D69957E0862862E0&jrtk=3-0-1gqe4jnc021a3001-1gqe4jncrimbf800-a069454d5372a931--6NYlbfkN0A3JJP0HnrOCLYRZnNJH8e1HI9apB4wcIJ8fB7P1-MovAGcRU1dx-D3BiwmX8urVLE8sCciqlHOwfzEd8eWCc0vCFfXfp9I8Fd-tRb_xLKiKS9aNZJRoNL7ukaGisrDnwPgiLDZ6Je6N2_AoKEZu8VDRufcnQrnwYq_Ztj7J8W6W4sCBoGycZfgzKyrttDe8stuzCEF1qUYI9nY311zHkP16CNwtoZlhertU730Krsa7KmqQzNaOMNjP5UcIKjXAAJj1puZu-E6HV0YakSB5PckIraft00ijZo_hAFddzNen2Wm4inaBeb2hDxxTUmOf9I0Yw7SA9RtIYhDzG-BqtgrZ-SmdIlZZ7tnN0eL8bAF9643nMJrHNU5YMl_cPZxTHheuCZgUUi69-hPp2triC6WcYQKM4P15HqFJtjYkk91PBs20Vl9Hb7nnXB8-OdmKLBir3RKb6T7fobueXRhfGxEToAxd7vn0lT-shhmvUdBFKO1LeaJSTiZ81fMV6l2ngzKS_mbe9h0k01Ekdnk4JTqvQyZEWLYJboAgbNDJJpWTtV6e4SlVNTAg0i-7kYMFEA%3D,2023-03-01
Studio Massaiu SRL,Odontoiatra,Bari,,2 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2008&ao=1110586&s=58&guid=000001869c49dd619a7901ad8905c2c0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1009b6ee&cb=1677659332227&jobListingId=1008493364165&cpc=FDA93C03AE7AED37&jrtk=3-0-1gqe4jnc021a3001-1gqe4jncrimbf800-315813ea9b7a2ef0--6NYlbfkN0CDFdga_KUvIsIcilKEyPgTE-CquGVW7EkM4pp28bctv5KW0sTwq-1Xp_S-fxRuiRw2vgAuve8jBBAzhI6NvoaPnxtHOMdTOSlzRJIzV5pt_YLvHCSdzYXNiJRDUteqc7ueaW16ORmMNZWC-q2ECMhDzxaIIc4RKazbCs_1XIVAXhS50Rtb4B3TDLKI5PiV1VLihf4JsmWfeyYg6O7sre0jMldQRV8nyiWJLUkR_1fZQ7xBH42zjdN8S-pTwC406Eulas2zb0GwScrMIe0t6qJdRm4ENTeGW57V1L3MzR-nkFR9YrGmtXhQ9LeaVh4wamEdUo8H2nMP0VPtiqI1ET8_eeB1ucuJapo6DHJ22vMIcBoyEG4XpN38PPJtJb49R4OqReciykaA4JxlOA-7HvHe7m0zgS1Fbe2Pe68YG4S7ZAtoh0xqu8XGXe4UVEzYmL3-lIPxYMl88rWBTgctRXR1UWxba4miVVGusphnWNTOyiDyZsr1afmt2Jc2Do1Pjzg5CzriobcNd2Z2KsKZOqyWDjtO4Ywt8uGvV0VI2zhd66YyGx4Tq71REdaFeEWobWU%3D,2023-03-01
Medical Solutions & Consulting srl,Informatico Supporto Tecnico,Bari,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2009&ao=1110586&s=58&guid=000001869c49dd619a7901ad8905c2c0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_aeba7eb1&cb=1677659332227&jobListingId=1008238224712&cpc=ACAF1607C5C1E404&jrtk=3-0-1gqe4jnc021a3001-1gqe4jncrimbf800-8bb67f69768ef124--6NYlbfkN0DYSpXeGMZ3BEPnMl_JO4iWKAeTSttf30lnNAqTRVQMG4Abv4V286srVD0swery0m2N0gHOky4U6iIa0CFgTSyE0aYVfFycNbzLxldpbJkJWx9ysjPbRspbk9NjdM97cAr62hs_5J-qto21uAoHS2ub3pceuuNJshegkeGME3_28KHaZRsjhB6WvooMNIbPKs4dSXgbn1-YGeu_FS21CjjzSPgBhoJoB8qINdSmHh9TiXoUbSDiHRMw57QtqrvCgYJd1ZihPmJG768uq_QZ6RxflzOenqeqLXqL4ZtrG-HEKHbotYvF95UjfbTBBKejmBoyQdnVws8VrD_cXx4Tw0Mxl18bT3ZFKUC-48ERbwVIlwge3oiyvnWIzGIpxKXNzWd74F8Bsp2d4IiRGtFwnzz6WvlbO1we0npcIauWzf8QM8Hz29ceSo0EOnEkEJ_8oU_jygz4F1lMt72LkSsUfP9ee6B5eTL6O6nNEbwTgNFzAR2q0TbJDt4HTSKTeNw-SGQklamKozNDRF41qh2_2deukArIk7vFb0qdKIWSTZ2zJLh3--KP315qoTIoJPE--1Y%3D,2023-03-01
BRT S.p.A.,Impiegato Ufficio Amministrativo,Modugno,"<span class=""css-2lqh28 e1cjmv6j1"">3.7<i class=""css-0 e1cjmv6j0""></i></span>",1 giorno fa,https://www.glassdoor.it/partner/jobListing.htm?pos=2010&ao=1136043&s=58&guid=000001869c49dd619a7901ad8905c2c0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_bd842f25&cb=1677659332227&jobListingId=1008495476065&jrtk=3-0-1gqe4jnc021a3001-1gqe4jncrimbf800-02297f5e5abeb565-,2023-03-01
AP Group Srl,Autista Consegnatario,Bari,,6 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2011&ao=1110586&s=58&guid=000001869c49dd619a7901ad8905c2c0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3e98a529&cb=1677659332227&jobListingId=1008487338100&cpc=9908D8D4413DBB8A&jrtk=3-0-1gqe4jnc021a3001-1gqe4jncrimbf800-c168ee1ecba4f106--6NYlbfkN0D4Q4Td25r28zw7FDYvbH3WlrCe9BO6GYt_RHd8H2Gjq-RDScAkZdq4NTIJFVbrFyTirqA2K3LLDn0Tpk22Gk8hk-dBNhWF6t0Z5vU0BYL6wmPI-_PRIlSnyYVpeg4EKQ-vAEv9cneDahMgROhouEgdEiOzCEiVELwugFlIy6Yv0iEst1s7Qzr1UondY6kdqP-37yRxy5a5MFYKvY8HrOy5lQmvxz7weU40DpvlLGTyRsj_lPCFb2sEXI77DwG8lCjz4DNYk42eHPYFMsgHKtUnXb9bMWnHI7P9dEyLyE-N7Qumqny3McKeV8T_j5gwlTPkn547YNQyFgg1-ElDsM7XVriGSxyAMrVqlWkQ0DFii5_lCq6FG-wpxSbmb98-GDrg7DMlHHcmmJZ9Sd0In3srxZoH2CdPO9XhpO1XtjtOKDvcvg8zAB4oD5a_rj646bzRcbnTOckgXzv1dsVaoUnnAihwRzVVqFQvw-CeNEEnSrOJl9ttG4C2yaQMmLiruCf9QJYKOZQuS4R7_6o9NnPyLeOJwbfTPvbR2x1CNY8EMAb0GfG828ZQ2J8VFDMsZ88%3D,2023-03-01
adecco,Assistente di Produzione,Bari,"<span class=""css-2lqh28 e1cjmv6j1"">3.7<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2012&ao=1110586&s=58&guid=000001869c49dd619a7901ad8905c2c0&src=GD_JOB_AD&t=SR&vt=w&cs=1_30a5445b&cb=1677659332227&jobListingId=1008428776250&cpc=E773D000C9BC26FA&jrtk=3-0-1gqe4jnc021a3001-1gqe4jncrimbf800-7f44428cf63b4839--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFK7AudwSoZPw5olmPJnIU8hqbqR5F-NQQEC2kkefIo0zY__h4tTc8mgwtPzbrp3g2nGvLMsDj8GJuOI_H2-_iGdcWgG2BhnL6DZ4AP9DQLt59eVjazESbCYwaDZna3neEU9QdjRM2xlCE-6HQphbCJ_wnLV4cbjOfPXqFsMa-_mLwSpjymh-ELuJ9KM1xvs1j9s16CruX3oKoElcv1AxnWmV3TQc26_S8-6zrHM_iet3D6uIOIjlECiMVJcPByPkWloxECm90lVImlNobFaiyPpZRlGxD0okX852nDZV8L-9MSMxhopBLRsXdjkIHP_W-hkcP-qqtP5CLnHLSLl9AWGsAWysUFYo1WxvLauD-IJJm8Dea65gDSglXU6p39kRpOLyBRgNM787YIJjEspUlWZYx1ZESYSqO5Oo8vdju4_XXoP_DUG4O5ZpStsxE_fZGlcdcPOuR3hc0fRGfVZsGR0fVx1A5tymkYa1NU2PxywUkPVsZZeVHiRxptfwleJS9YLly0Rpp9O7S6t1Cj_9nSECTmQ4qklRfctZYi-FU7h1HYePs42sQVuvoE9d-cfHBU5rJDCEXdUnrR_WhudcQmElXVjAaayUZpNtoRIqX9VtarGCH03JmLGpUm5wCaKjegN6kQtK44bWkAM9Pz2fC7nB32IdJy7QTD6JglX94Ja4ghGbPfqXqUkFefu4Zj8ewGgq4Xa_ToeGv36uV28E-mmw5S7_u9yrC3lqTSevR2q2hRfmvxn-jlx9IyQGHbYUrv8sFgNyJvZNI%3D,2023-03-01
