company,job_title,location,company_rating,job_age,job_link,run_date,oppurtunita_carriera,stipendio_e_benefit,cultura_e_valori,dirigenti_senior,equilibrio_lavoro_vita_privata,sede_centrale,dimensioni,tipo,entrate,fondata_nel,settore,segmento,scraping_date
LAGARDERE TRAVEL RETAIL ITALIA,Addetto Alle Vendite,Napoli,2.9,11 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2404&ao=1110586&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ca7a9472&cb=1676371437684&jobListingId=1008446768086&cpc=8507CEB59E1C6AFB&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-dc02799bc33274b7--6NYlbfkN0CX_LllCW0038eG5KcbQa1ryztUI5cfWNl3zQuoXSGfOYIi7XPpHnjOdHY5zUHTy5k-bTmVHtyIeiaoT6rl8pquKseqqJe_JO4unj2_ELbE5DMIM8gC1HdNzbkR1pf-SjQIN6kce-ItRyIl0ryBNdXwa-Mi2ok4n2R6BiMhB6nYlIlNgW1TuMNA0JoltYYNF7W4rdDJAwFe6Ezh4u14z-wuxONgs0916pJnNbVI4X9_bxa1gQ8yVaYASVaE3QyEyxa0egrGxVVTkrPom2-uqedyCA1MGTb2kPEmU9cyX3MNWDS-qFwpXtEnvj0AZTlm76EKUy1c_VTIvV-fGPoToOsmQTBy30hsAhXsLPGX7nUc3_jDH_9ztmyDMdFS5cZovyZ48KRnQWjjo3MSg_hfF_DzcaEUcqQpxqZkJBZ4Ga5bJxN1JPnj7Bs0MIKl3SF8LL9JVz_FfWhqTl59pPyRkTXa_FvBCKn3AsdNRjq2ttjYfN8xdjHbXvI5oFdTbRVa7yh0hj6kh3fGo5tbBlvvWUaYdxP-yF6NqjSFAJIIzxzud8PU60qcJKK1eF6InGeRHkrccIXBoeoWn9Nh6o3DDjx5M5CwpQi5dw64rAVWXkCZ4CWbOLZJn9wcPUg_Txbk2_pvbIhOQ1PU0w%3D%3D,2023-02-14,,,,,,,,,,,,,2023-02-16
Calzedonia Holding Spa,Personale di Supporto Alle Vendite,Napoli,3.1,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2405&ao=1110586&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_da2113b2&cb=1676371437684&jobListingId=1007807309821&cpc=4599430C66E07990&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-e7c9fa03b66e7219--6NYlbfkN0Ac3PQLf4kItVDhYN2zbvuJ7nFyTq1gElAGQ3upSQdcjrCR27fqEoep-82PBrEQSd_kxNxGovBpZXvGmGTdSkTvRIgFE-VbkLVBR4xnyJMe2Q2TmE61eBhiooYAIIVpGh6sVknSYM2KPpB45KYqfULRe-TK8DGOloR-p7VeqybqgYFFZATD_CBW3Wp6x5X-hc00FdOy1b9-PlMBb0Yb0H9TNn8xf9DDvHlFJCWgUza3PSjssLys9DQhj570j95TSjwszl_te1kUnz4XUnFQk_TgKWklv20ThaiThNpjnJzXlvx_Rg8eBo0OieyUfMVAES9PT3sS1SS6fchYNBB6sDjX9gWIAMNMF0on-xj7HYdwGew8WgxTmuxsq1k5gzQPwrp9Vew1PXEW5RSGcE1eNd3LO4ewyvy_2XgUL8WrFezsCSUXqqC4eOTOdWM3alnnhMyrrdSK5e4rpDRMwfXzlttwERK22XbhuHoeycfOlPWQQVca0y38BWsowwHZRothNk71xfsczWXFI-zTXKrVP0b57Zaqo62uTdrchujxTBtaO-V-DFPBG-hcvEeauWkYt_dveTCb7d5EhsDyZYH5K6aspQRE8PQ8Yt0TFhito0ZJSMI6svz783oCd3kPwGtlkxmBmjbA6kBRcRm-A7J5l25yr9yiANpvwkFL69gnGT5FXyviaZmqS22v,2023-02-14,,,,,,,,,,,,,2023-02-16
STMicroelectronics,Digital Design Engineer,Napoli,3.9,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2406&ao=1110586&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&cs=1_4f2cc4a9&cb=1676371437684&jobListingId=1008350934663&cpc=18E4F2D8CCA3E56E&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-d2ee06761eecb21c--6NYlbfkN0DAv-knXWXtWP4BSZ5vXP1CKdoDUf5S6mXEs2UdONmIWlVd8a84ouEntKZlEKwwLXOkmxXIDVr5Zlmq2abO39Jg6sM7RmxahK6sCKwMB9jzyy3hTH6_t7clHKbENZwMUarIVp5RF-xhFJT4cDScTlSxzy7UwgqAXWidN_apFMz5pmdIlHFtskfbOQhUBSp0wFO4e0v64VrBtuou7kS7NXtLRhk4ZPw38EpHeTT0hftEKJpA2MBRNQfV8TBeKYblO8T0RqfXTIN4o_0MyFMl8n0SU0jDcSFaQ9O_H32x9rJdQ3f8yKaAUOjspCM-F60Q044QnVbysaBzVJ6YxyXBI6IuucP_xAHHmylQ_UK38y-Ccg0D5_3GbvAtGX-34KAhqTjFNddfD7V4UqZwqeoaPjrjI55Tx-1WXXbomyYTlev29J9u7SXgGCuVK5pRnWGj-Ao8QuubE5P9BPkCnaNhH-Ee2Bg4sSGJ96DhamhQN-Ez5VDppcy_uEg_C_eWuTQTbOkNBCY4LtCXv4JgUe24oWkmiuInil06j4mmiFGt4BiEfw8ETDlcdyiiNcjt-UvI7at54_MdB7q-pgvCH6JTzL2NqF9MN8YgZCKV7zFPBWyutUmjyCNxGC7ifVw71cyA9s0%3D,2023-02-14,,,,,,,,,,,,,2023-02-16
TECH-TRON SRL,Rappresentante Commerciale,Campania,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2407&ao=1110586&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a42d2c96&cb=1676371437684&jobListingId=1007908830771&cpc=F89DB714968E32AB&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-7c95fcdafda41659--6NYlbfkN0Bf7zH--WCva9hch64-vSufFGLij5owhii5BKgj9p7pAwk_eXebG4-ARKBU6wgtV7cAkaD3siqHnlk5kE6xXfpx8uW222y_yrqaPVYLFSkOxIgn_qwO0yG8xmhKkk_cxhzg85B35ai5UpkA4wbsGan6hSSLCTVVq1bdSpfPGCKQZXTdJq_GTcKF5qZHarPpkDIphtWiRaQMAZrEp_y3mUOP3wXEAXKpsotPpoAAFP9NdnHrb4YT8sf9YJJ8WX7nesES9ptNZyt3Kf0ZUGH6B20OmfQ7MwXNjCW9MkKiOmJ_SPgGrloFvBWIPmTWpvt9E84EabvX9HCT5UDkY0g14cunOZVdvrJRS3BQCMS-r_Tis4T-D6FMWec2sLbezi5Fus9Vd_bB1Yf7DzTjdn34PRii2AX7XfuLllzw1VSZ5ey1MKgpBeuVh9uEres13WxjFxGLywzP-y0aePerJ8Zxw5Ffl6Ox-WtWoHLlbn1TJyETsYiblwmu2sCsSePpiqt6KYLrf6GZW24GRNS-I3Cp4pwhP9H9a6awFgq0xn8UHQC3nljeDRIax5EJMuhPAreDwvM%3D,2023-02-14,,,,,,,,,,,,,2023-02-16
LIFE Agenzia di Animazione,Stagione Estiva Animatore Grafico,Napoli,,4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2408&ao=1110586&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b890e6dc&cb=1676371437684&jobListingId=1008461877667&cpc=0AD3DB1A95BF4639&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-2f4a9c032cd61bfb--6NYlbfkN0AG71ikXQ6DjEkF1bK7dgYLdBYMctPcHbYjdG_0glLaKYUlRgJ0Xd-3M6dLx3t5vVr2I6TA4nJqPlcsrNQgnv5X3iEluOKwbPiZQZP2bOVgFagsm3wvv2qiczlPYUlAoaxDvjCuR_xBFisa2AyV9eKVPCVmaCu7vdLOHd3DVWNXIgXFDG933Sn1Qx3YewFhdzQ0_VJ6_4iAW54GWgAL7oaOtdvuQEPkikXm59kkHQl34PFJmY_f7dTzseqBQ0b0jihuctPKs_1WlPG2nwKzI7RdJpJXm_gKsaz6tP3sGfy8J96WLvVyJKEp6qkgbZlhzVF-22DgEpU5ks7E1UxBIgfUFavVAoH0jp4dxmWxkE8-vbUQAmtX9vhHFDGpXtD-YLEN0UEeM1T6oEKLAQO6b4Sw16fQJqdxoshP9DkmaYIOByQ916VM1KO8sycgoNbdGlYW6PbRRRjsrAxe914K4B4z1OBoik9yY-aVlx22LRTNPO9KflZTqReYO0L_iA_h1yYhAyjoZN-wK81PNql7tUhLJCLmrlOM5sPAzkkCb0AOLBaETZbktgpOYFkoWyreWqQE1V_RQQ3azyUrcdqPzWrZak4Pin_iCn6-AtcS5vLenx8K7N804kztUFEMQRHLUfc%3D,2023-02-14,,,,,,,,,,,,,2023-02-16
Osm Value Medical,Project Manager,Napoli,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2409&ao=1110586&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_86b29d74&cb=1676371437685&jobListingId=1008130741799&cpc=E509DD49A6927373&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-f00b98311ad101a6--6NYlbfkN0B6i9xeVABFT5L8de-qXhyg8UHgvplG36njblT18AVkYqL1QYvO2A6yDoxK_Nfzt5fFq46i5O5r1CbUp9Jx6BacxFcZQ3j3hRV9hUhrM3b_xuko8N48hm4ZcgVtuardN2J0J1Xmx6uCe9TprJs-bU_VTbhiLRfFZb0kGH186bxiIeG8f8vSBExzafFaVTNNQlpDq4HI3xAA0GCRlculmK0tSRMSoAVuyuQJ5y2C8LenfULzdcEUvr9Tv-62Y46nqJYONKYHcSWwjc7TdV7UWmdtu8q1wkyrHFBPSfHnIcO0fFiWN00Jz3hWzz0c2RqQ8eo3Slaovof-_LK28F8iotFwZA7wGTi222xjf-zuIUGUYgQ_KqyzHhVDZMMSHhdIzyQhpUblrtS8Skfht3UsUAxMm2utRYLgAtjAac-AyKl3FWkUn_Uy03XJ3dLULi20tQH8uMBPJ5k-QW-qvpN-KuV6w-XTfB7orVIt_WolLQmDMfBuZ8O1r_smb4PWIwi9ENcFErofBfd7jFvs1p9AnMwk8gGFQF_bN88bhAv4HvdI21wMvHrLAiKOPEftKML-iOcYfSJsfzKimK_M_PPR7_-Zv58ddEWiwjfcmItzcnEG4w%3D%3D,2023-02-14,,,,,,,,,,,,,2023-02-16
TECH-TRON SRL,Ingegnere,Campania,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2410&ao=1110586&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_74ef18a3&cb=1676371437685&jobListingId=1007581838444&cpc=AD396490361E83B7&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-c6e8ad9b3cde6b87--6NYlbfkN0Bf7zH--WCva9hch64-vSufFGLij5owhii5BKgj9p7pAwk_eXebG4-ARKBU6wgtV7e6kUBFQSeMVgJFUZRA-hikJNZzC4uQcgB7ENbhM1x9Fyin91_K8qa-gDWzITkZwM38Q_pb63tvkm7Aoly8rW61SExnmxJdg2QIofA0WjKnL5-z81RvQbx7UclJpqeaXdkxYazuDSJPWyqj_mtGKghRG4b6hz4UAgQxg1j_U6-72c8GQstS4DjZsrHyfkb6Yc-IKNrfYsCM6wUvtHWONGPjqeeE-L9kOVeQZVurjX9_Kl5KRSbe1P17bye2C2ZbuYSyyB7JKo9LOT4_FNvKQNBYH7idT6hzzMuDMegSq9S7tPhzGfZ1euA_TCk8lDXQ8ggXKSDfoGp4BsqPLHCl_0uxJFIUr4opQTqRGDZfJNnK2AR5gk6qd_p6oKCiQEcs8HvsuiCk5WXogzcd8IKvFnFC1aeq2GXGrYKwWlw0tWl7DgBVqEoqVfIlaaCDF8_GYsPcf5EhXMFnjGpjR93PQKiOr5lmNrgD68vlJs9HJR3ty6teUlgbm0Twg2vQqHeae_wYJOkUgbRpTQ%3D%3D,2023-02-14,,,,,,,,,,,,,2023-02-16
Iconacasa,,Napoli,4.5,13 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2411&ao=1110586&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_93c87d75&cb=1676371437685&jobListingId=1008440370577&cpc=0C1A14C72F2C651E&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-b150f77849bb4f4a--6NYlbfkN0DQp6B9kO-ml6optfvhZIF909R7pNNSTyfhxsi_kddqo6azqUD8WmQUUwOooQcypin0Vh7C8jef_fcJDze2ke0MzZtRYcTx1daRTnFf7wyWuVxPOHxGkWkkNxKe2YlPyov0vmQ04gD1uZCgo48QdGdbMiyB5CtzovZYjROCUpfQEo8nZQlGy82UyNTL2QDISm8gKgy1QwirSDnqcsKm5sjfH8DuiasSg3X9Kb3G8e2vaHrTrDnWH0ENU4rIWy2eZ3XntIypgS5G6dWqalWvRmJdnXff4n6aAtAJZVsoT0hBVFVisxyQxfR3aWBC1RZ9jL494qJ9yC2qpReSDoKtvYxDJQBnwZ17cdjGenopwVkrmAEy8wDO23xAw9s9QM4roQp9ULKaS8s-o8fztCaVF1v6_apmlFrTrbODo05DO8nbdGx1HHCKrz4nW16iv-NXWn7tfVdsq2-L_VLf7J4u9ZSjr-ajJXqZ3Q_v-71gc744VQ3eFdncQwbhvAbxw-lrMVW9uEXU2v6lPDVackiCP_aYytpnrtO_0u5b27JokHxDDUk05Ew1Bd_jSAqamaZjJlUFcVPJD8GfOA%3D%3D,2023-02-14,,,,,,,,,,,,,2023-02-16
Okolab Srl,Sviluppatore di Software,Campania,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2412&ao=1110586&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5eeb83c1&cb=1676371437685&jobListingId=1008064394523&cpc=AB6E7ED505984E67&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-11165b9ad85fa470--6NYlbfkN0CF4j-VdemhqZhYBfyycXzfctZHQMJlOTMWfjELlTEYdzQvXrnMCEbQf7_njLW3BzLN-Zf8pM0KDVz2N5hR05WrSs-oJT9j1xtitTXCMH8DgJcrv9Y-sTRfR-02ADE9b0_rT1qvIuI2VvD-7ho4JCz0_z7Xu7S5YeqNnN72dIM_4VmcXQp9806Sw2qzpuUOoX8CKAPCjQERoqXJog_Vra9U4S8DOQN8aqMwoE8VZCuUPLMikPuQfrBgirRZi6oBvKvoOeIBkxaq4oQpCrwd_1eO8jPpm4dPj7A0miCYI3F0V31P7wXGrQOMCzgIAlMlCqivovFmpL-9jUGgilxYHg-2bfq4C45MK9Zn8vCzu3a1TuKBhxm8E18YXV6uz_MyDivK-76cBYwwqDXCG3kuWvZXGYSVJckht1-DMI0Jta9XjA1KO_KurAwLbV53_tBZEYhih_V_EdeVWdTWK8Rf5U1PRMirQLoWgG9A8Yw4VFG56GzN3sg_c-tSmsygMtJd9BuioLa9IEV9LaINLXdBd-nlKY0sfDINq_tioX4nHl7wdhvAOe4CvKnnH8GdsswRaDwmgHbBmAXDLLcoXEQ3v6xObJ9-CRzsHWI-aLK_IFb4jyIJlveXGQwa,2023-02-14,,,,,,,,,,,,,2023-02-16
KIDEAL SRL,Ingegnere Elettrico,Salerno,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2413&ao=1110586&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a5e11c89&cb=1676371437685&jobListingId=1008328377103&cpc=A202EC670F9D0667&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-da595ecf651cef49--6NYlbfkN0A0Sge4nFD0rKJDz5Dmybu_9i7hTlLPONpP69bQ42cL2UpwXxEq0YL0c5CtmVJVNpip3CYgRLXkJ9DegJPLdE8r784yLIWMyn7T0yt8HBcP_eAa7d4LlSCWcfuv-1a_iWTYzNiwXWNLWeQMKN-Tf-eyZrIuqHCqcNW2Q52PemN3uoPbtzGhK4ayOyliOwaCUj2Pla_hVjMa9ROMAYaA7mONQtH3u8Nb3VbBHNl3_-NOcgYc-ALEwpY3jZhFbf12tiF-KmMaZL4Q-oDTEvUVLDMdXP43_qQ9VjU7zMfJaecqRWxLl8_L7YsgwjHD_h-QciP2kwInGIE1FweVhIn42xcQ1apD6w7Bu10dqBkiIP1zLi8-zj7Sz_hblI2mVu-PZv8o7_PD1FQKzzYyV5l57UTnwzzVxe92osNokrvoNIDd79wxEPJf_YPJC5O11f8rtTTQvIapcLi2E-xMxmi53htDZq3bDBSg8mrsvxNayfA3ONdwadtj4cDzTspNIGXBIncxQJPgr9ejXngRGVX33baEUqNuhClU2pVc27L3bpausF7t3T3f1zphgtkEHIxURmA%3D,2023-02-14,,,,,,,,,,,,,2023-02-16
CERTFORM,Professore di Informatica,Napoli,,24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=2414&ao=1110586&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_be8b1afc&cb=1676371437685&jobListingId=1008468375980&cpc=8AC01DCC8FF2DC38&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-ee8e4a8f1a466cdb--6NYlbfkN0D-3FQsaFb6K5kN-Yj-wYeYCLk6hY8QiV8Su9-Y7ucGGWhcMz4rqqesJf5meNCNKTXdaP-GOsDjq-mnRhnVsDFtDD6014uf75pBYwWp1pV-hV_r5N4IK-54haodK-tMNyUxSJR81occuCIS1dmcMmmAQ89E0D5PbzXfLB8HqXbug81xaJ6YEq43Q5_ux9LnSFZoolVQkqgZcEuP7IfCHV-3QdvjnKTksFjAT4D9MxtK9uKRBow3go4CPArujyl2ZWlz-thjUw6W3hxUAoz60uNnoWM-mPgha5_Yr3PkiUINkPPt-WlJSLTUbbHe9HgBAHLgTaTxfekqIKtGy-Lym8NkZSetsz2yd4XmFVnUxa0Nc2ITO7-6C1t668suwAIevzYSv95XZ2O0hvP4EXAhkb2WDDvIRZDqES4IUYXKAY-WjkTv5biEruDPMl4zIKTlZ41ZMxXjPD_l0MQwk6QDSo41poc1MfAhZW7iscWxH0a4RZHUPqNUmN3ejAc5adcdGtMkloS5gtd-Y3aO7tuuE5P9O-sk_h0td6YSPPeUIVg_5NP2pU8Gzl9KTAh2tYsFDcOLS1cuQOk2Fg%3D%3D,2023-02-14,,,,,,,,,,,,,2023-02-16
Bre Ros Srl,Segretaria,Napoli,,24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=2415&ao=1136043&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8da97d48&cb=1676371437685&jobListingId=1008468940544&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-fd800ce384655a6e-,2023-02-14,,,,,,,,,,,,,2023-02-16
adecco,Farmacista,Napoli,3.7,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2416&ao=1110586&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&cs=1_5fd840bc&cb=1676371437685&jobListingId=1008379687594&cpc=39721386339D0809&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-ccea4fd74f7c0b7c--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFKzkjyBSgDOWMP7Q005NynjrY6b6R3IT6_mtD_j-dN-EzveWdoUs4tUqY2qNelXgdiwwCRXgDTEu8KkdIimj1ikagoY1pbj0hS6JDUcZe_Twi9Sp9ye-l0gncWRXoQoXytfmhdi5cSuBU9W_GW9OJi2_aNiprshXWR51FSOks6nak2QSoeeFXursLblVmhZ0_rLMWSyZ5ovl239vcdAwakndcDzRjFCttu01w6zBbI3MW1dFroBhp8xeN-kbf8X3ZKyicGpTkWcgbbqv5zCPL0bSgUN6NZWwr4b-LHrbBIJEACknp32vyoMWotedKafMpepnaMSJXbzomX_ubj_mwXL1QfYz6PFCiRbgLEZRBtJjplemmiwTkQVgmEYBA7h626SQKobpojpEQ6gj4CWddrg1_o186HeD1R42ceOLrR-2ZmPc4xTi7RTUUz2ubCdgUERwSkK1Ky_sRop2Y7E5sGQ7hn4ab7keGBeSuk3PdbH5bajpqVTQLUl2xzf1ADBkywLN4VY-AnTjoZnyY1RQeF8wd3ZxtDCTovdcjNI7RKBy4cWPkfW-QrR1CZV_YPX5LDIou8pHjMB-rMUURpwVzgGMXxgYKfaSlULisTi5Slu7BNYwjlysUCzmqjDSX9KtIHuGs25Cp8TIlkn-f3DDuqX1z1SZTi-uQBOPuXEUCy0VK9DQAL1asiKoM5i2TFVcFFt2OOVpKN0AaWuR3Cgg4tClwBrWqtk8jxqo_Yg4hIMYFeLknsiADMUoEjAdmBpY1N3TaGG6Efczk%3D,2023-02-14,,,,,,,,,,,,,2023-02-16
F.lli Bifulco Arredamenti,Progettista Tecnico,Pollena Trocchia,,21 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2417&ao=1110586&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cbf394bd&cb=1676371437685&jobListingId=1008424152550&cpc=AB6E7ED505984E67&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-c8d969f59e452ee6--6NYlbfkN0A4JwkXaoRv8vomynARW-Hm_L68rakXmo3176-s2qzOSvFiXx0FPkH2XC0pBGF2A7dkaOQFB1Mwo8s2hBZO8VobR5dJP0FFH_SjmdMSlzD8P1mh8jMVMBlqUqDZOTstZtQXUn8RRshb5FPW7ETiytkM3oF8aKwEXSGjnmOEzv_kd4dBJ64gSdxOKJ6OcAko5SBP9_tmAX7yRE1mrXHVMJvh6u7EtVSPMHma2kAdWMpr-_t3O4G_EjtGBXX2U60yGmPvI-pQXCWIpODpkt1OPm6IIBXRHuxFku4m-vFz1Pmbc1Y9gOfWQLoUuF71d76pciiOdQiGDusYbFAi3TOS38vXdsxYjFoHBcLbvpQEXS-n5RUmVpZDuASbYELqvzTlK2ic3Lb7je2v9OLOkmPfCx3HZ-JLSZCHms0UttXrZ5tdIDdqCTUNLtB2Mv9xZNskGpL6N9v5etYqwLj3RS-osdn45iVvrR2-vUwRSHKGlV3KQjGy6AvUZ3573JHE8K9JcMmXIT4wpCaifgb4y3WWTrqiB66_gUEWL0l0Ryel9FHH-C5eVrArCswTJEbn7sdOjzQQrNUFlVLHPwW4ha3nNFtA,2023-02-14,,,,,,,,,,,,,2023-02-16
Decathlon Italia - Logistic & Value Chain,Coordinatore Della Logistica,Maddaloni,,7 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2418&ao=1110586&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&cs=1_179d89ff&cb=1676371437685&jobListingId=1008454713006&cpc=F17331D9BECC482A&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-408eeba515cb6a21--6NYlbfkN0AxX4FVThTCNInuP4_dCOjpDt02IlJMbUhQ3pJiroWHrApW-aHLKb4C3Mg3TR-Ze0lpl_ZI8KoglnbWQ7qXtXuAyeIa4Yc5IyUgm2LSXC4HsLRxX75_A-7qLfbofDi35PQQbE7MLA51zHHYuUVvRM7lQP6Td7hSPTyzIxk96hdiMP98o4AG4yV913uvs0v7rZQjfPds0s_h25QdItb0Z3jpt6St4Yw2QqXfTVQrmQ-iBfyIj1-E6oZMa81htXahr5aMm_AkG5Pk3mmcu4eXK4h4JXMlEQHefnZar8U5NLweohlfDP2-HMYlrr_OLUQyq0RUVpAiVpp-pjQ00XLOKkQg9n_EGNA2bBt_idisVG8GCCIi_jPR4-HtHTDa9neM2PCaykq0Vk94-lN32lGzx1NuXevhf9uDYNEN-LfbwliiaQzTQfIBA6gmI3cgm9rJFfv5DfIGYh8CehcfN-EW2eNPslwG3t1n5UJg44cTcElsNHYOi8cYJ239V9N-Zp0nFGr8b-i_sWgWPjca4I-QFoyKRb_6-4uOvG8L1Qp7yQc3QcxyqoJESgbXvzP4DVph1N_GF-25P3kSfQ8tzKUhvgXJDe9mAm5D3K8u6RMe-b1u_AA5FosS2AC5HV10FVMNhiVFaDdaLMzxxYukxATTNegqumjef4Ez5CM%3D,2023-02-14,,,,,,,,,,,,,2023-02-16
So. Farma. Morra Spa,Sviluppatore di Software,Nola,,11 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2419&ao=1110586&s=58&guid=000001864f86272ab7034e3132721cb0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_02f6c0bc&cb=1676371437686&jobListingId=1008449146557&cpc=3028881457C6165E&jrtk=3-0-1gp7oc9qb2a81001-1gp7oc9qv2275000-c087d770a69bf214--6NYlbfkN0BsuZjmKUot0tZdTClGKEaOSYgu4wKz6gE-tsrJG1pJSxE9HL8vvazbt1LoMuoUmQVCFYys49PhKG50vNJcQkI2Cm_uDrYtLURzYnbDEVRyOwPtBRHgz0IKln9SkGs6E3yUZDLMpa3_SOEWvG9AwIa7-n2KqC2MTUd1zj_yWhl7Yu5jAbKOgbyif3YWXV9fPl7G7-nJEm574Pgqbvcxu1bfTRkKzcJWV--3z2_um8OCpcVnrgnpuQQSLq98f5QcvenKudk60wXEb2OCby5iWUqfcMHQrB6qZlCB630oMWuOQ6pBqi6EPEDf4HcdZQmowX7JV72qs5ghwrZGndxUotaeBaAYbWyc2N_iJECVESw1dHXfsEOZ8EdpMugYhCEX3P7WBCGmUvM_krQv8232vPzFQgzFSmg8OOaZkmYRcCNvO1mljcloeLoxCAJB_qBBVOOkGb3zXkl585oXCmJ-7eq2VTXt0G7lJ8c95hZ34Um4M-Wa8apFFwCeUBlUrgKGEliDi_fN8QKkO8ii4QDU7sLUQc8NQCEg5EWlMRUOdDc4-kVjphkx70HWuFmUjhODkAbtfEte6etMVoh8dGxz_D6a,2023-02-14,,,,,,,,,,,,,2023-02-16
