company,job_title,location,company_rating,job_age,job_link,run_date,oppurtunita_carriera,stipendio_e_benefit,cultura_e_valori,dirigenti_senior,equilibrio_lavoro_vita_privata,sede_centrale,dimensioni,tipo,entrate,fondata_nel,settore,segmento
FACILE RISTRUTTURARE S.p.a.,Ingegnere,Italia,,27 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1004&ao=1110586&s=58&guid=0000018683479552beb9c2045dcb3210&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8ae6bd64&cb=1677239752450&jobListingId=1008433123027&cpc=E612658DDC0BF6AD&jrtk=3-0-1gq1kf5bmirns801-1gq1kf5c8kblp800-4027d9b378585274--6NYlbfkN0D4PQrJV_PNof0-lTl7GIcMWDlUSPrLpH4uPE_IF_rtuw9aPAClngahZdIIQMhdrEsK_MP6e2YynRQzIcL_Dg7mvzgVgYocx1USELv6k05gUZPLhCg0sYei494sarCbov4nDHsclPBlcpfCXp_fDrJtgJJXDBnngpcaQbsNybcysUnJ57bg3bzwL8884Pen2Ov-6auIcMc6FErR-ARarMGqxzKsHz8DqxAzOvWEd7GDMLYSZLFege_7IXI4a43jb5rG5JcCcvwim84ZIEgjb543dKIrCEV-eHqYaSGbg3Lih2i0afisUxt_YAE8kABKyfq0C6_VJ3WqK03Kfvcf9v4dhtkzPK2pZdXWRRJQvc9FR6cdqVTT5xq2uuyc-Z9AXTFM9TmGlC-ZqKTqMByOf9nLZqJ0nS8w7B3B_QecTLJ5i3EMAD-GS7XC8LDDo1p-YUcZksfi190pr6J2xyaOoLYOSf3ZLXLQYvrRSN7P8ubeHJaxztSSUO6hcUWCKW_vuF_2SmW3niTj5LAJISN4Hmf9mqeLnuC5VvjBCMBAXhaRcgPApW_9FefG_vKm3iaNucuW29EYFcnE04rxo6vnkMmsjUCgg8ycnBJYazQuMtZ44g%3D%3D,2023-02-24,2.6,2.2,2.0,2.1,2.0,"Roma, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,2014,Architettura e ingegneria,"Servizi di costruzione, riparazione e manutenzione"
Melia Hotels International,Barista,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1005&ao=1110586&s=58&guid=0000018683479552beb9c2045dcb3210&src=GD_JOB_AD&t=SR&vt=w&cs=1_dfed39f5&cb=1677239752450&jobListingId=1008414328215&cpc=0D76E540772BACE7&jrtk=3-0-1gq1kf5bmirns801-1gq1kf5c8kblp800-09de4ad7c77580ce--6NYlbfkN0AYh1hWWeNHDA9ieejzKlANd9LP2chDJVrvhqP-zKsUohwt0RSHARk90jhSgstWJHMdaeU5d3ImnP4-t6drKSNWucfI6flFxdjuNlzJcQmM3DOIeXm18EWU-HLcksE-1ectEFJnR85k0nZwb11o3FOzHqB6gC5y4Ngv9JMTRheg-yRX2xRku2cV2Tw6T0-1nlbZMOYXJUyuf_AM7mt7q3qDHr2XKmvv_df8CvfP59jcFg8CUC8BaQKzsiBIpLWqtICWpTnekIUNqkRwtx9pIWnwxlBfx5FcGevfgSxEtx1vd_CiC15dtQ_7CIRegvk_FFxXgOPfTCLmbtDg0gsv4QOwgcJbOm-5VP5OIVYFFPGqRJHzFN-ogXRMoVtuaIbDoT_oSqLKr819nITXjGuaOLNAQDv3uuM8yYP9-3yLO6VrAX9zj7aOVlSWDPFcSD-7Rjj3ivfq_C3SqNKgwVyI_QhoGOio1SqkQkIOa186HVaBP1Rw3WJVOyk8a7FfI0pKUoMjWOfIpDX6CpV1u-ew4u55YBTdeNEtqFmOVbLSUJj0lMyvRXriRij5H1gPO--xyNFSwZIU2IOaLErk4RaFu4rvEXK5hFW-j6Yh4c_YEdpcMV1g6Pq5g0GWlvLG-pAm2jSIP0R5sfvoPg%3D%3D,2023-02-24,3.6,3.2,3.6,3.3,3.2,"Palma di Maiorca, Spagna",Oltre 10.000 dipendenti,Azienda - Settore privato,$ 1 - $ 5 miliardi (USD),1956,Hotel e resort,Hotel e ospitalità
Saipem Italia OFFCO,Security Officer,Italia,,8 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1006&ao=1110586&s=58&guid=0000018683479552beb9c2045dcb3210&src=GD_JOB_AD&t=SR&vt=w&cs=1_aeaccb80&cb=1677239752450&jobListingId=1008474128563&cpc=95727D28359A3DAF&jrtk=3-0-1gq1kf5bmirns801-1gq1kf5c8kblp800-f8f3465280bc418b--6NYlbfkN0CsDm3IUperF1RINdpGHLuhgFoi3Ntjo5CuBDSv6Xb6c2scNx0yUYfBgcIMqq9pQJFGLQwIdpDybKZfy4JQqahjxFN5V8nL_yfSI4QbxTWXdRfUKD3P9ZjUB8gMrDPF-MNachTuxxhv8NlhO_Q0_AE9YqHg-syf132R4qvrjoc69iDKq5f9HLqrkxmaMWQSQbX1rCHiAQqQ4j3sfoOB2pWryHOzeFgvWrxjJ_8TABrX5YwV_pNcVeahoiM-y8a8k93_53oC4ernHSmwnfMeDwNg1VHkD9NBqgtjCI1vDswBofHsb1PXfBVseGzdDeJsmSCVsGVu-IFrCpiHWYbAl2QqGSx6EM6hlI3h-zLUi09b_Lt3BjeAhRSxUyAKMBp9Lp4FCfV7Kzq-nx8LWHzPaxtnyC_20vCLQu1DwoIzgUYrExbow7v4l2GQjFgheSradFlQ6P-gTdVEBlivv_hpKA3DuJOBEpOPXxDadj9V6ClM-Mxq5KY_B2VoFY5jVjC3PoMnDNe5QS4rWbuq2vpLtOWs2rqoTAKBhfk9UhwpV56SqSCr3Dnqsv1GiOyKMoO5byD4KHN__Rrl6V7BhVIzpg5cNrfqxBJsJPUcpmHWtquVc4sbsIVBkAJuc6NZT1uCULG0u3Zm4IAfyJ2tA8Knvbs2FPIYEVB7ybZaXcNTIrGfa_UnActIwp5Oa9wIh_KzpjbBnUDrW4elCjnDuUfZvsgFFFrs3ZP4s8I%3D,2023-02-24,,,,,,nan,nan,nan,nan,1956,nan,nan
Findomestic Banca S.p.A.,Operatore,Italia,,1 giorno fa,https://www.glassdoor.it/partner/jobListing.htm?pos=1007&ao=1110586&s=58&guid=0000018683479552beb9c2045dcb3210&src=GD_JOB_AD&t=SR&vt=w&cs=1_6190a89f&cb=1677239752450&jobListingId=1008487360950&cpc=214153447B1391FC&jrtk=3-0-1gq1kf5bmirns801-1gq1kf5c8kblp800-03e07553b7555246--6NYlbfkN0CyelwOgLs6HOGDMccZNmBAJGrtKCkwEm_4BRBAjw2Xj95lbBt2RbjQQMWBYvh1hhQ6BHZUBeIRXfBpXFypip2CgqCK-UY3yaDgHNRGoyVUqnaTx4QZBYnHXIp_C76dj5AS_-Tsyp2PqoeHjVvfzxPT8gaCXv8FnQsMww-gYjbU6r7USxtrDUqy2FzNXQ2Y8lbrhRHiIbXpkgrw8hMzSDJnhxlo5Hzim9-5Bcsi_w2Od8fUv9qMK67fcdmfa0FaXOBrGulZrR0_-CcmlJ4Ca4SIrfZbudVYqeaKvWbzEWq9V29Yx-vnAoQnLESubnEKxrcP_t__JR9s5TL6uzQRtxvow02nbJR831BCIQiVrMxS30E13gVjVsEHNkLIQVCWo7G39Blr5sSgGUKIqSE-5-K7SKbTOnJGphxFjiJEalMEhRKYgwOqMand-PqvFKan-5O0QqGppuEiuGvstbHXg56urjoL9jCt4NPP9htJMA6gZQNx4dweZrwWdOhbd464wwkYPjtxKRAHAHidU3sUct3T2f7PklYMQ5jLZDZraQi-LKtLpi_KbJ5-N0bT4zUCDg7D8T3mWTy0hcSeSfzyW4uXq0VhUUatRqwQsfr4wKbZhA2oOSYOupTlhKSa74a4ohQkefGe0lF2cOvE26ul9SZZb9ecTZoZ1kcdqbmNyrkGB05AVz3agoWE4il1TCZG9six2E77Ax7M2mw_mWDiBeskPbNhF_WB9wl-n6ANM98U8s-gh-fCNTNdicuWbXPjmFNWmzUROwwJqwiQJNKk36YQ8PGYd0OR_63oCsc_08aWxKh7f7uuL6x7Kpx7h77nowc9466RIXrCHZuFHKQ8Bxmn8sg1zp5B0e9OXqwAF6OodRDC4slfo5ukiSuqoP_1l6c%3D,2023-02-24,,,,,,nan,nan,nan,nan,1956,nan,nan
Presbia,Medical Sales Representative,Italia,,30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1008&ao=1110586&s=58&guid=0000018683479552beb9c2045dcb3210&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fea9394f&cb=1677239752451&jobListingId=1008427549891&cpc=6E56E77887FF9985&jrtk=3-0-1gq1kf5bmirns801-1gq1kf5c8kblp800-97dbb1249f86b218--6NYlbfkN0B8w9e-jVCzGhqBUgukvvpcIrUCsdRsAooLth-TTDada57S4RLUr9m3MxF0Lr244BwTYWFvQGyTt_x0Py1wUU-Yq2wuKQTGpxDsz5G2TPh7cJ-9iToPmAkdDpkZSW1E_Sbs9YU4H2qgQNdru0a3NhsqavgtTzmoq9QTihREhLXLturv8vuUs3BGHwlqgqGBnJjgTy0n4QqPVGhqlCIJldhE7DS7rtHvrBHMo0jgmvL2H3JDdsxFpHW-aSkSziVq2J-ZEcTBkIEnynclmeUdQAlyr147fOfA84nPwvRiw0Hs_7xt25NO9j9iGUNlr7eH4Rv_sENIPdS8nx5khCJIE5vk8b97AAHqNtlvVfWAVDtGp_ng8TUwvvJUbMoeyIG5fVn-S-cKX1E7kAXet5eVoDCb3c4pxG0JWWAmHbtAxaNEczEqPC2-pG28_YxPUcrfMxWr8Ygd-NtRwM0zfl6wWXT1kpn9aBR97CT2a-ro1jNQpAaIw-U_X97J9W0SdhhdYaaM0Cyf6cZ8oaUmMbwW9iUjxLw8kUREDyxH2vMT6pryI9EnzEsnEBuKA9qXtLDbWveeNgrnUUXMBX2N3yFz46YX1-CM9AkBaSQ%3D,2023-02-24,,,,,,nan,nan,nan,nan,1956,nan,nan
DENTAL CLINIQUE SPA,Senior Assistente Alla Poltrona Odontoiatrica,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1009&ao=1110586&s=58&guid=0000018683479552beb9c2045dcb3210&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_714d93af&cb=1677239752451&jobListingId=1008328295369&cpc=FDA5FE10D8E00596&jrtk=3-0-1gq1kf5bmirns801-1gq1kf5c8kblp800-16b82dd764911f0f--6NYlbfkN0BjrLiXh33nVJS5N8YfV80V89pLwIJlhdsTBpkWxGqF6UrCfrzK8weVAIyLuZGVEiL-R7VGl8_9RNCBQOXlrYCihPTyVGyU2rQG4-iVz98AKoBAuVxPO6qcVH2C48mewcANNidP1f7xNKPrY5gPEaKedSJgjW9J5KdBjiC1V3iQgLZlotW1N7DYBBZwM430a_n_GgjNix38fqjgqE29fWXHjWYFQR2QBlS0PBeVW6Wm0-ZQaSVw5tn2rrpD8KvqnIEmptzNyGSKlunpobnF-G_-i3FaHF1at8tMihuq4Jg5Wv1mntTfowMoDc8FFtR_YO_TNi6eXuvDR3BrFcMAznJFEEt-rZMemhIhdSomFXrAGQvHpKe_GYDZ9FvCx6vgRhvYj8MoZ4Q0oF69lN0QmhngemvPjibVeQ5x2TdLXT80jZHKNrIKpNjxGIxdVVEBZaMAZsVH0V0CX7P_rf5y9QxBj-dqe2316G4eEbdraSEKK6_YE9xqtDVhMaOg88LYudIPnzckgHNY1I3DIh6EnXLuOCu8sFObvfY35LWNkhvJA2eN0bD_YCua67hIOlI0JtYGVE4Eais6IfFFfuwN_5QS4vG_OqQej04%3D,2023-02-24,,,,,,nan,nan,nan,nan,1956,nan,nan
SoloAffitti,Property Manager,Italia,,16 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1010&ao=1110586&s=58&guid=0000018683479552beb9c2045dcb3210&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f0268369&cb=1677239752451&jobListingId=1008456809186&cpc=23F39E5DB52D8DE4&jrtk=3-0-1gq1kf5bmirns801-1gq1kf5c8kblp800-4a58ed61cf3ed24a--6NYlbfkN0BPfluhl8Ml-GAOmTazege-pah0h_HGo9svGrzme6-xd0HcMa3ymT3pLdAMOcA2zSqqXYebDlzlvYaQ7wADwFjayfLz2qx2eghG44Bi0DEJpsfLa2jhsvJQIwYFEvmq5nWMjyZaVCT9p3zIbayonFJZugbScpraNrE7FpMPj0VibMil7PFHM1dcWQB-tbdR3xqv_eNz6oiAR8-TPxgXvAKCyjiOnDZy04pZe_xAP6h1IGp6UzqfRjh6885thNelxTnwO-O1twncCYm_CVD9xZ96Rp9g2vx7IBZhze56fyJpMjaJPpbepBUtRhFJW4s2HsjNnGv2e996lW32NBOBtO-D2dO_5VFacwPnPBTkFlBpS-dYe9gZWIWG2vHu4-Qpcd6-Svw5eT27hryP0q-6gq4OXQj9q-hBJ7V9opPY9Yy8pRxCHOcTpDjokpX_vbT97U9nc7IoJ9Dd2DRlWVE4rX2zLDQ_jNIPPaLh3dyvb0VrATXSy_aN99l7A3UYDopNNyRvkcYik7fzrlpO6i-Sh7v1lHFNOnWMLKv4Ez5MKRjcBKBh5wkNMkJ7c34K6GnKx7syWMX-rz5poqzRZCsNonXj8xuj8LS-V1DL8bgXn9Au-DNAyMYx39Wc,2023-02-24,,,,,,nan,nan,nan,nan,1956,nan,nan
HILL - ENERGIA PER L'AMBIENTE,Rappresentante Commerciale,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1011&ao=1110586&s=58&guid=0000018683479552beb9c2045dcb3210&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f6541f1c&cb=1677239752451&jobListingId=1008271023826&cpc=E9BC9687A0F03B80&jrtk=3-0-1gq1kf5bmirns801-1gq1kf5c8kblp800-b87c25c39e17f4e2--6NYlbfkN0DB3mQYBblaU54Kn6Z8l_cgczAW2ExmgFcbUc_SKjUHJ33TVzPEGLE9swllj_pXRnSvbzqaoHMDc3pErkIgAqUxea7YFrN0uQAXR1nOQUonOE2NXmJAR5jQNf5CbqMqEKeflS6iJI236AFxBkeZK8OME1AQSt3Ib4kBQX8ijTm3XB8TS4nAsBSk7YuRtiDawb5Z9R8FckDvij8JFFt_JTjwN8ozaRHL88VLzMYdxzCfpyzjdqp8uh2XSWPtZggepnr5YvyJGerW_lYJUaSXW6CSbxD21JfOv1afU1Eihshnz7U35IG6D8OITZdQLqQ8-Da9vEfa7ELpgbrImTTd_MX1wTr9oFj8VUg4O4ILtVOFUZFp2S0IPCXQmQybkJ4UZQrPxNRV58almz4TZ3u4LKKqtY0NKXt7PxfBgjS4CZePhgHzNV3Mau330Jq7i2jMEJjIbp-bN2ijklPLORpEk2tshO10wXNdShbfzeZJBBg1acwhp8dA42epogUeFHvt_p3Ayt3Vr296diuUVAcDbgigvzMVDSb40QHHocpomfk89zrnHLdpAMRW1JL2_-1aFajclNDR_gZSQIZ45mii8_zkd5SjkFkr96OyITBXyjxQ3EoabhZVEzjSBKd20fXRN-KsWWbtTW54SQ%3D%3D,2023-02-24,1.0,5.0,1.0,1.0,5.0,"Martellago, Italia",Sconosciuto,Azienda quotata in borsa,Sconosciuto/Non applicabile,1956,nan,nan
Orologio Network 2.0,"Esperto di Qualità, Sicurezza E Ambiente",Italia,,3 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1012&ao=1110586&s=58&guid=0000018683479552beb9c2045dcb3210&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_195536eb&cb=1677239752451&jobListingId=1008483054305&cpc=81AAE51C33FDE227&jrtk=3-0-1gq1kf5bmirns801-1gq1kf5c8kblp800-ed40e6b89ecf6f63--6NYlbfkN0AqYanDtg-H7soc9-lCzmwMhQf8tA86gy1e0waecezDKj51GPRgIssiHfpwmleKcaWU5o57P8ZW9jxq9xSKzgccuh8Tb9L_Q9hh94fzUVI-XvHcsLWME1pHeX8aiJCjwhGWhmXBPgajaZKnSnVOMI5H0Kw4e3rlU6qvDWP7V7rSZa6jjqpU81c7TdGEnAPv-2l__dC8HwL87OnMU8kgfgNHqU7HItoOAnkCDT_33KRULnDpJw20LzBtC4k49Hh0iqxvFHypSOzpeBLrGciQuIfhQLwffNuVEud9RQ1t9LJ8Y5Z6HDApXf1GEoZD033M4So0O0ja2aV20lB5dD88y8Yy1a5YRPtSiBYXnRfMFjA_fuM1KElvkJ9864Zv3emSP1O_eUuXcT49DPxgBzPDBVNNJ1BljxAO_Ib0A70AhGz3sAMZ2YBIT_flZ2y4rZk9bdK1bcoXnAxeAyBKMWRta9GIY1oApPwTt7hQxwJEjrRz2zdSgBlpZCXvmgLOoj82FafFWe-RudwIDnQYJYI8UZVokTeevr_2naJyUdzFvJEN-G3EoBE7NfuGmmSU_W8p2FAGt9hwBWFmSYT7YS1uRW7T_GtQ8DTIhkvr3BPdLCVFsWHIjHhsomsb,2023-02-24,3.3,3.0,2.9,2.9,3.2,"Treviso, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,1956,nan,nan
ISENDU SRL,Sales Development Representative (M/W/D),Italia,,9 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1013&ao=1110586&s=58&guid=0000018683479552beb9c2045dcb3210&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d2fd048d&cb=1677239752451&jobListingId=1008471501044&cpc=D5E11A5BC695825F&jrtk=3-0-1gq1kf5bmirns801-1gq1kf5c8kblp800-d1b28d1520027382--6NYlbfkN0DJvHM28zlJK7Vi0y6W0pBQg-YCcioyzvDO6xXOkCfUFQRSt2ii24L7jsEY1G9N2PZPCFkNmWpeLWgd0nUVVQWzd8F8lvoRZ-JG3CGP9QGRSNfjDkkBN9L9Be_2NB2Ydj-FB4YQNvykleLMaU6jVpmbGlekCsV9RsHq2k25gecMO3xeZ_NAc0fOua0vpKbgFinXA4GJ08Ucf7UE2ASh5dSfcKakcsb6aW21kmctyzWtRxLfnzC8oOBnGt4xIywwYAmxE40AWC2U1Obl3DC3s3V9pGVVeWbiFFpgTrHNd-y948G7Y-cgL8hBGn-NqpfCrPeka5o0VaTOmscMDz5uG9a6cUXMRIzzJe_Aefw2o39PlBasn5UurLSOkphTELtUiR1Qav_PRHSrdzYNeqocrkqogu7uWB1q8RdhEGfWs9Ce-5AHUgF1WQBoRXRstl3UjcZiE75RBUzZJPUpz6GJ24qhKkOgtCPmWvdQptEFP3VKYBNIFrDzpIgSQLNNlGbegytRCZGwbpAJml58t5UATErQbUusZATxjdJbUV40oHilrtzrzqTyOHUnwd8kY6xnqvdm9riRpKvOnk6dde2TPZkVmvTuQYmcYSBZYhwjHXusPZeptMGqXTU6EtQ2QhZ50C0%3D,2023-02-24,,,,,,nan,nan,nan,nan,1956,nan,nan
HILL - ENERGIA PER L'AMBIENTE,Consulente commerciale,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1014&ao=1110586&s=58&guid=0000018683479552beb9c2045dcb3210&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ce0216c2&cb=1677239752451&jobListingId=1007876070213&cpc=BD04BF404FBE42C1&jrtk=3-0-1gq1kf5bmirns801-1gq1kf5c8kblp800-223e6488e6356699--6NYlbfkN0DB3mQYBblaU54Kn6Z8l_cgczAW2ExmgFcbUc_SKjUHJ33TVzPEGLE9swllj_pXRnSDEafzihniVoRQ6EXXMvGAIyKVdHIyhiCMHz5fJmbn-20YKsw5P3i8ujD_aAo2FxTgFyFRpPePiQGyZJOt9rUWKp_kKi363uSRxKF2BFo63nN32S37D3oECWj8tSnrCkxvax7LQL7DZupG3tSQ18mqnd8Vl6gyC6vXBSHNw_oZHi36myFnJ8kMD3sCFaPEPnuZGUBNrEmFtQ99arQvp_89eh-gzETLXUTu65nwTHEpxbfcluAFgp7OnWh5Cl9RTaDD0xYc-sJwyQfVH4eRwhSocS0UMeuo0wdg2agn0veJSNhSD8JILl4z16J7ryjViHqFYt1pC2hQWwmSFoSdLFlowyICRbi2G-5zE1Oc4TUECZmAHT81eJLdC96h12hMhC2LgxaQO2mTQpG9_yiin2mIyIg7wKAAtmjOHXYaUz50ldxbfZcj7WRmDAVjrr5GyFh2syHPSJ6hEr6U_-fSEGIMFJflqe0Lx9cioQ6Bp61S0fn1uaZE7yRVifi75yatGefW-gEWy8popyQZu4uI6pWIRC7748rhSYg%3D,2023-02-24,1.0,5.0,1.0,1.0,5.0,"Martellago, Italia",Sconosciuto,Azienda quotata in borsa,Sconosciuto/Non applicabile,1956,nan,nan
Studio Commerciale Dott. Lorenzo Gambi,Esperto Contabile,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1015&ao=1110586&s=58&guid=0000018683479552beb9c2045dcb3210&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fb18ab9a&cb=1677239752451&jobListingId=1008301402251&cpc=B63DE67CBF13A213&jrtk=3-0-1gq1kf5bmirns801-1gq1kf5c8kblp800-7cc4cce2bd90f67c--6NYlbfkN0A5P4cSWftA3XXKLB73C7sOxZP05xIakoEEpcsHhPf-hOV-zJt5fgSQmAJ3r38syx30J3Ta4VWLK5LTDSHnwxEWFmDA3EDwZT883Htn-SbxdXPeZjSdD-mQbh4JE6c1YVpNDJB1Ms5sQpYbJPXdQ0Iju_P2k7dh2uObu_ERobusGqvFefs9JyLgdfws2yhH3f0hvGIw5TWuEID_SxMfpfKY47mUWEkIq00KhThxJjOCJGWIQAVzNzLbHg129krVSw2Gvy9H0zmC7aJfFhfQ0v76qd7A8Q_83iiM67GV6W5VbDgeAspp3ykULVgXXMR00dym6-XQ2MgCjA7uxJeJF6FTOVYPjv_dp14YSzGGi_-nhgeEPjE43DhkWXXXU1qTc7hjxAzXYILk8OoPoME-EXqtrQBx6HxZXsSuduwzKr2vDD36rtHnmbx19lDi6ar71_JzoRkTZtMQLyJxBICLbsEKm4bsrbyMRrhhN3u0FJtxaaYo23qUCkkri7YM7pkPZVkmM8RGHicvb8lRY7A--JcL08unAYmtL5ezzSuuQaeK5Hc-1mOyOjuNoeXHNSla36o%3D,2023-02-24,,,,,,nan,nan,nan,nan,1956,nan,nan
R&S formazione srl,Professore,Italia,,3 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1016&ao=1110586&s=58&guid=0000018683479552beb9c2045dcb3210&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f1edf04a&cb=1677239752451&jobListingId=1008484664024&cpc=FDA93C03AE7AED37&jrtk=3-0-1gq1kf5bmirns801-1gq1kf5c8kblp800-4d39435f81f390d7--6NYlbfkN0BzyisK0oENbqEFuDLcz4K0nM5jjT0CpBl6AZFuNwb4OcdTG6jwoCL_NMn51xN5U6Y1iVMM-kEzdKjm25iGAXqdBwgQ-7HZEGh1RK_YdUeK9FZdLk54kibMFpO6reHPtscVAVk7PbAEpiUebVYGO0J-oayO6Yjhl19bb16djZoLOam8jCo0E1eDzrDwGHm4Y5Dgz_PT8tH-EeUs5KukHDSH0hxjbHb8oXLdHUpnJD8y1pawgbE3xgGuTmR03BvuOkjtkl4NLwz5BJCnJ2PdXQDG-_B4txms9v2D8dx49XtVLz6pYoFW0g7OGwevXAsjmZsHaUuA0QAL7_S75XFKWmvw0gQCR37Mr0avgcg__OA6GDb8_X27C2pjn_7jeuSl4odwhz62RtXYwY3D70ewY7CH3SoWJHjJo_JRjD6om5ZgF7L1vPZ9Hr9Wj3Q7N7SYacM3xPy7kllLj-g-nG58SAYkNSK2mPY5JWuiYeMpOLtJVe3vad02YPHuKwbvBI5Fki9Wb_ZAjyhi82ehrmIdU1KhwPbT5sQtWn_kOKW1lQgrQtcYPX5C9OTTwDe1v7SORHDjXWINCQbdhA%3D%3D,2023-02-24,,,,,,"Milano, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,1956,nan,nan
Dentego,Odontoiatra,Italia,,7 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1017&ao=1110586&s=58&guid=0000018683479552beb9c2045dcb3210&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cb04d762&cb=1677239752452&jobListingId=1008478069058&cpc=6FDD437F7834ACD3&jrtk=3-0-1gq1kf5bmirns801-1gq1kf5c8kblp800-a74ffc6e5b65210a--6NYlbfkN0CTrm4o9Q9YDJAd4e6Wx7ktIWl_mhvRAUtKHsqvTVxUxsGQqx5rurymRocrkVkzkvMF82D6b4yriA5haV9mqddVXr92RqWTsKGtGggG6RC0nBr63YQdGM1Ac05wyZVc4oWtey9v06ofvYHKAhA9Ukrmjl61LV5RQx8OlNJ4-sXviMjqkdIBu7KAB1wLf-0BkepHD2d-vKEkPh8xnAfD3T0SCrYP_5fnBvm_a3wQA3zbfY4Y7kSZSbnUr4hM52xRGezNwhG9BLU6fmLqjDrznaU7Jzk95Q3YO0zTtEwLLDTB4eA-Dj04wXhajSVTV6HwmSH6M7Orv5iC4xXXD9WZ5NyQThDoGvHpQAoOG0X0mJWle21H3LE9wauDmCJlhFpcbeLbe3_3lqQ-RAz0WHXn0ylMVnBYElfeKbUNSY6qGeiY3pqhvVEV8fnT0aiIEIcR1TzGrcbg2doXNpQNf8I6RubS7XnHtIjpL17HhgtSEyEA6CDrZYYKlEc4WpN710XU6VATnNSoBFtrNn1pDrXtFInwdnMaJ1hK5v3IEQEiw-hlklSinBY4ebtb0ahgh31G4j0KCZhMNCHLuZegtU2kwllhi8_AJlz1QrOYIbsQRTZvvsOg0WEBV-hHk5X_rLB66ckBgIuzBWC70A%3D%3D,2023-02-24,4.0,2.9,3.6,3.4,2.8,"Boulogne, Francia",Sconosciuto,Azienda quotata in borsa,Sconosciuto/Non applicabile,1956,nan,nan
The deck srl,Responsabile amministrativo,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1018&ao=1110586&s=58&guid=0000018683479552beb9c2045dcb3210&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_de7a03fe&cb=1677239752452&jobListingId=1008052206979&cpc=B5F6D74B4EF69A07&jrtk=3-0-1gq1kf5bmirns801-1gq1kf5c8kblp800-ac53809df164e68f--6NYlbfkN0D3GDzGzDYr81P0Ohd0vCUT41_xwukBTmOxH9q0E54Uv6YOQcjUm9Ko7qKk3pjbAcnv1t8cXifwG5-HQmfGDFZwGbbp5H5OFsKGZC8refCmDCi4CFNRpzsv_R8_m54-61gGwJKSvYFzDLibjcEbeCpbYciXo1FEMtD0dSG6zRpoXXYkIRLEy2mTt4smMMzGe-bFOABoYoqURobE4NtK9JacmZU10vu9HN5vEicPPdivriBaJOxP1YYJvXeiybmfKEirNZU0wqZpVXogIjTTXgEjSJzbak0-Quu6M2dQnz5gBxpC6t2NOqwIX9k1teO7VP1ft55BdDks2mfpU8OqaF_xcUjUR57mvsvwPPC6RZPkgpVuXVD3td1GWOLb0qlMvV48IhqzeVPBakB7DSbiihUPjVtS7HsejWdsZaoAb4rUBdjQYWPQoelI9BBT7vM33p7tBOpIKHwob30hAbfUzBztO5qXMLYYpvGBHfB_QYCfcJmX7K_om5PyfNi_TpCh0unZ_MYcbCLOqcnFd6-t0l6MY05kartsDd2mhA-86Eg1Rxe4qMRDGqkWv1yjM7XDrcbAF1bkmDMEKg%3D%3D,2023-02-24,,,,,,nan,nan,nan,nan,1956,nan,nan
