,company,job_title,location,company_rating,job_age,job_link
25,Crisp,Teamleider (M/V/X),Amsterdam,"<span class=""css-2lqh28 e1cjmv6j1"">3.9<i class=""css-0 e1cjmv6j0""></i></span>",22 g,https://www.glassdoor.it/partner/jobListing.htm?pos=126&ao=1110586&s=58&guid=00000186308d58a0b6bbef4a315bb7d0&src=GD_JOB_AD&t=SR&vt=w&cs=1_915c8ccb&cb=1675851815928&jobListingId=1008409940036&cpc=6EF77E97581486AA&jrtk=3-0-1goo8qm5uii1t801-1goo8qm6ih7hd800-11b8b70933d11603--6NYlbfkN0C1a5cBQizs_ibtv0hvM4Zz7R8X7Y6lc94Xql8fomX_sW1frqpiF_mEHLDz1SW5Jy4y3h4kLEk4JygT5FA7hBYB2x5H953EeNZMX85pvLp7vNDJ52pYEPUrfWDvXCOtjcecXFPxAIbx3bCdHKLi3RtljCQ4lmMeS7_sXAMucPBx9tJFoft9Ui7CNEhgqlF18UEznZhHTOc0uc5h7x0-KfG_oBcGDVfEEgbumf93Nj5ZA9NUsI-ptIUwyJhnLkASul1AvTxiM1WqDabQyOIcg-R6iGQVmSTRdVLbY78XNzwMYE7ya0ew2JBu9K1fQyDBWVwTn37c4wkNb70v6SQwXZ9b5Goh3q37y3fnbh-WGWS2211DIVTOCUNdJN23qcZEX40XHmpYYcZl7dNAQtKtA7vIyf5xMlkHrOSHXkATDLHW7OwFGL5MnPzNSTa824lqZCSc-WAALVV4BxtK3SUYRHetRgYDpMsimFtQxK9oEOBw-WH1rMTJBn0A08gyDVbUOeXep7Wjw_aMbBO8teADppU2hOuKqt-4yJ5fZlY2Txx-EfcKab2TjmwRDFLrtUF2aPuG2ARke3aGysXY7jLxLKclRMyDB7lmEXi7Avcfc4Upn5PjTtujUxn-gDET4N3YeftVKseQ1LSnl8kTVqJ6PA7P41dAQX2vCZB9cgSLUdeQqZcuV24PCDMTg2IC7kBSb9NYNdTIx_yOZH77WDJDyVma3MNphe0SmBE%3D
26,Maas College,Teamleider (M/V/X),Amsterdam,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=127&ao=1110586&s=58&guid=00000186308d58a0b6bbef4a315bb7d0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_af71bc69&cb=1675851815928&jobListingId=1008138870838&cpc=2442D01AF70C0A8F&jrtk=3-0-1goo8qm5uii1t801-1goo8qm6ih7hd800-e6791ebcd48a330b--6NYlbfkN0AkRZgg7fD3h72zieCDdP461uPa_FHSs792iaN3skwyQ5vyCm90tYw_KIfB5tlKNsY7mdxKqy3iu3ZMnnBRDMYQ7WlcwrE8RmHqTxK5oWxf9h6_600NzrBSLEAupIQthzn-dS69aK9WW48oxtJx5VL6UdWzjOz7VSCx2JVAoCelVFHyQvLtYrR9wfcQHPUIfssHoKBupgns_1rZkDwAmp8qNdnBEuMHg2b5vZ5qhLoYufTY2zoovmJGwqinW0AfC77HMj1ov0G04cA_zHd2w_oC9YNKu6DtF0Kw624oT5sISO0fWNzCW9TfdZlRgPdEIhUpWKkuCsTqM6j0flDADgPBmMhVeahotoxOzrE03_Xmqt1TkXrpm8UbxGazkK6YiiSeVSNO8rIjzpaxvZBFCRG0CRsHH8U5o0hyScHuk7nh4Y0l_xEZnuYlRW21BfrS1IvwKAlkEP5zN_2csupcO7IpTKa2UF_Du9f4eXObi8w0qGkwXC0wnhz75cTYpOtCy0GligcQOZgDDkeGSp3JZLTzTkoicJBieBa3NTBOaYHQbBwoA5bf8e3bBHp35-5PTSQ9KT_487oQCQ%3D%3D
27,Flink,Koerier (M/V/X),Amsterdam,"<span class=""css-2lqh28 e1cjmv6j1"">3.1<i class=""css-0 e1cjmv6j0""></i></span>",24 g,https://www.glassdoor.it/partner/jobListing.htm?pos=128&ao=1110586&s=58&guid=00000186308d58a0b6bbef4a315bb7d0&src=GD_JOB_AD&t=SR&vt=w&cs=1_522d1243&cb=1675851815929&jobListingId=1008407539190&cpc=E68CEC20F0D65E1D&jrtk=3-0-1goo8qm5uii1t801-1goo8qm6ih7hd800-e890b7731c840a57--6NYlbfkN0ClL4c3zNZugmumLJDpZ5lODWVppuEi6OzlndlUKLTYaujKMTt1ighjpd5C64K7o5IpY8oKWcpaj7eKQjJoB4__3TVd-EzYduv85ffNKeQ7SLP562ZN7WYbadmPXY5-6jpC66wTFgPwTK3FD37ETvPxVNEi5yIFO9SVQFT-3w8Lc3srIwQNs--7qJLAR0k5MpFpw9m7PgXRqfmeOwNDMYdwgk13qXU_TS2FNRT1dJN07FopT9oBJcWVWfPIkV9UMGJ1MeoMoe7WzfkbSugPZ93sbFi7-cE_8c-bR0r5pFc0b0VWn_7UJ7ckwCepkz7KGcDtZI5uoDT4JsikM4jTmmeukJB86D4CD4Gz0Tq65TvjkaFsoYlnFP6Bqik07ubJF2CKWGAkVuxKBPdhEEraXRQuopG0IE-RRqKppHizlb_eJ4VzZBKGWPsLItNyDFhB1zaRjrJc7SJ15kaXxjNb8Nn85MpGUwYfJtOoHhPnsT1Tkc-RTfF4gQAw0qgPwV4wNRnRFrA4gGJvYFM675Jx4GZvZnplaZ2SAI-JjcWAQjZF6prCQipLXlEjp7GkYWpG4kP28ej1En8cNiEbe9DYdBF3dNNpc5-H2fLfmNRvzWhGITlT9_A9RdLJiuqLeLSSVYWPhx8_bLOrhyt3-C04LI0mkBollI4vaPiwUpbzIwGWOQkZ_4AS6vYKA_aYnODl2VcHt3MX-jKyoGs1k9OVV8bROMJesfAERpQ7ksPbvOhvJ9SGt3bCXCZzt4LkKOUkvUdsqWFEIWLGDyH7iBeV7F9Md6QY1cLzVjOdBeoZ_5wOvmUOmtmY6ke-HfGt205b3AS83PLcpsbmzxgfbVlG1T67aEF_8H5TLsGAtjLSXF0AByeUjsMijVJGggWUb13ksHF3bTJ-dP4Q9rY45PyN_GOxNyNxBmlgjwCqK7EuLefNplN2W0r9Sauc1CVGNaXgqRBtc9GBiopng_vfmCH1tZuIdLFoyGjgo1huNZDqKDcnIK5lB4HY7W370YY2OTNOqbzwqgq-UcN_Gf8N9ed38-cm58khDFLWfhxmxkz9BOb8nzvOOmU3rumfGqzPuGxGWQtOwdRP66Xttq6kDcYk1cihJseRf2kxvA_V4R-a0_GtWhAafFston80kq-eJaDnufJeCj2273RTuh3DWXKZ5Bt72NahiXNGQhmeTx1OAXXACCyX_2L1-MbXMVMjD9ZPBpGI1swKFO4V9oedqIuYlr0rl6OD6BDTFas%3D
28,dé VakantieDiscounter,Coördinator (M/V/X),Amsterdam,"<span class=""css-2lqh28 e1cjmv6j1"">3<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=129&ao=1110586&s=58&guid=00000186308d58a0b6bbef4a315bb7d0&src=GD_JOB_AD&t=SR&vt=w&cs=1_84e3f6f6&cb=1675851815929&jobListingId=1008373826875&cpc=B37DCFE9362AFEC0&jrtk=3-0-1goo8qm5uii1t801-1goo8qm6ih7hd800-2a33ae94e4af4820--6NYlbfkN0D4-FvyXKQKXXE_yuWF59qrvyhr2N1RvmEosTYuoJ0fRGGjMAEvw6CfrBdgzlz7u6n6D_EqYg3MyHzNsYIVMxxaQNDVdwxgzZnqv1dFv8FHrvqZWHk5f6Ay8uIFNwPj2Lu8ZqjrUnbfSpMRTDliHztPiBIbl7wX8-hMsj22pP-ZicVs_zkIOEs4gr_mWxWQnvhgAzBTzqD4GHplLxSqTgAYZKCKzgs9zpPxMbZxkPrcE8McJ1GwIsted7WJIEYvD2adGNIQOfSYf8cHIlVYJH0bJrp-uJo5U5EqTPUlYoOvdRI8RWHdeXljvJMftAwGO-y2_Qqlj2s93wsOFoEWQv2ARmdZzoIE7_jYAeLppoIoC7KkFc5cVUYYHWcTZ8zEUXNqVSQp4jhJt0iTRIxpo8YRePYnYi-6--G7tIfCUcJajZU2piiuwhMu82BiGL_1wWCEKZ_m19LU4vLik5GZXta75dzLc97kEuFwS806q4Vns5O3T0hJDV_gfk2v8WzhotR0kPbVv8-Z5yze7Fe_r4itXUfQ3eW96Dk98Fdyj8VsqKuXS2X_ir5OULOGKkCkVGYeXamNXFJaRKgl8nBjP_Ld
29,Brink's Incorporated,Software Development Engineer in Test,Utrecht,"<span class=""css-2lqh28 e1cjmv6j1"">3.3<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=130&ao=1110586&s=58&guid=00000186308d58a0b6bbef4a315bb7d0&src=GD_JOB_AD&t=SR&vt=w&cs=1_1f850a93&cb=1675851815929&jobListingId=1008315251816&cpc=8E5F572A54D8FD13&jrtk=3-0-1goo8qm5uii1t801-1goo8qm6ih7hd800-c9f0faea388afcc0--6NYlbfkN0BM7awE714hjBBdR8Lx4ytrdsQHLXL9JMzYFB2WZi3iJ3EzPSFp_M8GNCOPPBA81Md8Xc72uEI4ldTmoRgdLrN7fi_8EFkauos7aO4jWVDK9YE12tX-S_yhWUgYaTzDIyQLI1sQ_hj0zT7b_3jcn19AhGPbhHAViOidmr7IFtA9jEx6cC0Qt78eLHdr_7tuRcTDjsCGsWG0AN9t3oj6j40Wvhj7zmrduvCd8RPA8ARv42FWESP1bexT9w2gjzv_uJf009PgzFP15KtEOfq8hseseh86HzKFMhOLgfgW9MZ0LpB6-d2h-gJ2i6KGl7DYLFlN6L58doICOueMcKyGCTr1yvewSMTxBG0nQlqqzfGVODafbSn3rYGQK1VLwJogtRQW-2gTDa5zPvgk29kNYtnPHohuS8gypBEIgaC5WpoifjakRROe4AWYZ-C654Qrz0XmMB5wZJpMOSdgdaV-neKPmA8fB4lptGLjhmjFg8lOqu48tWx9hQXlY2skFbx6ZF-XXTjOvXiQoNORnhxlKV8hmZhIieNq_dJ1vQQOfyDxC0RQ50nePYkNM6UfpmrJqX8TDzDSzZrJKi3iHRqMCyWrU88-SK5Kf9T7Wf6lCw-MdKwDUp8dyHI9CLLrWdoOgZ7GpnoW_GIze162heTiBZoIxhD0cl3nBOE%3D
30,Maandag,Factureringsspecialist (M/V/X),Amsterdam,"<span class=""css-2lqh28 e1cjmv6j1"">3.9<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=201&ao=1110586&s=58&guid=00000186308d7bd488dcaea44c8625bd&src=GD_JOB_AD&t=SR&vt=w&cs=1_d8174ac4&cb=1675851824870&jobListingId=1008296150412&cpc=CC368EA75FDE93D8&jrtk=3-0-1goo8quvrma6p801-1goo8qv0hi3as800-1b14d44f4712deb3--6NYlbfkN0DqswAWAkr6YKETq8MqmS1Qy2gD80AwDVRJhVo248hEGwb756YD4oHRPqNkFvHcNUfQ9LL-M-ia0WSE9UAVlfAeiO90MlW3KeCGpSWYhfrWrK6SRvtj1GNtVUAYWra-5p8rxW8hHnws_eMUco6sTK5ECwXuUeQFCgiSDBOnEA0OCWqb0ydoVqeuqyaw_z2-Z0e0_EWv12b9BOWMvTxKXbWmFZD_aAvtkrDzy1r5gxZRr-BMujFc86M5Sc2yxpQca5qkKn6ox0NayW3c8BzHPrzTZ1FRrdDRuhTRDPGXe_aoOlfxOB9cUo8crDSs678qw924QFxaUlcTwSfkX1alPqCATpPKM4c9KOzriP8585MNOgsocf3roNuLXSsi4-kANIJZQdNkAeJfc5tmIOx_PhRkzwVg9FSHSDvQAoHjyfFBX7BJ2RkBho_n9CfF3nctbI055VvUch1c1P1sR16H3GFTpOaHPfa7_tOD-7R-rFHLQteIAtNrDSr-1U3ph-VgM3Eb6w_Rp281h-ycvXHu_4a15BKk1uYMrNj5eFhE6g5YvNQWVcFWPb3JAPnB5W0-OZER91OGifL-0gwiDkGSXAHhtAzBsT2mWruYi5FEuTsdQhulouVEY8HaS0fXgKTSfuQIYVHvJg6mnTw0TppmF3ocWN0-ZahnBQ-g3m9o1bneyV8fv3jbUt9RhhAJQawgHdM1mH0My8mW_w%3D%3D
31,ESNW,Servicemanager (M/V/X),Alkmaar,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=202&ao=1110586&s=58&guid=00000186308d7bd488dcaea44c8625bd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f0ca44db&cb=1675851824870&jobListingId=1008373935751&cpc=3AD66128EDC9BF34&jrtk=3-0-1goo8quvrma6p801-1goo8qv0hi3as800-32387141e67c16ae--6NYlbfkN0CeXgt1iG3YFczuD2iHUGKpoxtpamN0512Mve4Xs8OS1TUGfEqQ8R3aEBBK2mIt6wkteaUpBfAXPhC3Bu1m8BMpziWCW31unEPK1S5UL1YeKH1Kea-2MpGSvak797rEPwAh-qnm21LMcac0qrUkbcQiYsArjkhaJTneHzsyYbLNJqU2itl_SQgbAvBSSOnCLd-iNIlOgGE2Xv2JCaFwjU8Wrmkh_NLqZ0DIin9v--kxRrJAItn_HzRTtMHU-Ct1i3BVru7qAaFriSoM2NCJxSIrgqjjAJy7zhfZgiMx12q2rP0Eh6Rs0Z3wBvNkoGC4pMRcAAXpfI95S1qZ9mljwW0hOVlupqM8dBFZM_c3jzkAtdbm7hn44V0ubhNFzBHLaUFoV0FeJ8Fidl2oWurh3vlKrsJh-cyY3ft_QsKKJMDod6u7vDXscMTbq9ju3srts-osIxRnZN5l3bvOS_zU4eI39RpM0sJeuTQ_XnnAPXRcUwG65fa5HA1MMhU-SJWbaDxRZ28S5i6is0RnieroQlbTqbvpgwuE7CY6JMqFDrwL-Y1ErhqMcuxfgDl_B2NF11PKNnY_OpXSyq8X5ufm_OoP1a5NGdGNDpfMVmjYvauU625K9LLvdTLkQNH3Ef9-LeX_gMvH943xL8FWwItRNRbE
32,Klantcontact.nu,Medewerker Klantenservice (M/V/X),Amsterdam,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=203&ao=1110586&s=58&guid=00000186308d7bd488dcaea44c8625bd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ec4b7329&cb=1675851824870&jobListingId=1008279841421&cpc=F5C28E8E9C0FF410&jrtk=3-0-1goo8quvrma6p801-1goo8qv0hi3as800-9652b42ef3b259fb--6NYlbfkN0C0pOsGxsOOtIX1gjDBEn-S2efBkC1Pauk-x4JqJIGX7KpKdxM1gVc7yXmR3LqyrFW7_6fMezWAR4t1p4B-Fr8d9xl8_la1F7FpHrN1VkVY_oQeaMh_5dMpjTD8aVe2UzxjLih8Kqoyop_SLNYb3kOQh5PsMFQAgWmObRrNpNFItrxCRaYpExdTgdu7HTT7AY8azF8oc8LXnXB4JwuKbHxExi9_9ok0QQbN6JR_cx7JLCygNdjy81KLDtQ4-P-vKjhdlTSfdRbNJZVitUV1F8toFe_oDKyxdjXNkDaH59gUWNe_HxAJGllEmnWTgk5kR3rWD6rQc93wIKjkg_e5jwupFKMK2nH_BrY8ZTH5jlSxgj8uBmwp7t2H7n-0hXO3s7sLa8Blff2qKp5dJy2RT1UWEZeaRA4D7HHsl7rUDo1TzwxgkWuZUoFPfliBFrjk3xnhaWLiKhyYwInY7n7ZOtU2MWP5LHyt0rsmXMmNQJwM2JxL0SfuCmD14u8MX4XkhxMiFAosKFivP48gVOaZbzzxfgQmn6zsi9OwRTeFJeuFK7hneZmAxz--7ZC3IaBNuNsM9MOijCKT3pIiXH_dG0uvMAQl5ZCZIMu533untzw_7aUOPxvbi-y9MfoDDUMccxDrI2g4Tmj4ESZwf5s1GqTjpmP4MyEw_dA%3D
33,TintelTuin,Pedagogisch medewerker (M/V/X),Paesi Bassi,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=204&ao=1110586&s=58&guid=00000186308d7bd488dcaea44c8625bd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cb1f306f&cb=1675851824870&jobListingId=1007116929622&cpc=8D611544EB90A190&jrtk=3-0-1goo8quvrma6p801-1goo8qv0hi3as800-777d84d8aa37d08a--6NYlbfkN0AwG2chUwAcSJVCYEPLdyW_tCkLbK6QOfpWrr_uck7rRrenxkWChB8Sv2FYxreB3E6ravsyQf4I54o4_-UGoh2mDhU1wEw95qpssFOzUO1mnUXijrMwZ9oKwmNNfDVw_FrQUf0qKSigBNQmzu-w7JipXSUzpiJbSS0RkwGXgIGND8DOIIxi7saDWafzjsYcUI_Qofy84ppQ_wnTQdFifa6JzUwpl92r8SmeU3ozaJxCf7h3-XwVe4F1kdo91y0CoPhe1iQsLWKiZ_rU2lva0ikVVAC2sAxqjNagskr1DTlhEuitrXJ06fJsgKDfuyuEQroQBjUUu0tWRsrmUxSwpGBj0RAyWrJtduXWXr6kBkwLaN7SghNrUtW7eVfEwhfptT0eRVCtF-fqSqdhk83-x6neeiUGcsznXi4_516m_UdHirOovg488Eif3_OhJyQEU28TOAfTTUk2IZ8BhDTmQUq6OkmlVU68pBhI0FyQorbry5bae-N0xrXlcQ8nGKQCQlAMn4Qcrv2THVuaRxcbqvZh_G1Ffx2t5Bs1qPVuOEFzwFgFou7EUSJQxQcEtU1YIo9fMRLs1YmHMCoF5_4vDTn6vARnlYh08nEq5M8v1B7RksPz2O1bsWcoFWSGYRBS13gFrpDlf8Uyltan-9xhlpzgd4z_vY0k9K4zHXd88BATFfMNrh5pBghGWtSfDT3y1I8SdjtcAIZMI1NkGhygxnwQ
34,Zorgcentra Meerlanden,,Hoofddorp,,7 g,https://www.glassdoor.it/partner/jobListing.htm?pos=205&ao=1110586&s=58&guid=00000186308d7bd488dcaea44c8625bd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_27a81886&cb=1675851824870&jobListingId=1008440210623&cpc=DF1AA762BA2DE11E&jrtk=3-0-1goo8quvrma6p801-1goo8qv0hi3as800-29141c01e688374b--6NYlbfkN0BlzEBDHmw1ysUKivrZscVphhTPvm8K_dtvLGVmxHLn48UfIOE6HNq4_KlG47En7OIKo3H10yGlMh9ZndHUGkZ9X90ytxXDi6xFcj-bOmaTwbmfGJQx_f5C7CNRZTm7CKOySdqBChixMUxutVwHwVBkf0VOJ1MoJ86d8iIFYQScyO5uOsJYpapK6Z49sZ33slIOhBStSrWYnos7RE_NvXjqiDkgGVppFknLfW7zaLFbNy4YkGls9AW286HjsBdIdJvQTrs49isgOBV63DI_hCthLrjALxeUo9YZXX_GQNw8eJTJKoPxwFQsamIIhgk0tjPDYy9yuy0ldyHCpQBDVLA1bFlqKpSl69OS2zC5OMBDOCJnwcUcr-Q75GMWo6CW6G-hgjqm6gw7VqpU_W6HRDRCaHKDrEzBvo3bQtsBSLofKf0z9j8Gxw3P40PoAxmM7vzyKb2uaXCl2XIac7vYb6_wLQ8RTGPmV3Xfu1-cyDGbmeSP-_K5RTHB7mGkuEdjQi2sUMtihtBc_pfRYng2736HkJbjROHsMeuymaoGI00h1zxSviuIaumBj_17BLJCCFZM8MHwg2NwTMhsXK5lH2VCEp0U5osrMRAcwHCn28uDDX689eagWPsGdmH7SL0rUegjVsrFOgvY7wanhe6LMhvdAWzKz7hJ_vjlDiQmfX2D8YHb99X9GQ5jau0M54pUqBLkdt-FLIZFIQ%3D%3D
35,Nederlandsgroen,,Amsterdam,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=206&ao=1110586&s=58&guid=00000186308d7bd488dcaea44c8625bd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_99cb7952&cb=1675851824871&jobListingId=1007648261216&cpc=DAAF328BADD9F0ED&jrtk=3-0-1goo8quvrma6p801-1goo8qv0hi3as800-e7e699add0521d01--6NYlbfkN0CbgRBsPUlW4ZwMP_l-dfg_-LvMDYw-pLvoKtJpwgWEGCWg_aqhnmnFf_pZ7I9sJ6fRBMg11NzgsjbpcSQmosQ1SZkwO3U7BS37nzyYJGjiXF4XaEih1gIa2AZOjNutyicaVdXDMHcs1sDpVlI3cULFSICSkrbzJGU9FCoXCVuSf9lrd8QaJ3aZ573bDnq4kKlVen3sMUMhcRSf3UBZwwDRT3miKMMJKyO70mtqlO4CFUA_QyOo7OMmQ3noQsGudG1Lc20VCnBAVA27mZ5AE3x1TRgGiOQPNqb3KCLNYMGg9Tmf-kHgXtWHBe0n9cZgfqG3ZUkeg2RCOFJThyGpUOUHyqSxsvjlmVZSYfOlIHM3jLcw7sMCqq2hZuaPog9XCy0LIYJoI7Z4DagZDEJ8dZMhxTHR1LlRsHNrat-XaFRPYA4_rizOoHWcQgSfp0qVU0kQ_FSnuCTXufDVD1tdp7iMa2TEU7fa9BFaA2m0Pp04pjk_iPl5KfA1VLYP09gJht8EAcRzMVF-6cMr7CTDoK3YHDICgZPnxeBMmKz9AtnDcAVYCjsz98jpJYXAUM8-C2YJYvwZmpUzdFNjIkzrftwQ
36,DAS,Tuinman (M/V/X),Amsterdam,"<span class=""css-2lqh28 e1cjmv6j1"">3.1<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=207&ao=1110586&s=58&guid=00000186308d7bd488dcaea44c8625bd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a9c928ce&cb=1675851824871&jobListingId=1008382812794&cpc=B3B142CD6B71FD88&jrtk=3-0-1goo8quvrma6p801-1goo8qv0hi3as800-33372b42dac67866--6NYlbfkN0AiIBMuQG2OvdRIXkfevdx_BmXGaQ9T_0GjuQnyxvlqGKnXvUobr2bAWfp1GuK5V41UI31p3hR7XsXb1wg3oLcI7G3-jY67vMsQ--8vJWNK9yQewh1N3ImUiuuwT8nGZ452ttXr15LFR8lPaPDhlpFBbIMzvtLBUlcqS87654FN0jKUogq2AToFGsyhibcZKQuhLytMFDfxFSdb8qUNLezRJgpqCKs0i62IIwqWtSKZaRRl5wzJYhl0MwrqKVjtS_kN1-fXetc2CERkB3jHbBskpsB3cRRhLcaD8qofAk6UCYCe_8OQwSYwL2L-ps-S_dYraujLURnpEug8KW74jx6GKHdZxz_0pGpJEcR9TglsZWyMdOZMxq-lFiEl890TALA4OWl4bRKy6xeIpoz5NhbBDdgTOaLaVjzR3G1cf3BW57QaZocY1N1pwXBFNEcEYxBPlDXqdnhCBC3CglI9a17wfbw8wKXXkgMJVAKFKq7aYymgfDGAqeansbsHiTXrh8gwZjlpY2ro__ElfTbGZCIP0pBSWl-WRJay1BQtE8GewPolAPfCy4lXi-ARLvgp0e7l48fkYx9AN6yDgNyNGt9VwaBWDNrFFjUPtf0OHntLrDwwvGaVR2b73wxTQ-kPhL-mDPktd4QUGC0l4-dnf6IuNUyRMfPY4cUtIqrDwJ9U0lyaoiFoF7BuLdowXQ2suO6b38G4BKKNLPswuI93Zco2-rwDJrQPCffch5W9yyX1A3hp2x2y6sYENL6NU20W_itgT7KZPihxFQL_4UNbPw4BzUaZ0kKYJ2mMIZc_MaAzP5PUvgBqBkoM
37,Claris Zorggroep,Inkoopmanager (M/V/X),Amsterdam,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=208&ao=1110586&s=58&guid=00000186308d7bd488dcaea44c8625bd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9ef0ed82&cb=1675851824871&jobListingId=1008339190827&cpc=3DA0FA6C05AAD4F7&jrtk=3-0-1goo8quvrma6p801-1goo8qv0hi3as800-d94b2acd5d49563d--6NYlbfkN0AXJSMjx0WrIwiv1Rnr0KSP0osxTofzQ-vL4jidKia8v15Vo-IoKp_XMvdFCGFxA9143tO3k_BOWypmd5BzbQmD02Pk7cXJfRYV_Q-gWSRINVDZ1fRqJ5VuUR2vUi2w-8Og7htoH3O1qATJcJL8OOr858NJYiNnqA6R-M55LmweTv55P9O7nitqjpeT1-APivQ6pxU85d8gCVGB0ycx8ryVj5zIgRzwSzO35kod1GRhumSGjFxbolAW_5c_ICCIQcSXNnj7dy2nkxe-JZv4YY5LDVNRs0ZdMa6xNPdRZqlx0-DD3xirn6dAJwzVV11x5wXzUk9I4G3k572NFNWcYIcs6K9S__2iCEMhH4IdQW37wC5H5w6ux8Xu2WqgFW0tkI93-EXviX7_ZLHoXtiVIVKJ2n3RCgCfNLFUCYXGak4q3ev0hE30YSQ3GA17bR3bInDzmpD8Gxu7gCDY9CTBAA5ec5_n3Qk_9o1zDj9Mm575jm1C3g_3oiMOzweNzxyNPwoOBODCQN9_DfxRNH0xye03ZA7jZHaaTobvOKCcTPO6O_aMOFuDaox3U_mAojBWYttrOhvbhBk-rm6nPdCGgUh266v8dbGaGLhjZmnLrg8xMcx-2uFNuyNS6kwLmqWsWP4-uV_7i696EiOv0kQBCjH7RouuSpzSNw-39VlngDsPmbQVV70TUcNvyrAIks-abds%3D
38,Bring at Work - Sollicitatie portaal,,Paesi Bassi,"<span class=""css-2lqh28 e1cjmv6j1"">4<i class=""css-0 e1cjmv6j0""></i></span>",27 g,https://www.glassdoor.it/partner/jobListing.htm?pos=209&ao=1110586&s=58&guid=00000186308d7bd488dcaea44c8625bd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c9cca737&cb=1675851824871&jobListingId=1008400676636&cpc=46E245B94324F916&jrtk=3-0-1goo8quvrma6p801-1goo8qv0hi3as800-d31d40913a13c456--6NYlbfkN0Dw1WMjpE_dGodtQQUTIbCqv0XfohjF_uGYIC1bYQL9CavVqnX2dFEAuCSVMXhlX4JatUSpJxnQsuZWU80jvm8EtcyQV8fsRphbRorz3ReRaJblrgwKWqBdCHQ7kUq1N3X3XuGHapc55KqInjTwrI8f3Aq13-oYy7-8ZEjp57nUiIvDxCqa9sH4qGn3n4UNocWcEWoPBM30i_O8PxZHyMLYiATfeJt7hURfyGsgdkd72djFmke5NHYUvtoQDoCZx0S-gHFoOHHZzfskcpmkBpsV2GI54BYIROj1kbv-Ka7lxCW68b3l94DRSr6wceUzYWhb19HpDqRMeezDqCe3iU0HMsjt9enZxb0dff-nSeH7qIa15yYSbDwzzbody8SwslXpwS9bMIwkA2YQYeZLlTgZYG0MtAFyhasO-FCrjl7C7ItHncEUH1HwYAwIpBsV9YvRUlqw3V18kAj3wOM3Eu_7ejYL_RAbAw-QkmTrJ7G2wzV0i4eTYqQ45b9SdvS585I1svdVDTSfukH6EG8b3aMxmioOOrWOdDld3716KqxghjPXRe4f0NWpfmNe7uEgxmlKV03-VliUMWGbIeU8Iftx93hF3iCs7zckOHBoGjncA3tXyTEMEc6YmQd5PMbRO8q1hKAnBVjeSOIx8h8zUqVu0R55Un6_hkohJZB6URUJrguzsvvhaWNaAhIDC-Oy0x18jT0IRsBhaV89cHcq2-lp
