,Opportunità di carriera,Stipendio e benefit,Cultura e valori,Dirigenti senior,Equilibrio lavoro/vita privata,Sede centrale,Dimensioni,Fondata nel,Tipo,Settore,Segmento,Entrate,job_link
84,3.6,3.3,3.6,3.4,3.5,"Lussemburgo, Lussemburgo",Oltre 10.000 dipendenti,2019,Azienda quotata in borsa,Consulenza HR,Risorse umane e selezione del personale,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=411&ao=1110586&s=58&guid=0000018621439d3792cd031c4644fdb5&src=GD_JOB_AD&t=SR&vt=w&cs=1_34180880&cb=1675595325324&jobListingId=1008447289355&cpc=E521981D00147CE2&jrtk=3-0-1gogk77akj472801-1gogk77bagagj800-25138edf6c0dc6e7--6NYlbfkN0A8J34b7wIk_abOfsmb9EL0q3w-LUfoZ9qhqLEzW8vpzZHSQ19ZuZ0SYAYz5sZNta5_PTYk_FXVVMs-lYEJHwubPIFF8UOjOZBfM7u0o5xiNtNx3R9Fw5Xgg1RUsEVY5aFUlfEc4wTWjePdi8SXshT5IIqAKdNTbidCL8FcCZXsj6WmRLVEgX-fWeq5fGMc_CQpVk539-uOzyNoWHGrQfskMG4VQnxo8DjA45rlmGpaw4pJmpQCxyswffPZtuYcXpnMttaxYfUSQ3omYZfpXBzukvgt-OwU8bu5GK3TAKe6GN7BqbW-XPJwgxD7M9aDCgoVFXobrT_craCSLWwrTXTdmfYZJl-KEf-GGF030B3aH2HjNtgfCCmIZNv5I2_yGrUpzUckg1bMrzmkE4sJHcns3H2XM1Q6_0hIM89X04jAwDhS8kCvkg2W8-7ahhqIaEpS9gYhsPm2YGioeRzG0T6_BPzQJp3AKKGEIP0ctsyfM8NueOlA3gWbToAa83vHWA_MF19oCLuqHCHGWeC_tDaDxrjFCnIYRLIO-AGWfX50JVB2sqBxAH_JVM5ingLqeD44clhAp61CYfJXIf2ceatwsNoeRYUEONZjGBtFO6rbQwwt5wVTUovyJ-QuaxqetRI%3D
85,3.3,3.0,3.2,3.1,3.2,"Milano, Italia",Oltre 10.000 dipendenti,1955,Azienda quotata in borsa,Ristoranti e caffè,Ristoranti e servizi alimentari,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=412&ao=1110586&s=58&guid=0000018621439d3792cd031c4644fdb5&src=GD_JOB_AD&t=SR&vt=w&cs=1_2ca61f71&cb=1675595325324&jobListingId=1008385888191&cpc=A0637F14311B9419&jrtk=3-0-1gogk77akj472801-1gogk77bagagj800-68e8926220249152--6NYlbfkN0DEfmD6JQM7-HYhm4jDDmBcRH1b0qR7FVEjWKgiWJa8Vkta4xcSCYyd-tWClGDXzA58xEjhxJ7rm4clyPh2V4nOIrlxeOAU9SG_hYgdyGaRujru8IIDkxTQh0U-is5Bk_gqpIyLXlmJukyMG_1LAsxcZuRKwLhx4dUDo9P0nc58pM8PfbikoYYl1OvTmCsKy7wZPiRARy7mLt1AfS_BM1_qVbdM4ylg33fSKe8bcLdTSUkm3kN0CcPQJWBhHS9g4RkxEh3QuTPBNnmMlC_T6cT_-azudaEXKRucoTv1GuGYivA-6YXJcQzdwm2kaGuK6uMMv8-NACafjiGnMH__Hgua5gzMU5yjpmfA-Y_tHAGRysJtz_8GaY0JHknF8G8I_1XWPY2JkuaeUvhl2BRMZWnZBnLCvY9mh8v5JaNu-brh94HuWXR6t9TH7u9GJO3m6Vsz9gWKLK05G8GNAiAV7tkxudeXUaEgw0HjkRSuQ0FjI0GRgCm_gRaSy_3XcY3WGe8cPlMBx9-TCqNgL13XlIhg7QDNWWXSrTtLrH6LPABgHg4k7dY9MKH_y5b2Xm5t4SEloKMNl-m_9uCyoy2kZ2Yc
86,3.3,3.0,3.2,3.1,3.2,"Milano, Italia",Oltre 10.000 dipendenti,1955,Azienda quotata in borsa,Ristoranti e caffè,Ristoranti e servizi alimentari,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=413&ao=1110586&s=58&guid=0000018621439d3792cd031c4644fdb5&src=GD_JOB_AD&t=SR&vt=w&cs=1_c808d2b1&cb=1675595325324&jobListingId=1008424011721&cpc=26740BCDE5E48596&jrtk=3-0-1gogk77akj472801-1gogk77bagagj800-2a39789a2828918f--6NYlbfkN0DEfmD6JQM7-HYhm4jDDmBcRH1b0qR7FVEjWKgiWJa8Vkta4xcSCYyd-tWClGDXzA7EabHy-vz77bfUufGRX5vfdrdYa-t3DMPa9EeXer3Ctkh-9s8DGR0uPMnMUSaYKZ7gvJg_Fdh4dbeeog9xwaxHM2M689rjYlci-a58Eoquq230rrhBfG14AZYOq9JeV0ClYwXz4cMwfueqA8dAb4v5MgKXS1Vxv0Om_HKAdYbJIsnX7LyeV3vG6MjN6SDNMX_DxkQWZjY6KtKQJmpQd7Oz3ZQvP8-4jHgEOybT6LPOvIzlBoG7L6ST4-bLyxRC9MtQjWvLmab-2RKzjtaqsmU68nkpqNotQ-XSoRIyP-FvoghG8Ysi7NBjl0Bxen7fWq1m-vO54eirwK3tnuEBlZnV110CK9pwMjXpyo1NgjZjzQbWryysFukMi08_9vyLt5jUI32eAu4ZjirEs61I98vjTJ_hluWOiUZ-xL4mU_HPtiH1iCF2XZII6Y2zmreZdAlGvhCwB7QhlA85eVMr6B8f4fbyjVol80d9zVfE7pY_eaLy_I7oJ8PeMq1G_JFeaxEFc-d9ohb_acIwG1-jNTVl
87,2.9,3.3,3.0,2.8,2.7,"Roma, Italia",Da 1.001 a 5.000 dipendenti,1925,Filiale o segmento aziendale,Altri negozi al dettaglio,Vendita al dettaglio e all''ingrosso,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=416&ao=1136043&s=58&guid=0000018621439d3792cd031c4644fdb5&src=GD_JOB_AD&t=SR&vt=w&cs=1_deb1a898&cb=1675595325324&jobListingId=1008351504038&jrtk=3-0-1gogk77akj472801-1gogk77bagagj800-f2edad06b312b797-
88,3.3,3.0,3.2,3.1,3.2,"Milano, Italia",Oltre 10.000 dipendenti,1955,Azienda quotata in borsa,Ristoranti e caffè,Ristoranti e servizi alimentari,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=417&ao=1110586&s=58&guid=0000018621439d3792cd031c4644fdb5&src=GD_JOB_AD&t=SR&vt=w&cs=1_0e72b5bb&cb=1675595325324&jobListingId=1008448126083&cpc=5FEB1BEB8E14EF52&jrtk=3-0-1gogk77akj472801-1gogk77bagagj800-382b71592c25eabf--6NYlbfkN0DEfmD6JQM7-HYhm4jDDmBcRH1b0qR7FVEjWKgiWJa8Vkta4xcSCYydGAGsKcFeuUVpN45Su6moE6EHeZ2Cp7wnUbn5oJRvcQifPQg8YwPdfKJtt618RWW-z41wna3Y9shpZ5EBtlCojBC5xWDopK59K35qRYvdnm6kP8UTztdZRYkDNjuoJ7o5es2ZPvegep5fhxUEWUGaqtHbFo7JVebMF3dN4qSyqfilC5aDj3wU1z-1SNeM3bnOvEkRQu59FO8cqbEfi7Edq3MLg54TPeXfUhY-A-V7K4llFrb6gsY9ChdogEY8RYGSDYqrhsaoL_d-aliXwJzOLPsjdoFbuywvj0FDD6SMt7RcgBQEwNfjsDZz837WM5Jj-QTKUDiw9ETtVeiONiplUKCCk8jFt_P7g1QsXC8vbsWxHlYjMJUClaOs4UeHK25wlNzFpzlWyDe5i_p4sX_aKb37xJgSxkH_Tqj6dFMUVci6lHl95bi1y65Lo-BDYjxH-PrL2-DCYnNqkzG2eJe78Z7LKQKMYLJCqUJa5wJh-CnPfuRHmFkGvjmKiG79-stX46Ejhn0lO_YK_52HKaenj4iNOYUXNMxIsYaDGmkyf4w%3D
89,3.4,3.7,3.6,3.3,3.4,"Meyrin, Svizzera",Da 5.001 a 10.000 dipendenti,1847,Azienda - Settore privato,Altri negozi al dettaglio,Vendita al dettaglio e all''ingrosso,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=418&ao=1136043&s=58&guid=0000018621439d3792cd031c4644fdb5&src=GD_JOB_AD&t=SR&vt=w&cs=1_0fbd335a&cb=1675595325324&jobListingId=1008449469667&jrtk=3-0-1gogk77akj472801-1gogk77bagagj800-54115f3b137f80e5-
90,3.8,4.0,3.9,3.6,3.6,"Atlanta, Stati Uniti d'America",Oltre 10.000 dipendenti,1886,Azienda quotata in borsa,Produzione di alimenti e bevande,Manifattura,Più di $ 10 miliardi (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=421&ao=1136043&s=58&guid=0000018621439d3792cd031c4644fdb5&src=GD_JOB_AD&t=SR&vt=w&cs=1_6976a48a&cb=1675595325326&jobListingId=1008451212107&jrtk=3-0-1gogk77akj472801-1gogk77bagagj800-61d2e96a38202f21-
91,3.8,3.9,4.0,3.6,3.5,"Hamilton, Bermuda",Da 5.001 a 10.000 dipendenti,1862,Azienda - Settore privato,Produzione di alimenti e bevande,Manifattura,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=422&ao=1136043&s=58&guid=0000018621439d3792cd031c4644fdb5&src=GD_JOB_AD&t=SR&vt=w&cs=1_e4ab56d1&cb=1675595325326&jobListingId=1008255236515&jrtk=3-0-1gogk77akj472801-1gogk77bagagj800-ec679f7c0a9200d6-
92,4.1,4.3,3.9,4.3,4.1,"Ciudad de Mexico, Messico",Sconosciuto,,Azienda - Settore privato,,,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=423&ao=1136043&s=58&guid=0000018621439d3792cd031c4644fdb5&src=GD_JOB_AD&t=SR&vt=w&cs=1_034c6ef9&cb=1675595325326&jobListingId=1008320301518&jrtk=3-0-1gogk77akj472801-1gogk77bagagj800-32dd51942d653ab1-
93,,,,,,"Pasadena, Stati Uniti d'America",Da 1 a 50 dipendenti,,Azienda - Settore privato,Negozi di arredamento e articoli per la casa,Vendita al dettaglio e all''ingrosso,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=424&ao=1136043&s=58&guid=0000018621439d3792cd031c4644fdb5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d95efb64&cb=1675595325326&jobListingId=1008449429221&jrtk=3-0-1gogk77akj472801-1gogk77bagagj800-b1ca77b65befdf95-
94,3.1,3.3,3.3,3.0,2.9,"Parigi, Francia",Oltre 10.000 dipendenti,1854,Filiale o segmento aziendale,Produzione di beni di consumo,Manifattura,Più di $ 10 miliardi (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=425&ao=1136043&s=58&guid=0000018621439d3792cd031c4644fdb5&src=GD_JOB_AD&t=SR&vt=w&cs=1_683035fe&cb=1675595325326&jobListingId=1008360935693&jrtk=3-0-1gogk77akj472801-1gogk77bagagj800-98f4f42e8cc148bc-
95,3.1,2.9,3.3,3.1,3.1,"Barcellona, Spagna",Oltre 10.000 dipendenti,1984,Azienda - Settore privato,Produzione di beni di consumo,Manifattura,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=426&ao=1136043&s=58&guid=0000018621439d3792cd031c4644fdb5&src=GD_JOB_AD&t=SR&vt=w&cs=1_47faca56&cb=1675595325326&jobListingId=1008313143457&jrtk=3-0-1gogk77akj472801-1gogk77bagagj800-ae7f68aa5b2ca19c-
96,3.1,2.9,3.3,3.1,3.1,"Barcellona, Spagna",Oltre 10.000 dipendenti,1984,Azienda - Settore privato,Produzione di beni di consumo,Manifattura,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=427&ao=1136043&s=58&guid=0000018621439d3792cd031c4644fdb5&src=GD_JOB_AD&t=SR&vt=w&cs=1_70b76709&cb=1675595325327&jobListingId=1008417530605&jrtk=3-0-1gogk77akj472801-1gogk77bagagj800-17c2a8df9ef26a6f-
97,3.2,4.0,4.0,3.5,4.1,"Milano, Italia",Oltre 10.000 dipendenti,2008,Azienda quotata in borsa,Energia e servizi di pubblica utilità,"Energia, estrazione mineraria, servizi di pubblica utilità",$ 5 - $ 10 miliardi (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=428&ao=1110586&s=58&guid=0000018621439d3792cd031c4644fdb5&src=GD_JOB_AD&t=SR&vt=w&cs=1_6c315231&cb=1675595325327&jobListingId=1008439827981&cpc=5EFBB0462F9C6B7A&jrtk=3-0-1gogk77akj472801-1gogk77bagagj800-85dcd48569191942--6NYlbfkN0Bz6Vm0KKZgK3IGyqtYIgq3B3aSN1YYDISHIR3HLJ50iQM1f8FF86k3eNG5riA4MSz8pEuTT-zx4oAb6xJhTEd69HDae6pZt4hxqT4I0egwEZPTm84FymVg_YLiaDcMAM0WHy-t4c7IOy07niU6Alq1yVA_JB4j-o5bniIspSvUmS_gaI7cT8LVs25ufauFx0jp_6jZnxz9uaiOyxHLrVVKmjgXRqJO9NTTy7WlLZnqAYAnQoEkp4FzZeEKzMP-NuuTWyVNCkBYWwYf_Y4gtfln1IEhAuHzUb7yJ7YX8-aSjVWrQiAQsuU1KfgYr-iUt1vOTuGiFzHKVH61tar8fKs6hOEDrfEJChRjuyuupS2XyPjHpqO0BuHmfYdfRo5isz8CNmbSoHTBEGHpz_pjXdciQIqnPG7iRxIR6fEu8lzS8uNm-v769n8OaZlAofTYx1P6la5j0jk7XkVJQl4bcikhEwaU58wRobo6TqZrXoOP_l4BKf-vz_bxJxaC7xVH3TdEf17ZVfH5mNGDimeYiQyzMqYwteGM8d-EI3lG8dFajyAYLu8y-tLqCHsceLzUD3aC_QB5duQ9UT35X74xseJO9GF_TaXDCFlnBQ5WmMhLxg%3D%3D
98,3.2,3.0,3.5,3.1,3.4,"Buena Park, Stati Uniti d'America",Da 5.001 a 10.000 dipendenti,1987,Filiale o segmento aziendale,Elaborazione di transazioni finanziarie,Finanza,$ 500 milioni - $ 1 miliardo (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=429&ao=1110586&s=58&guid=0000018621439d3792cd031c4644fdb5&src=GD_JOB_AD&t=SR&vt=w&cs=1_219e1326&cb=1675595325327&jobListingId=1008358629139&cpc=44CD5376B8534B8F&jrtk=3-0-1gogk77akj472801-1gogk77bagagj800-5a4a8340e2053048--6NYlbfkN0AfbbHmnjrdslAp9I1MTibG1CCTzIkUbh-x1ckVmJksbPWZcHWXWV1mlUJvGhyRlyARffgsY9j3m1bICiWhiL9HeOV3eLnnozikd5S0TYxU0uIZxOzpdOzW5LHo2FWBeuZetUWxnqoZXGwVhAtp8ATZiUgNFM1owc6KIVrpC06z7pG_s1BD7L1gz_j0dKRTvNdLtVQgGzbceRlgELHv8S4PvLeuVWSptiNqIxG1o5Eb95v8iU2oYGXUSfk1MKNmPVtOEiJvpyYLVI2OXqBGCZY60NUZUvhsYvC0zql7ZS3yQSL-57z6E4wQvk7MbaBBoAmk9pFtYA5hWWPNmWqZHRP5VUJQkCNsnGUdeJAXRHyU2CUpqEvnOIofxiv0APIrMAlKvTxiBmilJWXOZVkd4b9ECdwNBcIiKMbFIVnlh_ZXGqFTH_8bVAbMVB_yOjNfp-uoOqR0i5GvuzM_-1sSdjdT7rAsQZqQkoi6yJGdgXMGqEVCoGlorL0qpP7bUnDIjGOzAPbN6s9-tBCMMsQ1z050ULb-jlXDsh7kczEp853AmuvrDqCKhwvsIdm7_OJyzE2QuyBLAglNns0J_J5kZJT7-OHSsXVH_feWuAb-RR5yDBES1ofUcQTDTysQHPIs1Sk%3D
99,3.8,4.0,3.9,3.6,3.6,"Atlanta, Stati Uniti d'America",Oltre 10.000 dipendenti,1886,Azienda quotata in borsa,Produzione di alimenti e bevande,Manifattura,Più di $ 10 miliardi (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=430&ao=1136043&s=58&guid=0000018621439d3792cd031c4644fdb5&src=GD_JOB_AD&t=SR&vt=w&cs=1_4d7bc0cc&cb=1675595325327&jobListingId=1008451212113&jrtk=3-0-1gogk77akj472801-1gogk77bagagj800-97f7c16615966ca9-
100,3.6,3.2,3.6,3.3,3.2,"Palma di Maiorca, Spagna",Oltre 10.000 dipendenti,1956,Azienda - Settore privato,Hotel e resort,Hotel e ospitalità,$ 1 - $ 5 miliardi (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=502&ao=1110586&s=58&guid=000001862143f1aebf8d562e87e081fa&src=GD_JOB_AD&t=SR&vt=w&cs=1_6af241fb&cb=1675595346939&jobListingId=1008433647414&cpc=75B6770C194DCF89&jrtk=3-0-1gogk7se92thm001-1gogk7sf5i6h5800-8a4c234a954f3346--6NYlbfkN0AYh1hWWeNHDA9ieejzKlANd9LP2chDJVrvhqP-zKsUohD6xqb0iLlScxK4YQRo5URn0Do7afeUEHk-lH8NuQyyZnCTmxo-eY1XJqmS9K0FoqIvTLEGWYfbU1A-kQOtI6I9OjXx0ZRgmLb1zG3mx3tl5jj5ZdMzZ8gHyUFp9OqpH2RLhH8-lKCedf_BH1Zcp-K6BioQtFL_aXmYJe8_VHdP98vHsMM799beNJVudniCU1IBqR0WHoZ-xXww-Tv76Bz6e0OQs9ht61D43w6sikKJ2WKZIKjv-9zQ9yHX-aQ1pokKM_RSsE8JjM-L1WIzwyQBWz1lDuwW9xX76AVV36wLUer-OipJOHWsBWY-YJ3wDUSkvwcfAxc1WhYFEzPQt6dCB45utgR5HbLfnjVEsYOkhiDUj3qggrKn7-hWQpWfl2zsCNNkM6XqENGfUXUlSUr7lJtE-NtTZDMrB9uA5c1FBvUEoSLHUcZ3YUzPkt2T2aVqWPrINUDrnSp0jEUrQS4Y5j0EK5WD0yaYtY5Nhq7v0dIOQfG5hXcCMqbJWxHqPSzx8JZ4dBSd65Uzs-xyOAQeRGvseZMPG4WElbVYNSKoboxwyAn4z61Nv4A3WwIEmBE1zyRtHMgY
101,3.9,4.0,4.0,4.0,3.6,"Plantation, Stati Uniti d'America",Da 1 a 50 dipendenti,,Studio privato/azienda,Agenzie di viaggio,Hotel e ospitalità,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=503&ao=1136043&s=58&guid=000001862143f1aebf8d562e87e081fa&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_31e4b7ea&cb=1675595346939&jobListingId=1008446679175&jrtk=3-0-1gogk7se92thm001-1gogk7sf5i6h5800-f0b09b678c8c8f75-
102,3.3,3.0,3.2,3.1,3.2,"Milano, Italia",Oltre 10.000 dipendenti,1955,Azienda quotata in borsa,Ristoranti e caffè,Ristoranti e servizi alimentari,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=504&ao=1110586&s=58&guid=000001862143f1aebf8d562e87e081fa&src=GD_JOB_AD&t=SR&vt=w&cs=1_85665ca6&cb=1675595346940&jobListingId=1008424011721&cpc=C19BE7EA145E205E&jrtk=3-0-1gogk7se92thm001-1gogk7sf5i6h5800-2a39789a2828918f--6NYlbfkN0DEfmD6JQM7-HYhm4jDDmBcRH1b0qR7FVEjWKgiWJa8Vkta4xcSCYyd-tWClGDXzA7EabHy-vz77bfUufGRX5vfdrdYa-t3DMPa9EeXer3Ctkh-9s8DGR0uPMnMUSaYKZ7gvJg_Fdh4dbeeog9xwaxHM2M689rjYlci-a58EoquqwjkVvpEr9clIek-m-brAkvqdta9aanot4zkT4NJ5C_kouxevROuhGzV8wYoS4tAcMyNcRqmBRPP8xBPXkrn_Q4PAkCDpMtguIQ4PSXnMDPoYnYvTgXZxYwDNA7Y-kJXjbPIWXoE8W_MUWvF-lLIDKPrnJxw7-aHsliGEmTJD4UD7m-iFpGi7mKrYKVQpKjOM0MA_gSeeAR3yrq3_Y0KBk121HTuAKw6arE-DewL2bLlKuh7TMr67SS2S7oh_5lKPohwdrYd5pyNvHTxdAzfR2_PvxF2Y36OqY2G-ywQF0qPW9IWlRarHXV2Dk6lSL-A_p7JXugjDBZ0g1za7gx-eDWoIfyFwrPXyw3MBQA8A3xgX-eJAy4God8bVCXLE1drIb5SdEJu5uhqcYyfLh8KbeV-8rbWaCkbUpYjbhHkBBi4
103,3.3,3.0,3.2,3.1,3.2,"Milano, Italia",Oltre 10.000 dipendenti,1955,Azienda quotata in borsa,Ristoranti e caffè,Ristoranti e servizi alimentari,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=507&ao=1110586&s=58&guid=000001862143f1aebf8d562e87e081fa&src=GD_JOB_AD&t=SR&vt=w&cs=1_b77f6a66&cb=1675595346940&jobListingId=1008395681511&cpc=6BF42D0955AE9A34&jrtk=3-0-1gogk7se92thm001-1gogk7sf5i6h5800-7f3b0d00d2dbf86c--6NYlbfkN0DEfmD6JQM7-HYhm4jDDmBcRH1b0qR7FVEjWKgiWJa8Vkta4xcSCYyd-tWClGDXzA43y0iEAqwBTfMeyMxPToCu1vslJbhGXLRkBDSyJYBa9E8hjbG_BAoZp7auPUIXL5uyM79ixmbG3Z3g0JVTgxG_BrsXfBHDh4jTf_PBA6GJ6Iw7PjNmmjAeGW0lc19W7KmuA-k6WGDmfY88qngOIjxz0SkIab05mW9LqWIuTgZGtI0PaivLriyYr3TMFnM8TXBO01AugdTHVaW_HRGssdb8rpkQARiVVYcLYjh3QuiJ1rixgHInMtJn7apKYGu90GGUtUgQtv9eYQZVU-37QG2Gp96SubCDs9rL9pIM0gqhLOhFhCTNdN2ozZ6be1xaQMz3cdpzPe37ZOD7LPCspUm8i-VNDrq5iqpAC7v4qxumJcpZinhXwhqepY0tcgNRlmPAKVd-1MaXksQg7QCYc5ybuWhsfsNA-BIAkf-s6KhbD3Ajj_hsYkN9vTptvg5Kwdvg7jfGP4yZPwMZp1GTD5perum5ye_73V8xlb3ZAg0b3qIwsoJu2BWHudFGHbgAUJmJ1dL8SACjuQVN19rFViBG
104,3.3,3.0,3.2,3.1,3.2,"Milano, Italia",Oltre 10.000 dipendenti,1955,Azienda quotata in borsa,Ristoranti e caffè,Ristoranti e servizi alimentari,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=509&ao=1110586&s=58&guid=000001862143f1aebf8d562e87e081fa&src=GD_JOB_AD&t=SR&vt=w&cs=1_92635a85&cb=1675595346940&jobListingId=1008385888191&cpc=F7A2269C793D5877&jrtk=3-0-1gogk7se92thm001-1gogk7sf5i6h5800-68e8926220249152--6NYlbfkN0DEfmD6JQM7-HYhm4jDDmBcRH1b0qR7FVEjWKgiWJa8Vkta4xcSCYyd-tWClGDXzA58xEjhxJ7rm4clyPh2V4nOIrlxeOAU9SG_hYgdyGaRujru8IIDkxTQh0U-is5Bk_gqpIyLXlmJukyMG_1LAsxcZuRKwLhx4dUDo9P0nc58pJLo3tGOU1Nhs9jj_lSzSPgRE8g90NoXIc21KLP6Zn3ttJBvxSgTIXeZCVaqxdL6rgawz_RTTp4k2txfj_I4PMt7HBk61bmguFUVoTP3A47qcMvKxVpGmMrYmAtoNODhSC2nM6u2YaN4hrOTTl2aIoStQu0PBG8Q0xSE-B1CXJUKDihEDV0ZZfmwdjs75ei0Wj0liNgFhLzTE6x3b6VVOvnzDjN2RNW_vsubPCdWXiXDYOH89s-FME6_qov4lF5A4CsRTZIVHvijgJULgaAER4EHi9y_cDMzmQZeOz3hgWBCX6SEqtpV2G-ArrP0hGYcONDPNil_fUtPERTeiZAIU3BAty7EUbEPoV7PB4baUgnR2V738U3X3Jo-2Ac4K40EKJNXyfdfK796tmhsx_jWJr_P8FDpeIFCAKnT9BRxUGeI
105,3.7,3.7,3.5,3.3,3.4,"Londra, Regno Unito",Da 201 a 500 dipendenti,,Azienda - Settore privato,Servizi di sicurezza e protezione,Management e consulenza,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=510&ao=1110586&s=58&guid=000001862143f1aebf8d562e87e081fa&src=GD_JOB_AD&t=SR&vt=w&cs=1_19b0c847&cb=1675595346940&jobListingId=1008215080017&cpc=F17331D9BECC482A&jrtk=3-0-1gogk7se92thm001-1gogk7sf5i6h5800-ca81da563745b753--6NYlbfkN0AuA80W_3cs6Dth4YbTeQI37u8sczvon5s6wI0jUH1qMFmofYmrLXRV3Tj77lObNCtJR4LX2Uw8tfOjqy6VY_WtmeAYUe_J7QoYFQqJJLqWOHFOp3gCCs-NSs1YdYHZOWhnESAUnjbwTN8oHyGlKc9li04nxATyKEua8Q45QmmbztTtH8WYUpkUaVs41XgLOlvJMrYIn6eIsb2p2yR7TYXMm2g_-mVIY2YM3CrA6NiNYj6IRYYKzuc2VegFvYeOS-Oeged8Tc_Bve7qcT95YGONh4wcu7LIYfinKJcB-cYccQzCs0AToacohv9Rq0Jo8USitiuo4lsEgZ3QvHvXh8ro8ySG7cVopWk06GGQPSzs4qpb9Wv9yHRph8nzmZS1xXQkuAeTSnKfxsFhnGZQ2Zlngv-FUfC2lVJJTENNjbtpdN-psgWSn0E9HOJw9_NFl8tdDKvyc0okI_p1x6tr0hw1FpQl8Y_nxOsRTjN_xFzQJxMeBHxha8kGCZqDBcs-DDh1FywJUomgPvsDS_okW_DYFwnDtjSJtb4pGoOiXogf7KWZaXy_tv9AorvWNcoUGLPj3N4bPIx9j5zD0JY3mvOjJClYONdJD7B_uUtGub4L6QXJojaVohRgEEziGygTBj4UVmlMvltSLc3mMvvHRuDaGliw3P7Ff5Xo9VOVQT-ujIO7UltzHEfQlBZqJ7h5wGyYZLyj5LwxbmuO0xDr5Zi4B5rG0WbhrOP3_3VSL9Z2olAMt1wnG01G
106,3.7,3.9,4.1,3.6,3.8,"Beaverton, Stati Uniti d'America",Oltre 10.000 dipendenti,1972,Azienda quotata in borsa,Produzione di beni di consumo,Manifattura,Più di $ 10 miliardi (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=512&ao=1136043&s=58&guid=000001862143f1aebf8d562e87e081fa&src=GD_JOB_AD&t=SR&vt=w&cs=1_f74cfa46&cb=1675595346940&jobListingId=1008432984722&jrtk=3-0-1gogk7se92thm001-1gogk7sf5i6h5800-58048e937180e7db-
107,3.5,3.1,3.5,3.5,3.9,"Castel d'Azzano, Italia",Da 1.001 a 5.000 dipendenti,1922,Azienda - Settore privato,Produzione di alimenti e bevande,Manifattura,$ 500 milioni - $ 1 miliardo (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=513&ao=1110586&s=58&guid=000001862143f1aebf8d562e87e081fa&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_bcac5b4d&cb=1675595346941&jobListingId=1008383305986&cpc=C19BE7EA145E205E&jrtk=3-0-1gogk7se92thm001-1gogk7sf5i6h5800-384d2e11587bfe65--6NYlbfkN0D-r04y-VhxhmZ1U-dm_DLanMtn6jy963WhZrwizBegoyrRJl2Wav6xOC5bmy44OU5AaqWWqTFywhhRzd_mjnY-felQjf03IwCSdWpcNSPjmX8OhdYTf_c0j9LqPQ73D6FNCsGinwmvpqhlviJ6tvynPHgI2cS8Xf2jJ2uVhFgLXIC-LcY08wzZwbuXA3UtUA-UWevXeJ97R2a1uDEGl5Z4-6bE6ghr9iDoI2KRp22AEs2dex6iAbUMGnw2eT1MTVm5tISURAktJQeGZADZRd3DkrwKbGc54-IAoG69RBTbAY6JLEXG1Ovo9xSAm28_LQYgweGixIK1Gm0nBpfNi0IFJNAEJG4sQnkgc8BTYV5K6JKuiCQtxq0pWo_K2kugIhtl-IZIn0eExMThJVrU7tjO4VmVlz8txibG7u_Pv-kwX0xPgeJNRYg6UBJ9jw6Kyxqh85r-4Nh9vNhJRtRGq1BSeiFbtscILNab_JzdURoIePHA8KiGgi3MtDvcjDn0Vuip7Tx2748ElK--3OLfqjNeKk8KLwqYOgv-FeCMFsSGldxXRjAsHEoL1JLS88rG8gL56Z5NCvnt5MHx8Lz2YEvifZrgH2z_8dg_4rMoFjigFgFbTKDkRxl65OlZWulmRe-rR5aNJJx_7A%3D%3D
