,Opportunità di carriera,Stipendio e benefit,Cultura e valori,Dirigenti senior,Equilibrio lavoro/vita privata,Sede centrale,Dimensioni,Fondata nel,Tipo,Settore,Segmento,Entrate,job_link
25,4.5,3.9,3.9,4.0,2.8,"Bresso, Italia",Da 1.001 a 5.000 dipendenti,1988,Franchising,Immobiliare,Immobiliare,$ 25 - $ 100 milioni (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=201&ao=1110586&s=58&guid=000001862143220ab1f2eb5cb3764202&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5cd806ea&cb=1675595293709&jobListingId=1008447668212&cpc=009A9C8147DF705D&jrtk=3-0-1gogk68hdjc98801-1gogk68i0i14u800-b5753c95e203960b--6NYlbfkN0BqFYcnGQtlgZUyEPNOpiDdgWIzo4J8ITPECTVQq8Qp8cTfoGaBG9wT-W7RhTdx2TvhQiLK1aGbc7uM0B5WibvXLzAjPTrZm7yXjamH9GKiAU3AEHiEaifoX-M97PijTuAno_VUVaPMD5yW1aXh6PpkZzNPSdle48jJtV0tgTp3UwvnALhRycF-LfA5Uf4tSClso4zrcw8SXqgUbu0aaFWtyKZvTJCZnqTrqhpMhGr9YCoOxTNckyH5VTxttI-FsXVBoHHOFKocgzAi0mOYBpa0NbQn4Ym7NmOOMIf1NPKrIlK66A2byEHdQFcnCNfRARgrOmGqez7kHLKeeLXgWKa45xDYWSF24Xxw56BvTMcf7dgDp92XSZ-GsoUwJGeSFPNvXbhu2XnJfvbljOc3p8mybvMITHyMK9Kx3mA0eW-EGDS-TobZyKMxmFHZ85HnL3-q9KjHOQQ0ENFGPw6fF-kexNviFLfClDKU_i_BhtjtCt6AVSU4Dx1EsIEYtqIsIcVePqFv3NLptGPvnyJzLhQ_cTV2WVMtYOXMLmcY2CXMgg1-zTM3cA0N2PEYBols_KGNH8ADWMNC78LbjKfQ3bv_pdCjPDo-DA8txpJ3nHZGYGd88m1CQ54xc8Yw_eQJ34xGr7NeSReIs3-hXBS-uNjq
26,4.5,3.9,3.9,4.0,2.8,"Bresso, Italia",Da 1.001 a 5.000 dipendenti,1988,Franchising,Immobiliare,Immobiliare,$ 25 - $ 100 milioni (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=202&ao=1110586&s=58&guid=000001862143220ab1f2eb5cb3764202&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c221f42d&cb=1675595293709&jobListingId=1008444874016&cpc=6EF74AC2F94C1840&jrtk=3-0-1gogk68hdjc98801-1gogk68i0i14u800-e1b887024f105dfb--6NYlbfkN0BqFYcnGQtlgZUyEPNOpiDdgWIzo4J8ITPECTVQq8Qp8cTfoGaBG9wTbgSWmAQXM_sAzRVFBm1EDJAawoRG3RM_TGfkVFHyAdz91VUncY9WYBY7rAqiO8bnj05pE7NBVQ5aYXtVqFjhimCv-0Onwjq8_MSQ9VRPPty0CkM_vwTdEFgAhtZXYeaLuQYQZYNXD-Ihc8iXRrmmEXFbiS5oOFZshK0Aegs4wjryFPcgZ65-Rf5zdUvyEYdtMQlx_fHjvkGLU2T86Q90LhX81hqi0hvymHbI8E3HpyJTq8NXKfmdu0sGYX4tsYq7m2frDTBmF6bISQ0q8oVYCVTWQ5tASxRyB4bdwKanlFkiPmAek55F6JAuIVwdkuMXvAKLYTcWiiCqzV0zYDINTycKEI0FE4sL7ILRB7YM1_jfI_PyOMR05NGMC3xzT_JxnAg7_FYwhE4elpAsc8KPmeOmUb2N1NG8AInApCEqR3fRbDo-e2Y_WvdrMEhydsgYjTgn7QCnNLlEE7iJycgwuqgRhthRh8Sm5K4jtPZC6c5H0ctpr-6BWoGITK6hfNBXmewoTuOHQ6oYuXvn980Sb2Xgl7vR-B_CxE5YSKhpvAuVpyD5vtyyXDjYh8Qe7Hd7ycHuq1R1sveeZ69W5WHckau9QnESEL0D
27,3.4,3.8,3.8,3.0,3.5,"New Hampton, Stati Uniti d'America",Da 1.001 a 5.000 dipendenti,1967,Azienda quotata in borsa,Produzione di alimenti e bevande,Manifattura,$ 500 milioni - $ 1 miliardo (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=203&ao=1110586&s=58&guid=000001862143220ab1f2eb5cb3764202&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_374a0e9e&cb=1675595293709&jobListingId=1008303903008&cpc=DFCAFF9DFE7B86C3&jrtk=3-0-1gogk68hdjc98801-1gogk68i0i14u800-4fdcc11762f2ce9b--6NYlbfkN0CQtaRDYkl0Ntqfbtj3izpcqPc78ZyAcA-fvAHHxqX2Tz5Fr_NX8HytIfM3WYjIOtvkrD7eqjdsT2hfWPWITckgVxlJpUwgF3qdAB1Zt8mNHbAAUNtzI_3nO5MXso0gcomcw3HdKbxJbYGRIievRNg4MzaCZmw-uxZIqn5jFPdslfZBuCM2jvROlFHSApdXyyxsaPC64nVRKNH3BbuVdrmH5_bb-e872hpOkVHjBIx8IkdMgZGEVqOsA7RnLaNk55umdsLeVbdW1_jWFN7PqSv1hUGqH_K4zZz05bKQlInKUL6aRaQW7QeFElx5WYJO4mZ7oHs_bovatb3XUDGchzcOoS5UbU3Ci-UAzV03lD4m5nOGpP91G3Rcb1CN9hJ0pFezdwo7v06v-SsEtDYEd8L6JFsmMm4wjPN0lvrsfaTG69ID_5mQIBOQo4kXjCe93TMFRiDlkKjJrVNmrEaOvUXuqZ02VgTmVY81eipwiRHl1ds_Gppwn-cWDed9dqmN2Jt4912dfeQ4q-yA7uhQZFTsbQlwYrJNuzIRP7htC1_v4O_TRK4QG4KL5jAwT1F6umgY8tfBC28ZFQ6iZz7SXnsYU0Ifs4JRB_WH5vjCCeE2KfD0p20VFOjv3cZPeQZxpZc%3D
28,3.2,3.6,3.6,3.3,3.6,"St. Gall, Svizzera",Da 5.001 a 10.000 dipendenti,1858,Azienda quotata in borsa,Compagnie di assicurazioni,Assicurazioni,$ 5 - $ 10 miliardi (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=204&ao=1110586&s=58&guid=000001862143220ab1f2eb5cb3764202&src=GD_JOB_AD&t=SR&vt=w&cs=1_032f5468&cb=1675595293709&jobListingId=1008414371041&cpc=87034903B3AB482B&jrtk=3-0-1gogk68hdjc98801-1gogk68i0i14u800-409d6ec2f14be264--6NYlbfkN0BOwi1i69VpF_CcVUFuRv4EMgP_HqqV-KItCeitfdWKqRBH-dC9sAlqyZuJbgaqmTZpmKuGKiNV6_Z-2v5yA4tZyn17RfidYDreBhJuTFI8_Tj-HP3Oj_xsmmeOcKsx0K8gBqxZB7FMUd3pO-d0fHTXMCqBe8SM8V5VqmqYxQTCWFPJ-Aa_p3zEy1szObg_aFh-B5PJUh4K2AdK_soKrm_SBaXx7MkZOX2hXufu8ZPR8O15TD3ZyMIMJeC5C5YXna-V8pIYZTs3GBSx4J9SCEW2BbVJXOO1RVy8F086fCsJjomsdoPQpuLXOHP94frfwf5vgslHo2H02Q9feWqsMniPR-le3dDN-qSdZHqQiqI0ndeglvR2cT8TAMUgLITdDcmOTlzH7NJRn9WDdBOHmzVS3KXl-p_JTz5IlaQHo0VIpewpBWjhgcYfUrj_Z9L1rYfkxXER0roK0Ryx1pWsus4EfFcWCHmInCGtoho0DBo_Xz6PM9eSg-5B2ur2vjXdDoeBdeezQtm6W1S6JVCl2hsoaEl9r0k_8CFB6B3Dd_X0prsa0Ua9AxF-vg6KAhJQHpRWz8G-0DvJcWALAS6vumbB-WHuQUckqBuCYyrpRhYPTSnvjt6UWP3kX3AQ2FHWBmxRCivCuTIyQrW2_LmeWnz70k1-PvyEvbu0zrLOPnmsbcaSXR_9dtNCC-P6PlawJ01XOENn7bIWF_IhAXfWnVSx5nw1BN0sHr6lwXTnCr2_76maEHY6nWwZ2Zl2IDO95R7PlO8B_Gvlw4wW2bYGd8D3JFSpMbRMPQvwRZNw2MDy0hjKG6BWsb3_S7G3Jb6kcb8%3D
29,2.5,2.7,2.7,2.4,3.1,"Parigi, Francia",Oltre 10.000 dipendenti,1992,Azienda quotata in borsa,Produzione cinematografica,Media e comunicazione,Più di $ 10 miliardi (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=205&ao=1110586&s=58&guid=000001862143220ab1f2eb5cb3764202&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_adc5d002&cb=1675595293709&jobListingId=1008320626840&cpc=036CEF58F9688075&jrtk=3-0-1gogk68hdjc98801-1gogk68i0i14u800-988879bc9553db11--6NYlbfkN0CX_LllCW0038eG5KcbQa1ryztUI5cfWNl3zQuoXSGfOYIi7XPpHnjOdHY5zUHTy5kW6ZsLAsPsVYPz_Dt23hZ1ns_qrhk1vja1hoC69-HjGp0ZkZKmtvmua8H7cvj7w6tqjy569pHzfSqIhf0AZatMU6K60Lm3S4FfWZjUZqrdO67nwZb_EZjit9E4nCZYJkd58SPToFY207avJCzaWezpZOYh1c4LiyBTzEpIai47LlPO-Py6qdsw9XbUk2mAWdB27yKEqHqn0zidP4PvG95HRiLzT4XB_TiHVUNIxF6VUArC8Svr8pUR09Pndbq9xr7Ul21q4Hwn0T1TB4ATYL2hKx9AoOf78xxt7hPBg-eFQIkEWJQ1gyRpp-bM_T5aIOYODm1m7skANbZl0_DZHsBtAR14PiP4mSWZZWSYmZVFSV_VEdN6R-kkM4eSyzXKnxPNomoGwKIlkw4JvRWmeEXKis1b-ijQQRqXA1FGwW4kwoi4SZq7TdA0X_jIg05m585pPBAIg9fjfkHrwwLjfnuyoqJM9Y-CaSGm6Gw4rUxMLo2qLPKbc3CEHvJuFASDvSSjS462j2b_0L5AbF2GK26h_ah6ATs42hZlSZbpIG2wa-jKbOjwP8jnYYLkcZC3v7U%3D
30,4.5,3.9,3.9,4.0,2.8,"Bresso, Italia",Da 1.001 a 5.000 dipendenti,1988,Franchising,Immobiliare,Immobiliare,$ 25 - $ 100 milioni (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=206&ao=1110586&s=58&guid=000001862143220ab1f2eb5cb3764202&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_56d3b6e4&cb=1675595293709&jobListingId=1008440017066&cpc=D99DB9A39DE67464&jrtk=3-0-1gogk68hdjc98801-1gogk68i0i14u800-a049fd7a3895220b--6NYlbfkN0BqFYcnGQtlgZUyEPNOpiDdgWIzo4J8ITPECTVQq8Qp8cTfoGaBG9wTWNOvjUEu426nOCE0xm5EUha7EmRfPeH7IQZtEhM2Sq3R1d2yqsmiuXNz_mpiBfyo72V1IqS4piOmcNWCKe7NA9s60NMEpL1yMUFIG0RSROqdMzE-he-abE82NbaitYw2ynaujc75pNQlcWpzA0Xuxi4mU0lAh1BITDO1jeCjoRM4Xne5_xCEKfb6ADQ6hSuRCrWJx_twy1y7oXV64uBmCShiHPrfCFUCEj3mHn9bnuKdiTuJbZCyhuB0HsLWhon8AM1RTqvtfmR8xBbcdvCyPYVA6qpIoVXbYwgoVSrNcPTQjKFy4kdq1M2pJ2pnYz2kAu1Ovn1L0RNo4-EUxMw5AmIRAfTacU0wpEEOem6AghVpg7hx47T1K5TMyopGCkwk16a9DNUCp_ihHJ4BGIJC4PxjfIGUVcfh6yuf1OAXl6Z5VQDvlaSXNxVauyfCrz2DeAmH9u_D2dxIsvNs_yJGuhElGcceCs8wD5ceTuKdOpLqQ57qiSiuSv5EeJeKAsyqtSQBt4aLehhGPeBc61ClX0k1RF2opfMc8pKzzRkM89N16FpLMGP6bJXzPTq4YwDfMFhQK-a-W7dk0CboT5kxMK2G8CS2E9E_
31,2.9,2.8,2.8,2.7,2.5,"Verona, Italia",Oltre 10.000 dipendenti,1986,Azienda - Settore privato,"Negozi di abbigliamento, calzature e grandi magazzini",Vendita al dettaglio e all''ingrosso,$ 1 - $ 5 miliardi (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=207&ao=1110586&s=58&guid=000001862143220ab1f2eb5cb3764202&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a583a1f0&cb=1675595293709&jobListingId=1008033035196&cpc=F793441F64F6F721&jrtk=3-0-1gogk68hdjc98801-1gogk68i0i14u800-63ac18146729baca--6NYlbfkN0Ac3PQLf4kItVDhYN2zbvuJ7nFyTq1gElAGQ3upSQdcjrCR27fqEoep-82PBrEQSd9ud7WIszCEM8wooHD2xxmCqohCdgnyhNyER2151EhxMZJQBOxKgO_FTX-BjdZ6HDSBvsOsp3MGcuvl5f_8OduFNlTzDjc3SR7kHcyylpaF80V3QPg4ICLho-8K5zH9VrVUFpLSdud63j8ENBcSftvrWThAa30iml7vl1EXRyOprx_D8NwV1-38-0JawVmutCs1trD6XUAfNMJ1XBnjIGknH8yvW-9oE2DEBBkXVsM1jha8R8wdEKHnxZUfCxMBUE0duboJLw7ziW0Zm8HM-GSkT9WImKMpgxNv8JDdaEfB_ua_37A2-9FMuAibm0XeivFdilIidEiBEULQ67DuS7fG8kcjgbm5IfNVUB4cg89UUj7w5Vle1D2bb0wfk7zp890P4m-OEJNHMa1GqMqpcbJD7kKYe4vALlw6Is5rhq7V7TDfbNSRs3Qz_7u6YSf_kDcJJXp2eSIKmZwqwc-XfbrxKC-m6trGP1yeGMFRWN3ZjOHdPvM2apRTwgNstjRoxRDFrrL8EOC4lUbluMb_xee7S8l1uam2UIL0xNfCjyZ9e7AxhXpuAYL3323dT83Jxr0gak03Cq3Hjl2868-Do4Fj4BFhosFwERaNX-ETz0FsUg%3D%3D
32,3.1,3.2,3.1,2.9,3.2,"Pittsburgh, Stati Uniti d'America",Oltre 10.000 dipendenti,1883,Azienda quotata in borsa,Produzione chimica,Manifattura,Più di $ 10 miliardi (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=208&ao=1110586&s=58&guid=000001862143220ab1f2eb5cb3764202&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e61cce89&cb=1675595293709&jobListingId=1008430539116&cpc=21001CD36CB5FE0E&jrtk=3-0-1gogk68hdjc98801-1gogk68i0i14u800-907eeae97a2e8d1b--6NYlbfkN0DDrS4jhP5yVTpA5bsI4mfXw5mYAEEDuDeYpIPRWhFhbpmDEV-K69Ys6mMatqs8sPlkqt3Xd_FF1onFK6U4bjQiP-uyYeOyCKQKLkyUptgAPvLrJsLzMPCn3ufLCkSFHGljeim7TS8tZ0y35RDVPf7m_lsOxzbFmf3RG0EtKXxOMCsbh23EslxqZ_hBRC-5T9xjqdFxJJVUXWxHN3d2Ah9aXk7oillknzjF9kkISuOLCJW4fnPECrnH_O2_2vDsoBX9roFdaOYZss3xN4Xr0mNHzJvfxNyWpLzFndmZthlRDeWJs5rTsGsV6nYLKwPmqQ0g0cTaOTjq8nSr4_SM9faY40a4-CAauhKgIxBGwnyDW81CM-cFERJgt8AazyhnpI9YDt_hwz5xej12mGM6BjUqBSEQX2O6YK1dAjug-RRDHT2ADT8MMAsD090_hBZFfbTZzuwxyZrnrgtecY5RByAcy6G6h3kykGYA5NtWJptWsSMm1kRrmixoa91VDUmGpszoax0TRP2iEqwqWe4UPAWf-H-ES8bdlFev7qHjdoyIhLTZqDHxPexrM4ct3wO5WMkY9W2a1E4_Givqf1RVZRE0uscf3WQoGbRukhFxrbTP3Lu5peuvxeU4XElIoeJDTMg%3D
33,4.0,3.8,4.1,3.9,4.1,"Milwaukee, Stati Uniti d'America",Oltre 10.000 dipendenti,1948,Filiale o segmento aziendale,Consulenza HR,Risorse umane e selezione del personale,Più di $ 10 miliardi (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=209&ao=1110586&s=58&guid=000001862143220ab1f2eb5cb3764202&src=GD_JOB_AD&t=SR&vt=w&cs=1_c3624b23&cb=1675595293709&jobListingId=1008437203366&cpc=BA15C3E50D27FFE8&jrtk=3-0-1gogk68hdjc98801-1gogk68i0i14u800-b7bec44f76b2a8a9--6NYlbfkN0ClZqaX-sKdGgzOio3yhb4AvR-vSPstYNRqTmgyaFf4FZ-v4zOA23Z9oedstVK51ytiHeSf1arxSSrALCvehNG_XWv2DF3l0hUTn4-Wk8fAz0gad4XC4SZdpKYLTsYB42JjFGIvSFbf2IrNJcst1LrcRo9y_5_ykm4mBUXpzacr-kDNTXcRWQhwNZlSE9F-cksmcsQ8JatC7iRXI6zNOH3OixuPDX_RU-b9gQgun9o_6PM3PrrTq4dPeyUYAgfFndCthgrfeT1RubgRUM0kgIIuw-Narx-mvjcQdf_Ip4pBTBNQSDX3x4lFyYKawToWyTGUsMNcdy4hRwpefiRWw-LsI-KMKT8jf0Tdc-PI6TBkkEoIRKWx5huBgflLWSm_D6jAuTUVTHZx754UmSONd4N0JKmf3E3qx9wC48P274eE3sy1Xbi4i_PpcRCMg9XYZtj43KaaMW0vi5CFr6Boj31tVYtflpVX79QEao4K9vlheMnUseX3g2_M8qtCAkWnRYLOzp0WZPGJYNiBz_M9DjCpTrEE_YTKM-JiSFNXocy31-332OG1FPbZF-8erdwNzwwmMvr8312yqaCwvIzzArClT_Uqbm2eqtsgIXAyj6uV94tkKMSfeBEuVc-3v7YfUZvDaxDTdcfgYRqYlrpDL1JT5-aJPAFC3VRZlfeyzPu25WAKPC7oWe-nbPQsqa31ok07mADFxK9WK2JMbxFW6oNiEyjDQ1IrMeO5nJvTMN-G0A%3D%3D
34,2.9,2.9,2.9,4.5,3.5,"Milano, Italia",Sconosciuto,,Azienda quotata in borsa,,,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=211&ao=1110586&s=58&guid=000001862143220ab1f2eb5cb3764202&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a86323b8&cb=1675595293710&jobListingId=1008414743921&cpc=9FFE37255B2C047E&jrtk=3-0-1gogk68hdjc98801-1gogk68i0i14u800-a82453edd49e7649--6NYlbfkN0DZDHVhFOdwzJgexGg5FupE3Xr0sfAYAXlAuu1llNEz9WBZU4e2Erpo0E17v4Dii5h-DVvHNLno0aY1PHU9EW7OeF_-tJry3BjQAoNpLJjsQkYVBotQHvAVUcBkUXnF2ikby1j0DME7AmZPemcwlz3GOteJTqs_GnAIzKOud1ig5-uV_q3memeBgxVXZ0FyQhWoYcvDN8DMWKj0GF9nNj_99ghh5-x_3TJsjsfEdfiAd1wU0Mdm7TZJ6-KCtXcnzmQSjKYlOoJYDWVrm9yGQdPrBy2T6q7qysOSK0fskZb60UIaLMPNBOXeQvuFZTDuql9gpDiFHqTqxh_HAAkouKvREUUx9IBVg8-ZHsfr7BWmPqLl9XPhcmaOGPazbciWd8jqPUFSndlhvM9c3hv6yfyN7J2wq1_GEVjKls8lBpNitiJIhRnmBCw_wnRT0KLoNRclJ9961lg3Lc8aWuUSjxTLbpqHGFzLp6brzn_G3mZ9DR5HTETAeUGuqJlI9ZSdz37KzZxson8cpmQZbwHnUhr2DE_vpKAdV76xm7SahgVCFG2gd23JfScbx_V-KHv2Sw81G_JuHMHPOeEqjDk7pVehANXv_3nepFhMXcvu3OiUgaHhxVp6y5mgYl8GC_gUvWI%3D
35,3.2,3.3,3.7,3.4,3.5,"Milano, Italia",Oltre 10.000 dipendenti,1998,Azienda - Settore privato,Consulenza HR,Risorse umane e selezione del personale,$ 1 - $ 5 miliardi (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=212&ao=1110586&s=58&guid=000001862143220ab1f2eb5cb3764202&src=GD_JOB_AD&t=SR&vt=w&cs=1_45dd82a5&cb=1675595293710&jobListingId=1008443666853&cpc=BA15C3E50D27FFE8&jrtk=3-0-1gogk68hdjc98801-1gogk68i0i14u800-84723a746d2bc5ee--6NYlbfkN0BgysnIr55e20vnvfGrU75tCLJ-2bjT-JRpm-kAsv4N0PIv2yFvvZBUbYZTha4ReCDpjTuBPcybI7UUPyKWEM3cPkUaTrFFo9PVAXVnTGUj7Vf-NDJ0lHXgqlHzwMKd9LA5y1eTAVlYjw9N2QxH0pkAVCtKMsNOtOjOr8oTX1M1B68vi8H1jVmfT30mHzqgSO4fySrFyXNrBpRWrv0oO1FnokRgqAkkxlf_pX6wbhw4PtTxStS_mesGEgzBf-jszmh_5SQzxsPJM6TWgGGqVWmq5uyT0OKPekVJWFf0oXH8ym8j9AI3MFkW7zUlTtSDZZj6oRdNC9Bn1sVz_lwOSn-gqMPnJ9_wHaMSvN4IiFkotvMXoYf9U0P5V8PX0Hgt163FtstvD2J_BH29zV1orNaqfhf-FP090-OziZnEaPYx6qerH8d-N60kdZvj7XltOFv8oDLT9fXk58qSkk2O9Hy9QXxEJ1SQGQa37UYirsG4Apzc0YNYPVZkKeZvf597guqCp1uDD3mBq84HVmvHRi_oQWBzt52-yPovfq4D2v9aNZDS3xSo0pwG3JK-s3Q4GbKb7p3BmBsOXMEbalbBBm38WKPT5NLJOIq6zJif7m6LCZcHX55tHH4Olwr_vf3d2iZcsOhzKSI8BcP4V0HvpCSjGFZ06dXQ9KN2n7jmBq2GVMV3VIJIi9ju1bE8AWxCw9IYXgmPJRTYnMm1vyXae0lJkr5WMo29q2I8Mm17Jaf1J9k8TuNPQC88OCIe6ASS3kbel5-iTy9YGRMWKZn1FgxPakN6OlPEifqLFgvG52PyqkyhQa5eLawTduSY7myS-Pi4QUoDU9gJis--qf6K1QpwAlCqshOHrh321SG1AtKHGIxHKlrC_oGpiDKO_oqlrQqqHU5RK2Ad_xKmL0TtcKpVKpswnhRHPIw1MDpmxrw5czCfWgOBi9Wx7BUiAPt1xj0dhsF-ajdEiPSNVLfrz_JBISoVvLwECYMEw2OZLqnrk0KthxOPz_t_gymdHszj68c2-3zZiVqXH8wEaX12arwEkDY2TjHguJH1RKqARVaWCJnaHkuh3jPMDo5ydtmxd5DU721sTbSyw_isM5Hh-ORTYup6QdQ6qoomFvCPHp6Elw-Wsd2sf1W-3rRRVLeV7iIzSdjjSOSOCfiSke8sSeaHWwf2iJg7_jAaHjegrEnxGpan7AcPvQ4PCKkxi9GI1BvUWAmEDGMgBQnnZjmk0-ORefRa1-qTdckucj-EPcozhQ%3D%3D
36,3.4,3.3,3.5,3.6,3.7,"Venlo, Paesi Bassi",Da 1.001 a 5.000 dipendenti,2001,Azienda quotata in borsa,Biotecnologia e farmaceutica,Farmaceutico e biotecnologico,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=213&ao=1110586&s=58&guid=000001862143220ab1f2eb5cb3764202&src=GD_JOB_AD&t=SR&vt=w&cs=1_806083de&cb=1675595293710&jobListingId=1008304162938&cpc=34670CD602BE5E55&jrtk=3-0-1gogk68hdjc98801-1gogk68i0i14u800-34e6e7846913ad5d--6NYlbfkN0BJKArFY49IRn__7OTokeQjzOtAQ3tICCNiDT8SJ5k7t3oFnrLU1IlEZAG3MwcTedtbwQFA5rX5g7r9GMVXzWqfnC-WhgJIiPO4HJLmC1mjokFLI6TwqX7hFOIg_ljjUshV4Nxq0X29xEKQb6b0X410rkPKbazH8pLh_Uvp7ca13QEsZD4RhcLMBAvyK2LceOpNmK8tQXcwOpE4nG7w7P1baN70HtqNOTdmsw1RjrNslcI2hHJNrTGT9Tof_FtBTMt0vWkugS4zhWPoI3lfUOsH8_l80Bf3unLJ9p1Kjj1bsa9pUybqJJccmuru6FRd5yvwWz2JFjYFB7r9c3KrKdifAfS3SELXtSYFnuMmMJfWlL_yjewLnoiWRJ0MrCYjaEaX2sGF_I8b00-sMy6an-bow_Daj49OurfAhydHouDLXm2ZxDC6S3B7m7A8qPGd6oenvo5-rkGttij-t17xsyhUYZbi8YsH_s1XKW3pMtt_KJkp629-whikmzluv18VvJYMQLITRGk4_rOXqogbk-RLcwnQ08eJ-yTtbfwgwRGJ9J3yHEp3W1OJiV5oc4yNl5Iv-OR34awOs1ZXeBV2ka3hDdJyVdBJ2MLc-1_OyHC8L5OYKYcHBjoj9rpYI1LQpIdUqPhmHDJR6FHj9LZH3maQ
37,2.5,3.0,4.5,3.5,4.5,"Nova Milanese, Italia",Da 51 a 200 dipendenti,,Azienda - Settore privato,,,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=214&ao=1110586&s=58&guid=000001862143220ab1f2eb5cb3764202&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ddc440d7&cb=1675595293710&jobListingId=1008446765491&cpc=81AAE51C33FDE227&jrtk=3-0-1gogk68hdjc98801-1gogk68i0i14u800-6252ff3c1842eb26--6NYlbfkN0A1zRCsMDciv7A5RTKGVo7ui4XlqpRSlneq1xrlIH3EGsw-YYFSVQmrlBb4T9cIEumcpxlzrXsd0pT98MwAZUtSwWO7BtzP99SfaQk4AuUytWMa6XKm88CTEFIDPToUINBSqHuG8btrTwmt_d2db_yFMFAuleOkQrpg7f3ugtlApo8JemHrZbbz3Xy3yAA7Vrs-OmmmKv5ZcjvsuxM93CR7NrSN7ri_jFiQ4G7gMpA4de9p6ZJcqNHzLmhKep6dONRc0xdAfvRrjHmHv1A6ho2xM2yRyufjoMS6CTiPVSo0blg9kbGTfh-933DYBNcUrLHX3sLmcYDq6LXSnsL4jqoMu-uHFpxUgFJp3IMwqds_70KeklMfODNxlXATCCHXTYt288m52e5K1btxQZM78gToW5ge6qxNynlToqHgP9lxaCrV1JSU1ymkpBFJXRvDE90HajdvWigCFbSuYUqZykgQx04rkqsEKrsvJvIwPDfHm1H52bsZKaoptmrLX4Ix2Db1ynP6XuTbITGmm72inqJ0MZyXVz1g3Q_DxoMxnNqdWcOPhcJSf5zjS2FLW64_Dn7qegejoG8JO9oVkUv_TDzSPPUE9WQ-288Df9h-Vmmvnnxsx3FzwSo0K0tkRKttpfSpUw-XQUkh66Au69GQANtJrJYHV_380FWW5zWMYqT3-kVR3NNeqxtessO2eY2M8vwCKORuVzndX5AETrwRfGDMFWNbly225GS0HvI_b1yC9g%3D%3D
38,3.0,2.8,2.9,2.7,2.6,"Milano, Italia",Sconosciuto,,Azienda quotata in borsa,,,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=215&ao=1110586&s=58&guid=000001862143220ab1f2eb5cb3764202&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7c6664fb&cb=1675595293710&jobListingId=1008399991269&cpc=ACAF1607C5C1E404&jrtk=3-0-1gogk68hdjc98801-1gogk68i0i14u800-ddd6ced2dbc485c8--6NYlbfkN0DrDNvX3HCRTeJlTBPFcZNymvAEaBpFrZmYB9_ipl63-Eb36F1kaH9cicvP_ZMoOl33nq6AP8NGiCF3wV5bnkWxEnL9-0_khv5dpb-9AMddRqgKuddQeKl6Bi0Nh6kTsPt8eTczUlc57C7hSsYWg_tc3L8c-sIZp5cUgPgrguw409oFaVUozdDdzX_29ACj-ZzZkWq2ddm7WBowhDTN7GbzlZABppXIBvGWFsjrRW_qCtnN-s5nsK9j8IxxqBwurSpd9aW_z2Z9yEsyezmVabeeRVOgsPcruWtvuKCf-phqJzE64iqzAYNTX3pef5QrKF7MK7Itc5QewOSN9ACpS4qYLSvN1dF3hKCdkaaCd3TnnPa_i__YWfUVQXLB37VnJn5_oZvkDv4490z6MJq0n5f1xYJdLXgr-g-XHj7wanKhWJpUhvUK0tdbu7_QI8y48W3RxqoivkOifJEXCsNap1Gg3BZ79idPKu8XZ4ZADeL5Hcc7egDskIoxC6skiolHYDVGL5-DHM1K_ve6zetSyNubhHNOfMuhewKq5TF_Jg2LvVLN9v6KjnrtqiHNRxBjfQ8%3D
