company,job_title,location,company_rating,job_age,job_link,run_date,scraping_date,oppurtunita_carriera,stipendio_e_benefit,cultura_e_valori,dirigenti_senior,equilibrio_lavoro_vita_privata,sede_centrale,dimensioni,tipo,entrate,fondata_nel,settore,segmento
Kelly Italia,Operaio di Produzione,Cagliari,3.6,23 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2017&ao=1110586&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_db8daa3c&cb=1676802699160&jobListingId=1008430806644&cpc=1160948BCBA38B5B&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-477be6ba87428280--6NYlbfkN0BvUHsYu4S45ApKjIC1gOlDhdnRU-oAlI0JCG-At3CrtPfeGl05LBQ648m6Lyf5SOFXXDdHlbEY50shkvyX21AyscYBdao8QkIx2MJVq-EBw2dvVMHEEFgtadHSzY7vCefRxSW2HMjA7gWvoOHfFrAEVmgsMdjOrHiuco77QTeaab6bR_Oh3XqF97OKc_iVGQMPCx19feybrEaXqk2vy7J7GaM-4dIKyJlZwzVlgnODNdEukD1QdFaDKK571i3Heq_kVqN7nA4STrJ4zVMxASkJPEn_YLVdEx_4Am6XyfNZ0D81bw2QOI19ff96QypDc1RshWUWduUeXY2I45jmq_g5F2thiXGtBTTXkNjC1hjYGZD0VeiPpHh0FkycxPX6vkV63HVIqSBPaO2aTtv0hWePlD8hiXNKzXjC7DXznx2LIYkS199sxuatxtNzkHwJTcAzfgZYFUOaCxPbpYJpwlh07Uz0Jk6LEDsP8WJjqtwRovE-vyh4GLtBNKVqFRGDpdueEyy5tokLv3JgaUZkF-eDpMdizOoFYoHkynsQvxSzSpTL9klcnotF4qr4ulBlpQ_nODICg68Uzyyoj7YDleMnOBib8QM7frgTnugnZADPw23LFBa79lb91CE1nB83mIrQ6PHq9j-7oQ%3D%3D,2023-02-19,2023-02-19,3.5,3.6,3.3,2.9,3.4,"Irving, Stati Uniti d'America",Oltre 10.000 dipendenti,Azienda quotata in borsa,Più di $ 10 miliardi (USD),1870,Energia e servizi di pubblica utilità,"Energia, estrazione mineraria, servizi di pubblica utilità"
Gattermayer srl Impianti e Costruzioni,Elettricista,Cagliari,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2018&ao=1110586&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c9089f9a&cb=1676802699160&jobListingId=1007968063264&cpc=ACBF47B84C432121&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-5a77d91e3374a4cf--6NYlbfkN0BntUQoiG9A6Vj1j2ICBSOtsDDx97l6ABN76L_ni63cZdhiFvZVkwrq5JA5dCwkGzKeD01suO0fowchVZc5c3_hKozdIQVfedH4nxlpeIL0KVgXoICIlSZn7TlBQGwYpnl8yG0XHfoxNkE7RCtHIAjP54mCEFyfoFojwVtVTbvDqeH9mQYn1SQBqh4SfYcwIoT8fKYYD0iboUvuJOC3NSqzpB3jB6fNtWN0enuOyVwEqy-0WJDg0uWwZgQJRKv8CuZX5l-ummNFW0uUN5a90jNYqZkIpEZzOraoMFAL6bQQS2qQa-OgH5sAeKjBjRdjSJZrmEcq5_OeS1SupVkOjn6jQCfZ2k_RflrAsiekGGHeIMHkiPW9x0IeY9Egpt1dbfI855reqXfMmror71I6LZS3eVsnkT0HoEhlE9AYZXuychX4ifmkJJZ62V7sM8yHqgiwIhQOmkwclsd17Bd6ftd6EZza0bjJferohlcuvXdU5et9cgm5ruSM_nmiI7n0XXMMyCBjL5ow4hI4psq3nWzfG-mZrdOAdMxrKb53_4-7XX75NWPZR9zjzrQo30Fqz0qUx5fvn2nx1zpQL11EwGv007aOwuToB_5Kaf1XmjYxmt6Ppn9SMAEt,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Doppio Malto,Restaurant Manager,Cagliari,,22 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2019&ao=1110586&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2dd05652&cb=1676802699160&jobListingId=1008433143749&cpc=5C70DC7FEE0D01B1&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-22a99cabd4e99481--6NYlbfkN0C0jkC67az_l2JZOdjrYW72hY8OzNLs-wjENDeKvUUf1piesqsELzqPpEuaqx3MAOT-XHWw2gUdtpMOHqVj7IP2L3qH2A6zmArfK7ELC5YaoGs9z8wMHRvm9MXENeVPwCEKajFVIJI9P_YQAnH9Asyxa3kVF9mMjAdIn5axFG0rgrhU_CeBPDo_486KloRaMrjWo-JbqGEdzv1EKrp3pp_W9W3fzuCA-Z-FUa3idTOJkXrAGGK-ZJyfJ5nECtU5F-ZTLYX2ZcciCZpsvU7TfaGxUIkrfNZuAvdQxZm4OMXe-RFmJ9rwTkWN94FzXeGzU137_0xORoCH4xA9ZcH3GSynu378g75io8L45V8QF7E-vW7so953m0kOBokF73GL98Kmw34BM7vOiNit7fTUkKdgKsZObkFN5ne8IMlcXB72rE1DrQnEjSmRw_nhsCdWwrkpN1tYGKpU1btrrP6js8ruzAJ7jXI0JjKfmf_ziK4H4dDb8hdSyEwe2FB_RXelfSdXiiOLfMrogkiZk1KDUWM0o7q4vP8290iVbxIq7ARGyzJaE2yRiOksgUVLwdbFlGsagXsmsRRYXDz_7PZ--G1C2YV3BSWRnVbWED2dyC5hpg%3D%3D,2023-02-19,2023-02-19,0.0,0.0,0.0,0.0,0.0,"Milano, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,0,Non_disponibile,Non_disponibile
Doppio Malto,Restaurant Manager,Villasimìus,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2020&ao=1110586&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_81a39ee7&cb=1676802699160&jobListingId=1008411726996&cpc=FF950A86FEA5DF54&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-25f0b18842154ed5--6NYlbfkN0C0jkC67az_l2JZOdjrYW72hY8OzNLs-wjENDeKvUUf1piesqsELzqPpEuaqx3MAOT8XxSrNo8KMiWEmCwE64iqXZER_DUaiyz6vr7gKoiWxio48tEKulg1RxKgzLQ0m06tGIo75Mo2IICs8gRTmG5ZVRyW73tAfsPXTBjYAYDtGMCeszSS95XIkMpBoUZ5uaic1YPqQ7EUwlK9uMbp7reaetoiF9M0YPeK_PqcDYpFu2zrXuE4wX5QaFc4-oVLNFwjgavosyJVKTS2pOHaz9KaI_xCkdkSalZtgcOel4NRXCdieqTe1XHWyUVSOUm76iGBBkkypGY--NLSfEgQ2SdWAYabwLu7A9r7VsWCF7GCvJoZIiGEPLSvHhAYRuaO4U1iHdsHDZqbrit6WRV0EyNlcEL7ieC69JMD6uNOcOVcnHNOlfcZw9H0YiiaRTwlmolLJBKcQ6lGyGOj54tvFA3nls74ypZ3htZ4-eaeR6shnujxl2rWkxIeSRYtPgbBhHrTcDeOEmg9XOlkpFi2uL2tSv62v0SvjqbY02zCUkBfIMMjt9TcVtClX-D-LshGlCQES5GV3--oDeXUCicjhGaCuKKszScPekVGfkQ7dzRZuw%3D%3D,2023-02-19,2023-02-19,0.0,0.0,0.0,0.0,0.0,"Milano, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,0,Non_disponibile,Non_disponibile
SPECIAL ONE SRL,Area Manager,Cagliari,,23 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2021&ao=1110586&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_febb8ab7&cb=1676802699160&jobListingId=1008430822953&cpc=A0637F14311B9419&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-39f9c748528df162--6NYlbfkN0Ba8qeVLOHzXD5N35oU45FAhMn2P-ijRswY89fJ8FS84PxS0E-gHNDHChvuOrRX_YYvkmbDHfCUluZar0vfS6MeGZTbPfFrCaVHr_wLDLVDT-kdcSU7ag2rJ5u4aSp-vHJybzA8cmzwaQBXDOilYjcXYS_S4grSlNIen0tC-rVIvryv9DS7HL8Do3wivkX9fWT9tkWo-lvdcvKUn30lC7uS-ZRSI-hVU4KGqcu0cc2VvwHtVLce2bjf_gFfLuuCqlvuaa-H97HDUPmuX0OGbt4Y2qeVZs5-u5CYp55EFr7Ef1GLMXxeJEBLOTZw0Q6rjXQnQogZV5s9ULrAwwGsq2V12xDsX-9MvKNyf3QH9ea_huyveRVKDV-W_zl6tZaQ5Am_452gdBRMVhWGT_fEUCGuM7tW2XxaUiRHyLpJwtFsqlHo08Pfn0phJC3YQ74wJUuoHREBRHbRF59FI78093sxWGUEByWsEzoDKCl5evf3c6olJMseHR56jgVAv0YGsGbsi60LuDYCtyJFs_w53KcXYBZRkqn3jLdxTRW1LBLXpRPqsfea2tZMrJ3DzEwjVzP4VaTtsPN1ng%3D%3D,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
STUDIO IADEVAUA,Impiegato Ufficio Amministrativo,Cagliari,,7 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2022&ao=1110586&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9e546f69&cb=1676802699160&jobListingId=1008465723382&cpc=B076152010A3B66C&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-9fee9186316efba4--6NYlbfkN0CxnxVTxbcTQbr_RxwoEGJYgas9PWSER2PvYWlaQrI93oDeA07ENARg3eQcos8R4P7gNwgfj0BimpElbX0kRWdLJtFL0mwFkjXBtunhWA24wPwngvf-7dx7dr2zHG_-VSBb_a4GIVe03oMCKsOhZr6pEV2mpsSbWYy0c9s4nz9ef84_cjdBhJum-iW-oP6fHCxttJaeSw-Ra9eLa3wavg0YZEzQdgRVI2GX4W7IneZ9xyk8oR94M6sWqeOEWtUGn8N8ZcNzabZilNTVHo8xzUMoiVLCE2vsqRd-xeUb0MeWtaVm7dBlSjAw3lQTTUlo43JCY3ce1h9IlnGt4qFCKhGCfcZD3ovjX6RDB1mXjkbV1bnRn1MYuj9Dfn0ho1Lg4wAhJEa3tHyDvLI8YZ74KdABAWpySqILuo6ria2nHSb4BzskZfxdhqS1ZlQr9YQdgRjjWX8z-6sUmlj3yyOFu4U38S3Pr9ChIi7VIsr4fr5akQq4RkB7h9IsMMw7ShTk_DpKMntYROrDeDxmNEzL5cljoVa7FnYxNcyJK_mK_VmHuMe1OOJ8xa1iOG7oCFHBmXCgkd3OOHzQTw%3D%3D,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Praticasa s.r.l.,Ingegnere Edile,Cagliari,,8 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2023&ao=1110586&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b9b9b0a6&cb=1676802699160&jobListingId=1008464350716&cpc=3164FDD6030E246B&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-f68669272b330dff--6NYlbfkN0DNPcVbGGihIIcNOLkRYNwMkqkxkRrFr7W8KjyDZ-kp7JL0y_lKLyDSDAQ90z7RPE3zFuTyJxbgAx62mlHFRXt24vTYgDNSAlKwUSzO0pECbTwqbX5zGuSabEeKvC4gt71FsQ62LmRjDM-Qj74mwCy7-HQHPvgLpfk-pvuGfipIObLlcMEI8ucLPxMKp8FXA7jMlHKAcg_6mXknk3Lhw3yDrQAa739vKsCb0h03myeHVbwyQ3RQDJ2eXN_dlQe985NN_gxRPE187Wur7woPqWzyXTvD8kNC90pUTaVM-ixgOH6XMmHaHqGJJtmhrt3syluc80bZ7bfTGm9pJKZ2wmDcZf42f9e0J8xt2QcRvm0l2Lvy_MJtqAN6HT7foGqp_uReqCR9OgpXRHGSoGk3lNephtJlhCWeT47eQ0hJ1dnOwLAIptd4xRSDP7r0xMIIqmBV9yXadPrDZ_EY5ky7p8FG8o2Y9Wa2d__tNQ-Gj0xUBPiiubXt_ABnFRjcy8zsQDONRRVSmbX_h8jZa470RBiJmkoCRESa_kuy5EYEj8BcBpromtEzSf2hK_7fUTdqzEPXuI1JkaFGx5-YEdTaUWAEY-9m1mYaskw%3D,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Troome limited,Archivista,Sanluri,,4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2024&ao=1136043&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3258f6f3&cb=1676802699160&jobListingId=1008470582353&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-d47f273102c39c45-,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Sub Agenzia _ B.S.,Addetto Alle Vendite,Cagliari,,23 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2025&ao=1110586&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1003073d&cb=1676802699160&jobListingId=1008432593851&cpc=D2F1DE17EE1F43B9&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-1a92d18a0fc30afb--6NYlbfkN0D64B21cF1B4Za9zZUqfbaA-DgeYB7IvNW1IQ_3Or0RfvOwu7E_vhN45L8delFc9WMXaffYtAc7HoqO1v2CcSAZaRYtTHycnc4qJ5Nhgc5DW3WKt0ExOB_AZ5LGAjh1Ak9gS2ljzYRjOhYHWyWfv2S9LNLbsmjk4LQ2u7v2sDxXugAxVEiHhbDTfSCV3D0a9vvLy8ebi4LHowsnQmt3WPlLu8jvZcfAosLZowXBzEs5FMRObCAvZvJ5PD5_h36s5U_uAAcdq0FlFHQCL2iSURV2I0HIGqiIAJRoLP9GSY7EbiB2LfMbf5jLbzpApbUFu8bt1eGFXMMDoRWR4UeF8IUu0Aghrj_wZFiY-7El9o11-yzv1mhsV4R81K8zdgQRQkdNt9JVY90D387FR4izGrzWQSHQZkhwrOYYJ9QvVMG3_KVWXkvv0R5Km1zzprh1ItNl8teWtM2VHD3SNZ0ce3Hu_NmsjuJ4moj0-BH3gndgp50MpX_vGX3DBo-JP6VkfxcYfUTpiLOCNmWTw5xab_w3gsjkpu2llsyXyLa4DLvjkpfQcvgLIMj7,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Formatc LTD,Sviluppatore di Software,Cagliari,,12 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2026&ao=1110586&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_18394f68&cb=1676802699160&jobListingId=1008456083865&cpc=82B3195DA92CAF92&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-abe80a66a432b967--6NYlbfkN0A9GlHWjlEQYaqxbaEmdCCe5JRS0tXTKY8eeesCJbOk-nakqqZT-eMYxM1sQHDRCiGqJZfjXzux2xc0Jyq0l_P39X_RuMIi6qX1S3_iYumya7euYhoBuhKctM7fNy03IXABs2gTTAQ6Gr5fpSlYl0cYxSnrqVpgkX-8SMnwzmEuvGnZ9If5NLvQu9iqRhKm98KdrdqtEDDtUJEPOeOxMY4mecXt1RgtIRTj_XVD0H-0E2uPt9o4hrIrbg46D1w-rcW36MiirpGebD9nf7ecvno2pW9U1gPyW7JHMCqwlWVn9N-uH7E8IcFPy2IC_8fVFKbG1KTM45VXt9GzCChF-clZsURWsuA9BFVo471AM7Pe-TEYJU0o_fWQmgns8ZUFBfGgxDhotl2hXf_XpzSh7nu1secoEnFaHV99SlPcHutwi9atCEXqSaJGWT5MrIwMUoxqS0AbmFoLyoCCsFZ1iH3gVbIP0m9y_LQkGtZSAtxMxFTj5AWXYnAx7p-jx0qMk7ZDHmYjc2v6ui5jm0HyF0O87GGZ2PupXUgPWm8rbO6b3lkPqyQGBDAIt2fBHGqLezyiuJe5SVuz5Q%3D%3D,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Kiron Partner SpA,Consulente,Muravera,,1 giorno fa,https://www.glassdoor.it/partner/jobListing.htm?pos=2027&ao=1110586&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_82045373&cb=1676802699161&jobListingId=1008480031364&cpc=8D52E76475A7E842&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-ad77b64a3ebbfc7b--6NYlbfkN0BE6bupDS-RBnEL_a2idrN8K6uDJC13dKKnD4MEJF20IB3vwqzzjmyk4QPmyw3i7OJtUyrR_GLFhEtt7_eJdpSESzDJg2iqpWIVYnNGe0r6kthRK3POqYkR6zOdtSNczY9wJGRFV-poh_GNa0xrOP5nBeAKj_eTGEcMfIxcgeAcoYAveGO8viL4Gs6u1DtiJxQtL-taKz_osiN88m495yvhog2LvlULblEoalKBxwwSXqa00AhSChKrcN62SaEKYBGtbtYOtMa_FPICcScUBIMLCgCMulG2bMRX7pEcpjeTuZzuZh7777GmKjEz2Bq15FHGWYXhWEuibEguqtTEWzNdDqm2--FDriKYmkLn3PctjcTH__dkgo4L9TQSNYTlAZ4rtJrVkNGmR0pNlbqgDKqOobrn-jH-Y6zpipImnTxnHFua3Fw2QMNZk3agn8Nt7kVhF_U_QxZeNC61ZHh-eo3Jw7Yo9hTMzQfuVjaf8mBJz22KNfBHNvB2KJXMO2Sgw__t-w90BSmtjySAl3QBPyAPqLf4bJ1noWK2ufHp5X9uyMHlkj_STAMvRapge7s-6yBRHgRcw5vUPA%3D%3D,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Gruppo Toscano SpA,Segretaria,Cagliari,3.3,15 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2028&ao=1110586&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cfd68658&cb=1676802699161&jobListingId=1008449397091&cpc=5EFBB0462F9C6B7A&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-57abbc2bbb4a3641--6NYlbfkN0B8GI4iE8l613E8BDLqmxXt121yJnkdziygoRlFR7SR92zAOp3_fUGxjwRmMfEloEiccoVXtlTYEbfq4x1eJDYp1ZeST6VVSOSkRqcTVmZwQU3GBYFnBuJKcAHGkmWLUm2ZDYDeKxUsGBYsQo4Rxn0nkZq9HZXrV5WEeKv7ciiTDXU5RWvdM9ZxlhO7r_9-Ijiz149DtEsEwAxL88V0ip-Z4klhdydyPiSecdVbweQaq-v7y_Xjekxa28BblVpW4Eh5o7AZY5YoN32Yq_sC0Z92aSF1EnDQz-UgGmjeD5ErJHsITX8y__eI5Qu9DmUTssm-OWDoRgOxGvsjjvSx9pgB7P63zcElqloLRST1DUhjModw20z_k2-_1GnOqtsANCSasyh8-S4ukdqWqtJFQFkikHL2P2_8h1i1Dzb4MHpOZ11OVhsyVkEMtKsOZn8Osmm3LFXxJDEpGAKeBn3pMovHK9Jjx8r5Pu5XNqMs8P1EzDvqyzDCwsuYSnbsoTGwO-RASEPQyK5mp_ohtOFoKEP0vNbYWAyy9Ha5QvpM6hWc-V_nl6MDKTforZuW4L1p-J2S1jt9DR7tSTv_nuDdYKlR,2023-02-19,2023-02-19,3.3,2.4,2.8,3.4,2.8,"Roma, Italia",Da 51 a 200 dipendenti,Azienda - Settore privato,Sconosciuto/Non applicabile,0,Non_disponibile,Non_disponibile
Synergie Italia S.p.a.,Segretaria,Cagliari,3.6,11 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2029&ao=1110586&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4e70ecde&cb=1676802699161&jobListingId=1008457617646&cpc=8795CF9063CD573D&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-2ddfaa52b8bbdf54--6NYlbfkN0CUipGQm0QaJYO6CC6uwHoTSX5ssn8ecuqbExbs2vwAEvgerAx95pwqvHiZN4CgLM9VPWy-NMlmndGd9RZRLU0VOYnJWcGTRoYlBUslAtWYBGhjlL6Zh0blpyZOFgHHgX_RHLLWYBB1vC3eTsuuDfKnTbW3JCfV1PVHjfXozNKX-LuH8F8kEm83_JBP6S9seukjYAFljT2ESegYCKjB2AigO2xKa8vaLDThLC0b0eONIEgYLQyWvsHGNP1uVFWni-uin8l5mIg4dzTUiljwetXUPR9_GbyyYCHdZdvCYujMbLHw4vKeR2Hn_NRO6PebQUcvD4m1apHIWzmgWy3LPugx-YdlQKdjDx-vzDj3n1tNAdpA8Fnz0wTyTvTLmUwLAj1ABaRoYKu3ZOXqx6ffHbcYpaacf12ODUiZu8kxa7jJRxajVpwVvMIjhinfNJV_82q3m--eIzwfqQKuIXwjMbBEylsIT8tHBxUeiIstdJXhd9kG_cU-pJfc7pr7GBEHS7Bi-6ciuWCb-cj-VR60EP4npREN7FLsBMZVQZAd6Bcqo4v4U-Dgq1TmjQpMV0n-21qt6q-37FHMHR7tjCi7qiQE8PqQAAgeCvpkzYmvx5y-SIFwIim95iW56U8b0W4A4bBl1E4XkSuIpcyI22TWO_P4ZAKz2SDkqZvZCVmlOMEbVg%3D%3D,2023-02-19,2023-02-19,3.4,3.0,3.6,3.4,3.3,"Boulogne-Billancourt, Francia",Da 1.001 a 5.000 dipendenti,Azienda quotata in borsa,$ 1 - $ 5 miliardi (USD),1969,Consulenza HR,Risorse umane e selezione del personale
Sexy In The City,Autore di Contenuti,Cagliari,,24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=2030&ao=1110586&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_bc9abb22&cb=1676802699161&jobListingId=1008480437007&cpc=47CFDC01B3F81FAC&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-7a05be8e0db7c4a5--6NYlbfkN0BpeSBnD8JaXU2ue50Y_Mq2p-d9CnMf-xS_6ZJJlnGvH_3YEnCaU9XacmShu4Sli2_mVRLH3Zso6nCTso78j4aJjBdwgJpI_Ds1i3bM-3NKaW-yVmGsjqKhkaVQfMCozjjKmtmANR_TXpUY_cP4qKl-DL0T6XjHnIaIVx2vctIOyr2IPZlZkT_xMdJosSxyfsXS2muHPyoZEEpRR7lL_HILqSCqJpCs4bx2s7MtJgHAH6HXPNt_EQHLPtTN2yQpkZUAnfyJrRJh9T7VhmsQCcpb8LDNqPk9UsV6FmlJqtjRihmmYPzouHN35OOdyOFIkcO9N-tL4zPDjWhAS-VVlmDswzPGkOhM1deObnu_K66sPZ4T6UXHiowcEU6r6G8vk-UPEJ8nYobC76ZxCaSuqGicnU6qNkYOh0yVIrk6uDsvj6FAgn0KUAb92AmqGQouJGMiFSLRv9Qaq8onJgx4kVw1OBMdf1i3QGDnJ1Jef6XqJEiT5zIfbnJR9RRMW6z9cp2dF7nKwjtP86AVeSAMDuZzvcg4uPvOyteG33C0TWKYXCFpaD0JedatbQJq5Y3WtBZVuTNkpMTrQg%3D%3D,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Saipem Italia OFFCO,Security Officer,Italia,,3 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2101&ao=1110586&s=58&guid=00000186693adad9928222111f748dc0&src=GD_JOB_AD&t=SR&vt=w&cs=1_81e441b6&cb=1676802710492&jobListingId=1008474128563&cpc=4A43B94DDEA77FFA&jrtk=3-0-1gpkjlmnqkbnk801-1gpkjlmoeg2rb800-f8f3465280bc418b--6NYlbfkN0CsDm3IUperF1RINdpGHLuhgFoi3Ntjo5CuBDSv6Xb6c2scNx0yUYfBgcIMqq9pQJFGLQwIdpDybKZfy4JQqahjxFN5V8nL_yfSI4QbxTWXdRfUKD3P9ZjUB8gMrDPF-MNachTuxxhv8NlhO_Q0_AE9YqHg-syf132R4qvrjoc69jNB-3VO5h1mriV_kel21Tk6ISpc0J6Ya2ZkvO9XISFpBZ7J7xiFgytSwfA1Ru0XchVJ4FRiwC6G7Ao6Zyly2CNZbg4eSbrTv7sMtHBuT1Gd5fXVSfqpV2vIIM6NmuoJnzH-MId3VSMwj4Q_wgT1Q-MJNrlmSNQ-A5loIBhtiihK4Magtnt9qmx92eFBU7vrna2KekYWArVa4o-SY9SAbIG2HPyCcmKXv5SXU57VwaaFeYEN4w_iFvZsDwLdJNJCFZax5qn8-Wku4ddkz4ar0skjILklhvrLkRaJgSMgs6j1R_ceGBoF03T8WauHhR0hVu67psqQ-UHayelDOBTzN2ur8PEvzi20hi_RUyoIkNCv9gyDTXmTFs8KDnn2IMnF7zchYe7PJqV2nmL9jYnCaGXF6aszQ8sT4PZnE6DYbGGhUIyaLcVMSuWb_ey6MKTx_deL0XWHtNVBbUDwzv1ZDETZEjTUF2hpOMLi0DLd_zfSgjpqjBCZHx6TgmBwpcxWXSIaSPU4kIXgQLzEK2HpiAPago_iUgeqBBw06bf8IN3h,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Adecco,Tecnico di Assistenza,Cagliari,3.7,19 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2102&ao=1110586&s=58&guid=00000186693adad9928222111f748dc0&src=GD_JOB_AD&t=SR&vt=w&cs=1_6e60828a&cb=1676802710492&jobListingId=1008437879403&cpc=45DC3EB807283E85&jrtk=3-0-1gpkjlmnqkbnk801-1gpkjlmoeg2rb800-70922d06aac29a2b--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFKda-kTTl3QRmj7tRtVZSm0dJKaHQ-y48kgFVljL9XBIVHbIpwbl82A58PIu0oaAHYHOhw5L6Of98j_K7Kkcs_YSYIFvmm4BNw6Iepxd__8vs25U1hQ91O3IRmX-uYEf_WweLSg1NOpIhziEgrYgGpWb4wGpTHIRWRNu74QKF09YD85c-ucTt7-0Ru-JXUJustaShhoubAhvJPJ_lCD0U9nY3UodNtcvbG-BJ-u8Ae5uW4qHz9Wb7SFKAlPCha4vqF0F1Dnxu0DrXXgDRgbmqYkRw_cZ1sy5AE-TfJjXP75i_z_LFxagugZAvxLvJNKrUhUBpQqKqzkZ76YMhoBacgxAQ3YgOJAMRul6TjNKxROf8diPBqvqeFrPWaArIpA5KiTt_DzegZZAnZRBf58Z0uxl-OBthVfUa9LvXOwWPkVCdR3tArXuA1JsptPaY3I3qQ8eS3GN4wF8NE0ToqV_gCaGUFMwxi3zG6iNFW6-ysp4kgZakeyN58Kg%3D%3D,2023-02-19,2023-02-19,3.5,3.2,3.6,3.3,3.5,"Zürich, Svizzera",Da 201 a 500 dipendenti,Azienda quotata in borsa,Più di $ 10 miliardi (USD),1996,Selezione del personale e subappalti,Risorse umane e selezione del personale
