company,job_title,location,company_rating,job_age,job_link,run_date,scraping_date,oppurtunita_carriera,stipendio_e_benefit,cultura_e_valori,dirigenti_senior,equilibrio_lavoro_vita_privata,sede_centrale,dimensioni,tipo,entrate,fondata_nel,settore,segmento
Adecco,Tecnico di Assistenza,Cagliari,3.7,19 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2002&ao=1110586&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&cs=1_9eac9e3a&cb=1676802699158&jobListingId=1008437879403&cpc=45DC3EB807283E85&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-70922d06aac29a2b--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFKda-kTTl3QRmj7tRtVZSm0dJKaHQ-y48kgFVljL9XBIVHbIpwbl82A58PIu0oaAHYHOhw5L6Of98j_K7Kkcs_YSYIFvmm4BNw6Iepxd__8vs25U1hQ91O3IRmX-uYEf_WweLSg1NOpIhziEgrYgGpWfLeXtqv06yPwC7Tmjv1J9GuQE38DSOw2aBNzKTlxRvCp_fRVh0fggDvYr4E3ZaJaG53enr5FGvWsmQQPBRqleKxiTjzxrJaZncFjbhOuO5Lj_MinYIkaDrtquVfyl3Js_28xUSBEmRhdglkDqOsreBKK6H6EOIXm-5R6FnBKzrLgv51XBlKJ2CcanTbKVt5DrLq_dUDk4Cdh6kY-2D55BryVDDHqldxylgrO9MztkRkpHT7lAvNAbImKHSyTIKTT9HZXVTDb5rtPK27TbayZFm-fPCXkQqQC2RWjIcrVecKJIIpZJ-mxQY8K5RuF1vhPDpusMcwl7mRl3GHUViUZpgsXSGCe4msLA%3D%3D,2023-02-19,2023-02-19,3.5,3.2,3.6,3.3,3.5,"Zürich, Svizzera",Da 201 a 500 dipendenti,Azienda quotata in borsa,Più di $ 10 miliardi (USD),1996,Selezione del personale e subappalti,Risorse umane e selezione del personale
Facile.it,Consulente,Sestu,4.2,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2003&ao=1110586&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fbc7523e&cb=1676802699158&jobListingId=1008145082584&cpc=BC94DADD91C18169&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-2d4669e791f789ba--6NYlbfkN0BmDrR7OGR9gJmF054fDOj_Irftsb9Ib-ykftL4-GTXRCGSkjph3fWfRaWfCQT5_RZIIwi5ZOQo4KHPlotQaPWrrPdZT1b-FA-vJKOIGBrAutlSGTJ4f_4oqkp5fRO8pUuHjCOh2_viFsl9XF48PJnC76ENcr34roaHvgjO10T8WBSS53V_EEe1pWyk-k-eE0_3IRM9bWUkVzHspVfCcpeUuPztC39XgsjGg_Z-EZZXysiIOeI7xdyPHKhOpKHnELdW5ww0ftelo345Re22EA119LeGg1BJ6ucUlwESCLYwtLGLEpAD5FBhbJ1mJnbfx27Y5wXyewSpH_YV2qZTqA2RjK--M9Jrw8kwRlmQmhUNEyOewveAKDTrfP_DDasreBCarESe4xs55XCdhe30fd3lfMmWAns46H__Pb1JDMOpaIgnhxeDpum6C2zes_VMIBa5cfA4vCqADTxXGZBS_ex3XosHHsJRQPNID0S0aQmrBCpkOezUOUkbd3QB_XngSYZq0oknF9OIa1TgTG5JPS9Fn_I5TVxtRnslqu5nW5u5268wF731TiIFXkHAKJ7owN5uuxyi9a_4sjEA_TuZPwhn8P7CoT48Df6-CKbeAp15BlvWaMrRc2XsqEpogX7EyhJKv4Nqg04J-5YcwDrpGPMQVN9zCo8H0jE%3D,2023-02-19,2023-02-19,3.9,3.2,4.1,3.8,4.1,"Milano, Italia",Da 501 a 1.000 dipendenti,Azienda - Settore privato,$ 100 - $ 500 milioni (USD),2011,Servizi Internet e web,IT (Information Technology)
adecco,Autista,Cagliari,3.7,24 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2004&ao=1110586&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&cs=1_b0b3936c&cb=1676802699158&jobListingId=1008428775077&cpc=9EDA28EADF1DF7F0&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-9a5cd7abf9f390d3--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFKdzY5G2Tp0o4LyaMfO5bKfI6BSgbSM1oSE2GJ3ZI9FOpBY1ZsHENkmIPZxYclVdIc1GV921cbNTff_ZU9A74rtysuvGvYZqJ7ptwQzrZjSasFBgiuvt9F3qaHoo8T0lxVKshBd32xkmJcE6YCl3AWnCx8ZCs2V4H-5hYWECLn83EQMsEldIUo4sfDirk3GTXjzxYhAofRqT8L70C9ZYNAxsZ7ZiceoLZGmBKcfb7JkehlKh5-WdYw-kwnU5CBCxsiRO8ygFLqUXJnmN47X7Kmj7mMpKN2UyQsvSnyPnaoaf8uZ5FjappCfIFebo2hycMDOBGuHkvihxqsNyLyt_bqsIkj1GdZZ9Kf7XcrJLARFF2Ig3_cytHWe_rWEkmYtHPgg_d8IheMTZHaGFoY_JVAOvN81WCBqf-bCkKiWvHVTbeFwtB2OTkgh8CT7dcUYpzBCiGMHSzB7ezkUeuwLIEev8o5swoGDVFElWIamdi6TsBgmKqVXgLW9P8cE1g6KOSOrThwnuOxmKKgip7rqdMlppwm6qfPOGlI8HllA9GYoVl4y8EP3XbmKA4QJvXYKcHek0Vaj7Auppl3GZOz7o-LJQJQ4kCAz5O49ITRm8-Akkt6FQmFMs_9z5aMWp3imHSWiNm3TTlkR-71Q3y5hcPVibs0jQ4J7PGxzM_8RADuzKE00V4N_ROjxEWfi4BEfr-0MMAeVqd3Rq6BhU4nv8yZERBCBn2CqnWzgL3ca455GoxoljeAMGk6He8_58jmTHfDA5ID4dp0-NJeFeWg4Qb6Qw%3D%3D,2023-02-19,2023-02-19,3.5,3.2,3.6,3.3,3.5,"Zürich, Svizzera",Da 201 a 500 dipendenti,Azienda quotata in borsa,Più di $ 10 miliardi (USD),1996,Selezione del personale e subappalti,Risorse umane e selezione del personale
Eurospin Italia S.p.A.,Addetto Alle Vendite,Cagliari,3.6,26 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2005&ao=1110586&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_806bd1b7&cb=1676802699158&jobListingId=1008424011350&cpc=2CAED5C921A5F994&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-ffa3be6a41b935a7--6NYlbfkN0C1abZ9zL5NYIhXV7bfxDjOB5o2U9Geipmv_mrCPZiQ0iu8Xnde5mL7-oAyK2qtyyrjruc29eqthOFihiCpVV2iKNxg3-2pGzqzdhrYHe_2b0kmI8M10weyxx7VRkrOZBxQTKt-YYxGR1wFbat49fg9FZfpGWbCsIyNbP1-2phrK3BaGfUg90GXyegqfWy7BXKajNpoN3zw57n1236n3yXSJNc3J5TYi4Y3OrtX7tjhcgnrHqGN0kwkNRTwaS6Ivz_DFLH2f1DW7n555GO3-bL1ww3P3nhxyPpSyFDGhFbI2keRiqyPfbVxVVkt_L_ap3TDZjv0x5L824WKxMSIokXw1W0wR7LIxseiaqggtSEizq5_hTGzSGPwOtpUU0orDnR3gW81Nwmf7_bbcVJMJY65R_d2Hq6SOdBbat7VVknD2TtQYgedu4q4Yy0umVNCtNXTMrqJLWcSnhunxkM1Z6XB7-SqxauZpc67ut023H1XespoRkPq19H2OJMvvFF_NOChAiFv32LwfFKD3Nawmr63zJUXHVbA7CnkBNjOOaNUuGQqjsyM2tV7Ha8zMl0bKUL-kYjaohxn-iaqhFmuv7C6Si3tc8xNyOeXYEYPsQvKO2sb1meWQyojGrGSh-Kkp40%3D,2023-02-19,2023-02-19,2.8,2.5,3.0,2.8,2.9,"San Martino Buon Albergo, Italia",Sconosciuto,Azienda quotata in borsa,Sconosciuto/Non applicabile,0,Non_disponibile,Non_disponibile
adecco,Assistente Amministrativo Tirocinante,Cagliari,3.7,24 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2006&ao=1110586&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&cs=1_26bba093&cb=1676802699158&jobListingId=1008428777103&cpc=2F9DD8B511C89582&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-169b2b6547664e9c--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFKHykkGYm-qu6J0gBIxgy3hCa7qrv0Mwhw588ArWco5L_wB2sWS_3ACLlTSdtmGHtA1vSEMq3f-SFT_2ofZ7IVJ12FG8VaAZiEgh_AXjj4yCuDB0dcm8uSIM3AyCkszcztOfcT2yYK38U5UhxZEOZ53TUn6excG-WRkz-Pix17tMxSxwckCuc0ADoC8Lu91WcXtH93MoimElZPkD-GLC5gm3NqVtwO3wjsigXRqbhol_9ZOWuiFejnAqb50YoKZBUckombHcHJQbn4FibG-fakHu309XX2POwkTOyHKuI3SRGBhBxiHAssA1nAWsozr46FLLQurJXSzMuSZXSWvv6LhplKAtGM1bsEWOkhilW0biU4Py7Ct-TBkWihAdFCmoGGrzUl8zzGf1VGYEbJM8wpf-Q4dWFT69bIzntOV4awZ5p3Mma0ahZ-TVZPbWcrsqhBReQ9vulTii_byZY4yjDBUrdn4FmDzWwSydjQfROU7PbmVKW-vApxvfUiLaxoL7nRUpYQQYS7lrhZkdZe4_jKRzPd5sGETqX6I_KQJyZAFFI-AX5G726WFVHjsYYDwgx8E6ALYGhVC1LFK59dISn9wOKf3DBAFw-6W-8fVFrUnu7z09SG4PZie2Ai1MCASHSPaSWaiVS3o67qwDpXS5emCb8M6DG4NIS5i5699Esa6mm61lroE8qpTQmJgDaAh-BgrdCQk_lyUqUPU-CNSqpBHBJGj0NDFgZ8REa1mzbXW7oFgV5XvIMvv8VJFJfxwy22saC09P7jCfhVYkQeMySWWVorZaJl2WGcugRbJMFDriE%3D,2023-02-19,2023-02-19,3.5,3.2,3.6,3.3,3.5,"Zürich, Svizzera",Da 201 a 500 dipendenti,Azienda quotata in borsa,Più di $ 10 miliardi (USD),1996,Selezione del personale e subappalti,Risorse umane e selezione del personale
Innoviù Srl,Back End Engineer,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2007&ao=1110586&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b7e0a239&cb=1676802699159&jobListingId=1008368578480&cpc=5FEB1BEB8E14EF52&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-40127b5e07880c70--6NYlbfkN0A0t4xPpaDdi-j5jsi_NaPSSH4zucqp6NvY0VgW3NSQ2JPqQr7HgFeK8Vn4wjBjCgfUFRyml4YHcFQFTE4tAHsz95wtIf6-Qd74tjSptQZeXoah0IY1ZOTU9b8QYDE74i8IhZDUz3E3_h-3m9KiW5CBZR34695q_HnsUTBDkzyhairF_563_i_SrtCADLuKQp-hfYo0laGVF7laoiDE7T2LLoD45FcR2VCtUrHxRr1LOWfurQVAhcS0Tx5hf9XX3JqvHUtxbR_o5jAHkyiW4eY_8xajy47QuGFSXPOSvySTwDXHEVv5zM_WcLbWzDe1Z4rXWaBOXQIXTC-wjRP1dy3Y_WxmLpr2DmgnkrZlxd5QNGWc07mj5MuXYhDjgcxdHI7MR2SmMEd2hD7WKqOHYOmnmD4M7A5rydADI1zWXswteGsJXFEEjcqizNAtkdTGSo_CrHREh0EBuzIvYdfMnL570qn0BNS55D8HmuFBrOUyuuw-Iz8qtp5_A1b0tJOuX0ZRPiDSx6GyWbWdSO9u3Zoz0C7B8w8s01DcFpZE8SPhU-63-YiCo37h76cS3ezbv8v9iZ0cPS2GG6U4DgXtKA-UO8AIljjJqMI%3D,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
adecco,Autista,Cagliari,3.7,24 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2008&ao=1110586&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&cs=1_2f5f03c2&cb=1676802699158&jobListingId=1008428775418&cpc=40021B6B9FB64F38&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-030b7ef8434cfb5b--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFKdzY5G2Tp0o4LyaMfO5bKfBVXh5IMas0LbCt9XRFcfRLn6VKLNaVMrf2H6R594FJn-WwXeED2k2Bzr8WYoQPc4pY0qWnbST59RVy8_mkL1lhhGRy-5NP22_ocMkpauANkWtqrocwzWfQ8pAjUE-hrcHwCuULd9GGDE0HWCtKupsniRAk20KsEuJ4l_czP7f8T6B25S9_lF18xETaw38sVlNtIPYlcqrIyqV3KRTSSfpH8e8BQfJK1kYHEFIJ4CBrIKCf-B5DqPut3W01dtnAsqo4JHfem2NuEhgglFEqOtIO3VM5WFznr1T2D-tKvZbDRouxuLAWAFkjWOEoYbVfS4egaV5TUH09uKU7SfBqFAsY8pHxqlIIaYLNiYD2-6n0UkYy-fofH1Iy0g566ocWLo6UUsKludG4cvtxKPnj9LW72-L5cOxy2xWXAhhQFJyqI_ZF5hA2qhC6VU2acEKH74g0emNDfPjlU2pv21sRRYPbikmq4dd1n4pNgEf_LbGQzQeoNU_C4dK_tjIa80odnNsBvjMi5_XqxeX_pzIT-er1JcMiEN4Tu-CzPfBIHnG0GyyRmdyrD_SpoL84EX5PdDAs3e11vZuOoxWlgAjDv-GkeoJHf0hmR3A95nedrDXCcoeKbjCR8hL0WN1LPk6b-Ln3PUbR4kpzkyqt7hWDQT_Gh5s8bUHBK9MvZ2aBJ7_EDJCSKs6u2QIku_Kor0yfDdKsXnltIC11m_sQ5OkHkSr2fxys7TBx3x2356TBVxuJMFJ6tfHLORrO_sc6dIxJ59pGwEP4Hffnqvysrf6MXMmE%3D,2023-02-19,2023-02-19,3.5,3.2,3.6,3.3,3.5,"Zürich, Svizzera",Da 201 a 500 dipendenti,Azienda quotata in borsa,Più di $ 10 miliardi (USD),1996,Selezione del personale e subappalti,Risorse umane e selezione del personale
adecco,Contabile,Elmas,3.7,24 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2009&ao=1110586&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&cs=1_e1e9a22b&cb=1676802699158&jobListingId=1008428772912&cpc=1120CD366D53BFD9&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-b0683a963eb21d81--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFKHykkGYm-qu6J0gBIxgy3hEt69qFCo4LGilRQut-05qFU2mKUooQs1c4Gn16pQb0rnbSYEjQ2qSfxLWvIdz1CwsBMUmUtuDrMAGLo3f0VQNT7V7UJd9CBgYC6JOW42dbFiknnMGmax0zsecC94tZh5-ayvFQFf6AZtTX7bVRhgAher7PUuEkXAxW7suPvoFzQDcHC1mQ3SjpZTHc--La_j3ZGmyVemx1_Md06k_csxidpGnFKBUjqz9PfHSNKmh111ANEQmcIlXPHcfl2ct-z0zAB6oU-OcqNI_a46fUE67fs0vRVFsaxXsk7WjX30646mT5WgHODbqHXY-VtA8hWZV97FlD8IKLk5Ef3y3AZEWCZYhoTWWiosPFlg1fuAZS7yZMI_kBv6qjjtsOeOKvjn1fOZOvZ19057G8ywfqmMIKDVOUPU8NNhEMYj5MDHKbG3y7QkfhmWTgWqdL8ehTBOIbOEjb06uqlOzYLD2Dua5-m64w7R1R3TAJHoW6fVqKsbFPlPrLBKGd7qf_LQFRai0NDmVUl7mbtPsY5crFISKucii-48RvgEGwbjG5YCP07isJrCk9MEd8rgzeBCgdqmhWh8eoNxKiONZuXdMeLHIhBtpsEaYYGbjRjmkKb7-byB71uhPaYEVSU4US62StixJxS-3Ym40YwjJVEgzgeB-rj0vLph-g79SrkTwd4pdlNbudYOMxhnKlV2GGWV9nSyH8KrwWhIFcPaHuBUzKyMqIQrfPRc_Q2TTZVit8iPJj3IMHdEPz6TTcvy52HneOkPkA6YpgXp0lx,2023-02-19,2023-02-19,3.5,3.2,3.6,3.3,3.5,"Zürich, Svizzera",Da 201 a 500 dipendenti,Azienda quotata in borsa,Più di $ 10 miliardi (USD),1996,Selezione del personale e subappalti,Risorse umane e selezione del personale
McDonalds Italia,Operatore Della Ristorazione,Cagliari,3.5,29 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2010&ao=1110586&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&cs=1_d25d7d6e&cb=1676802699159&jobListingId=1008419244279&cpc=1CBFC3E34E2A31FF&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-ecf9c29168906262--6NYlbfkN0DEfmD6JQM7-HYhm4jDDmBcRH1b0qR7FVEjWKgiWJa8VnFtFWWxEapCqJNPm_0NiMpH7g2A5p9VDKzCAcn3FKO0sbTQZAzgZCoIqMJwvwCtP9BC6Pte3VI0ob5A26DF_BKBcc1l8zL2wjSMt3SUjp61-J8JQEnM8mD-sRRc3oQRu2bNf_eAAyVzG3h8xZnqDYGLfKQL5tcnRMbSK6mUBhZCBCtlJzUnUH2EQSReEJzOXXu5lCrY2Rdg549zEi8AhECL6KslqIHjypcP_bMju1rtdavC5uUBJ7-2DmCtTeL2NcGNpyMvDo9p_Pp39utwIs-iaSNPeoUkmaL9Q3bYL4MwLmUtDVfrLNz0glSI4qWMTM-m7mMv5IvqxDu5h5KZJeWvwL66Y-d8FxXnXBDTcnh6PGIju6WpcTEc3RdPYl43YbqZwwWN6m7tOly-mhV4VJB2DJCCEOBtPDZDe5togShPjjAZZNx288VoArGdsVSUa8LGDpHl4qIVvEEMyxK0N3RxcrQ-fDO9sHnavzJFnYcWzG4XDzQvqUPMj_X04mFHUPSySCtU-fp7fVqmKzNtPu5WG-yCKjxVWoRBxzcg75IX,2023-02-19,2023-02-19,3.3,3.0,3.2,3.1,3.2,"Milano, Italia",Oltre 10.000 dipendenti,Azienda quotata in borsa,Sconosciuto/Non applicabile,1955,Ristoranti e caffè,Ristoranti e servizi alimentari
Nuova Sicam SRL,Progettista Elettrico,Italia,,2 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2011&ao=1110586&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_48aff234&cb=1676802699159&jobListingId=1008476404051&cpc=036CEF58F9688075&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-95cbd9ac837f61fa--6NYlbfkN0Bf6KOpx-k3w-LK-NHFMHKAf-bss4OsfmIyhna-Fao6HvoEnG9ys6iTtenI8c8KXP7PbgccydSNuiW_4q5NeqlXS-u9egFIlzpDkq2mRbt_fFjWC7vm3QlSnSbv8JOzPCrVcAKBr2-sr-24SUpwKuPdW1GNsmlyuQTCkonLlcRzpmhTIipMldEIn7iyVPawU95GbGR4zTdeYXAUFntzWLWDgIOBtm5QEK5jEyV_RDbCTrgm4ykv1ZAtxnYB72x2BrnbmqTAnWrZpHVGIYIhWDTxyawTcUXOy04Ob1JHnOcMTKOlX93bZMcT9VADkWCOAGGVQXMDMN1qvp7UaEbd9rKbkjAzvCbI9sMo5e3_f6DZdpExdyf47NwRySqF3yt838olz8h_AVaVS7fOgoba8yHm_17Kin0CMR5vDFpWGhNQpRrocFgcfmk1IHAAARqw-iADj0DpAUXUyRLlyau0FNt1doSdwOe6aZGAuwTEkwAVFA79r5-nmGIcN_qAQtiQ9xycqntTd0qicBiLrvyIFGhwDOAadq6duMZNYgVqw-yLPtGHOq-DDxg2Jzyra5JxFKM%3D,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Erga S.r.l.,Operatore Turistico,Sardegna,,19 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2012&ao=1110586&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&cs=1_956679a8&cb=1676802699159&jobListingId=1008439427174&cpc=59DEFF8D475298C3&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-16f20c59446ff952--6NYlbfkN0BytWipstCyveKkw9FlHucwf8c9OEfcNK6kJ3VVRANJxJbWkJbVhuVmkiwDTlZdYv7UJzn6F6_So6LtOM_v9Z9FzOF8PdFuPe_x7YBgShEPq8cNS1jPRFT9nwE2OUlx5spN3KViaihpJEWvVVPCjhUPSK314o8MOwV5a5kOsMM9E1-77X6-r5geGcWQNagouqKBc_U0SSikuCQ39KthnkEAdPidWO3f1iul_kniTOG3A1xMtlpPnWZ72wdaaWP_i_fbi_5WNrYDa8AANkRTm9SKzjiQgrYNPCgNT2t8NYX4wZN6gjGv5kGCRxA9yEji3PvIZn_28fdS5r2f_olvEeBkdikYrsbVpPOVyrSvt13EPJgkZLsj1Ng-kS5J0JqPQ1UxRV5rSst2MgW318CFiTH9vKAyobONVrAV9UuNi53SsFDOnG2A88jXbJOn6R6VlmVDCzw4TZ-lHFRaRrOEqsFw7IU5ktMwqUPdLC33wZ3mWKhnCsBK-h_31y24pUvjUhKQoUc_-k1wV6oQ9jEsUfMrde9Al-1XjEUxPjs3O7-Fh1GOPs7yoep2,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Doppio Malto,Cameriere,Cagliari,,22 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2013&ao=1110586&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0de32602&cb=1676802699159&jobListingId=1008433199483&cpc=C19BE7EA145E205E&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-b4d0428a5c7a4936--6NYlbfkN0C0jkC67az_l2JZOdjrYW72hY8OzNLs-wjENDeKvUUf1piesqsELzqPpEuaqx3MAOT-XHWw2gUdtv5EfooNMo_duByaiSUlECr2eOsZ_V-c1BF5UZacE4n_np2t9driaS0PdTowyNvo1YuQk9JIkA3B4UYDi-OzOIfP14FPG5d2Of6MIGnkYWCOSD4AWHA83X67sevOP7xQnEqrekBQqfWvn2mQDOLHk_GCx8DW11z6mtOFaMfCORAeSTa-ZVmvs_lQuErLEc-a3nqEdJQBdSwdSOGjvQfuxo4nA1W_P4GAmG12ZYK_0RhDa7tY1mKKzhYY6NESfGcOBp44lU_Cv928W15gM5NejjdYFABJC-iFGixWM0JqOLzivw9Nk6nxcxaietbAcou3-u_f4JwRDJ4-C-IOLy9jeY3Cgm-EJXDisO92Xh4Mf3JK3GKRQYrORepigYtZdQ1W8KNScH3Jrg08Cagb9rlH7Du6U4FoALxXnukmnNeKFGBq8-AHhNluQdJ3WDTtmJXEMRbqtGfDHU8wIAWOW0q_ElRNKxG76jwdizPEk5wHug_srcq8BYaT9zhLjE9LSM1IGMheaBarJO7KUH9BVjb_icrGWpRylgPxLEfssfm4h62_gngVemkpFBc%3D,2023-02-19,2023-02-19,0.0,0.0,0.0,0.0,0.0,"Milano, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,0,Non_disponibile,Non_disponibile
Oliver James,nan,Cagliari,4.4,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2014&ao=1110586&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f9b1eb31&cb=1676802699159&jobListingId=1008375394867&cpc=AF770993EC679D41&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-37f4ee8746a0e50f--6NYlbfkN0Ck0AVEASNN5Uu0zdRw5JP47K6jX-BTE9cCBDik-EFS8FnoKMxAOeK0OJieKOsBgfeEyciEz9ZAoP28R4klPtJH_LwJCirYgGGUcPKsiB3cjWwOD2d9endbi1EkbuRZah4XJSC3fCQf7GXlQIw-1jG8XE3CDuafRjaKBW3T5n6YGZtftCyyAW1IVcAbXId8zidS9WuhhfhCwQplwRj0Eht_dxLSJvSJsSu5uIQIs5yf3fVwbVzOvLSBaQF1M3c5gd-IKGcp-2AHkSXu4QIoYGMM10lTrbm_rYKX4N5UlVYhMcwtbWtiFyYuigr9dLDzBgt9CvVZ-6OvgLaSkg-wN7Ad87VsBdY_wuZ98wKLfF_ctg_Zynn3pXs_Bf1sTEoeG__8PpuW2DrXMLAJ-_1fRq9dvAcWnexI7HWz2Lwe0rPgVWDfKnSfw7mOAqXfG-JVoNkoUZd4IkJRwa6QoCiHakojuhaewI4oZ_iJYxvmXflBpRG4lhxsaSviiYS2EvJSBIXwANJdHJBr8inOEdzyMXd59NN3ZdwPhQ2dyjCObYoX0DMthutX-_sNb73yLyU4r_w91gOv1sAs6lmoHM6Fn_kX-OlQC-v1MwM%3D,2023-02-19,2023-02-19,4.5,4.2,4.3,4.4,3.9,"Manchester, Regno Unito",Da 501 a 1.000 dipendenti,Azienda - Settore privato,$ 100 - $ 500 milioni (USD),2002,Consulenza HR,Risorse umane e selezione del personale
Work. srl,Magazziniere,Cagliari,,24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=2015&ao=1136043&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_abf0938e&cb=1676802699159&jobListingId=1008480291707&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-d80d7d8fa62870be-,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Best Green Practices Engineering,nan,Pula,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2016&ao=1110586&s=58&guid=00000186693aae8bba9c644f14af62ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_feb4201c&cb=1676802699159&jobListingId=1008400296542&cpc=07D58528F3898F33&jrtk=3-0-1gpkjlblkkcmg801-1gpkjlbm7h4f6800-ff5a7bb92c7293a7--6NYlbfkN0BFsD0q0RCDZY1Glz-qElvoPWHq_7vQ6ftxaoSDgPBV0IyuLGMf6iA-n4ipmUT6KstgN34YEjf2Bg06Xf2hum3KPFVJza3Ns7cmK7PRHsaba62fjGJo4nF-mYgZIKbRUSkp4uWoxOfUfCP4i8tWJbv7EQcMqO7yKiQPhylLPdmVHjfGc4JGwFSSC1-9xc4VDdPmA-f79rYDTnWbWmu3jemPk3tY-h1cEnTVmMyxC2rEg5vVGr4Nbc2eNDYzsiv8DET4WT8P9szB0ET2H8bNt6LSJrck7kQZ0zlvajNfSG9qkHU3JVnn2WrXexxAItr9KvLTXKzhfjYtS1MXllZD55AC9LVF0xpMEDIqqjOxvsIQtru0Cw88GLN8nMY1qYYCiBR6X9mdiOQzS3ZTi6Yplbvsgf_Z2osI2j28RSCj4xhCll5N5cKl0qCpbMUeetmS67eFZosZDQt7HBW3Vhr4l2bWkMxT5DwUu9_f1d6Gk-xOPxRzZ9GuwGu_YZjDMKBdyYHO8SaET_DrNKkpv4fRBgTwLzqk0ItsfY1oDBh_SvYRXxXVGrBWzi55wC6iYfWE_XI%3D,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
